image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_8_entropy,cluster_9_entropy,cluster_10_n_points,cluster_10_avg_strength,cluster_11_n_points,cluster_11_avg_strength,cluster_12_n_points,cluster_12_avg_strength,cluster_10_entropy,cluster_11_entropy,cluster_12_entropy,cluster_13_n_points,cluster_13_avg_strength,cluster_13_entropy
60,Scene Understanding,What setting is this?,beach,http://images.cocodataset.org/val2017/000000361268.jpg,9,225,0.99968534481035,-0.8802231550216675,A,9,19.0,0.007881046884037748,6.0,0.003719733964937558,15.0,0.00484519881744424,25.0,0.007037189228684983,0.8327120892439798,1.0,0.9859247724121322,0.980825296201085,47.0,0.007476693871794034,26.0,0.006070912674360799,15.0,0.006471495729234532,20.0,0.007079918731563975,0.9793790719707103,0.9967731521786727,0.9147366491799204,0.9927376486136672,31.0,0.005076477476192761,,,0.9981193118103133,,,,,,,,,,,,,
62,Scene Understanding,What kind of area is depicted?,street,http://images.cocodataset.org/val2017/000000109798.jpg,12,240,1.0000000000000069,-0.6095389127731323,K,12,15.0,0.002177169662180055,18.0,0.0021577874847255847,36.0,0.002157963002503309,15.0,0.0021570699499641045,0.9182958340544896,0.9915323997298832,0.9409583900892993,0.9018972358711528,15.0,0.0021753830309593604,16.0,0.002152949249320949,16.0,0.002153916883556605,97.0,0.002161224801170852,0.9967916319816366,0.949701216438411,0.949701216438411,0.973861549224516,16.0,0.002147929088917603,61.0,0.0021609525917506817,0.985056822321508,0.9814763899240023,25.0,0.0021592082497551854,24.0,0.002149981521671278,,,0.9934804071359582,0.9646872283675247,,,,
63,Environment Type,Is this a public or private space?,public,http://images.cocodataset.org/val2017/000000334555.jpg,0,254,0.9997898102301344,-0.1544196754693985,Public,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Scene Understanding,What venue is this?,sports field,http://images.cocodataset.org/val2017/000000308430.jpg,6,217,0.9994776822298704,-0.2433728277683258,K,6,25.0,0.0018667947872001685,15.0,0.0018587497405302504,94.0,0.0018722649771008351,44.0,0.0018680669579048024,0.9509777994648008,0.8983958159908183,0.979459274767791,0.9766270172264644,21.0,0.0018605827730324219,37.0,0.0018583045722529985,,,,,0.9479530138916262,0.9771806689833931,,,,,,,,,,,,,,,,,,,,
65,Contextual Understanding,What is the setting of this image?,living room,http://images.cocodataset.org/val2017/000000087038.jpg,8,113,0.9997898102301344,-0.9241230487823486,A,8,45.0,0.0018298199255099069,26.0,0.001829287469492399,85.0,0.0018285128367618625,62.0,0.0018305474027533366,0.9692996915555564,0.9575109456924428,0.9719778743432201,0.9756297762277365,135.0,0.0018312619828072612,71.0,0.0018288155291178749,29.0,0.0018296934175698637,16.0,0.001826152002753142,0.9729474472898053,0.9745099978066739,0.98697797031737,0.9528195311147832,,,,,,,,,,,,,,,,,,
66,Temporal Reasoning,What time of day is it?,daytime,http://images.cocodataset.org/val2017/000000458109.jpg,11,177,1.0000000000000069,-1.1416642665863037,Day,11,20.0,0.0027235243636366817,16.0,0.0026937770012369563,50.0,0.002677690410822902,12.0,0.0026987394106280575,0.9197173235750931,0.9755307720176266,0.9797769768910899,1.0,103.0,0.0027011962240203365,16.0,0.0027011599695654543,22.0,0.002699930921759388,41.0,0.002684913531990562,0.9884175412704644,0.8950145145731531,0.9645454255594046,0.9654673499805023,40.0,0.002698637347287277,47.0,0.002681128034346837,0.9834767071059948,0.9844797205057307,32.0,0.0026873863883724947,,,,,0.9879171970544534,,,,,
67,Weather Recognition,What is the weather like?,sunny,http://images.cocodataset.org/val2017/000000458109.jpg,9,207,1.0000000000000069,-0.6325448751449585,Sun,9,33.0,0.0018314485659022878,105.0,0.0018339136756613935,18.0,0.0018250540344737444,15.0,0.0018303928130751935,0.9483447403737116,0.9621723595679254,0.9625632797054146,0.9189900464321514,15.0,0.0018294020072757082,18.0,0.0018337418998885082,48.0,0.0018389024768949791,20.0,0.0018302097129568556,0.9018972358711528,0.9435794406736077,0.9664016938298274,0.9518508480286741,23.0,0.0018298289421027133,,,0.9926387952545109,,,,,,,,,,,,,
68,Temporal Reasoning,Is it day or night?,day,http://images.cocodataset.org/val2017/000000018737.jpg,6,178,1.0000000000000069,-0.30565914511680603,Day,6,54.0,0.0019750289473707697,170.0,0.0019773906722175415,223.0,0.001985135975581916,16.0,0.001972181909465957,0.9501029710854266,0.9809673404165449,0.9908930949087059,0.8957541375001011,14.0,0.001965650011682909,15.0,0.001980659831991701,,,,,0.8699155297736259,0.9967916319816366,,,,,,,,,,,,,,,,,,,,
69,Weather Recognition,Is it raining?,no,http://images.cocodataset.org/val2017/000000285894.jpg,7,242,1.0000000000000069,-0.9103134870529175,Sun,7,48.0,0.002372308394575498,29.0,0.002312601754273772,16.0,0.002348096596952013,22.0,0.0024723996888692747,0.9739286018396994,0.9955952454276917,0.9618974703476992,0.9747321513897027,15.0,0.0022593507367720286,9.0,0.0022713236939254297,16.0,0.0024507802755103455,,,0.9859247724121322,0.9656336071428251,0.985056822321508,,,,,,,,,,,,,,,,,,,
70,Temporal Reasoning,What season does this appear to be?,summer,http://images.cocodataset.org/val2017/000000361268.jpg,3,336,1.0000000000000069,-0.5226655006408691,Summer,3,15.0,0.002289950451486518,89.0,0.002338498232354414,19.0,0.0023057168900177346,,,0.944623214254579,0.9809308855061931,0.9892422967543257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Environmental Condition,Is it bright or dark?,bright,http://images.cocodataset.org/val2017/000000458109.jpg,0,263,0.9997898102301344,-0.4926770329475403,Bright,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Temporal Reasoning,What part of the day is shown?,afternoon,http://images.cocodataset.org/val2017/000000334555.jpg,5,177,1.0000000000000069,-1.2842228412628174,Day,5,121.0,0.0018425465683475232,112.0,0.00183178541556836,17.0,0.0018255175087736391,13.0,0.00182815209845201,0.9699829425432589,0.9795980903131376,0.9554035229062984,0.99473723787795,30.0,0.0018342102024693743,,,,,,,0.9714185391640049,,,,,,,,,,,,,,,,,,,,,
73,Weather Recognition,Are there clouds in the sky?,yes,http://images.cocodataset.org/val2017/000000458109.jpg,12,167,1.0000000000000069,-0.3621687889099121,No,12,87.0,0.0019385330777465888,21.0,0.00193955668547817,28.0,0.001942474422128625,53.0,0.0019440175328613199,0.9719413164733997,0.9211854965885542,0.9718772919683727,0.9605703404029375,25.0,0.001940500660492903,61.0,0.0019421323181062083,15.0,0.0019247374386511566,21.0,0.0019427022688439572,0.9440510350957405,0.957297729790377,0.9147366491799204,0.9748830897462037,50.0,0.0019427024263687057,54.0,0.001934599474101421,0.9936946263006879,0.9717993209992892,16.0,0.001931706604507234,22.0,0.0019333617794005838,,,0.9320201587042914,0.9681300137657637,,,,
74,Environmental Condition,Is there natural light?,yes,http://images.cocodataset.org/val2017/000000018737.jpg,3,182,0.9998946959115174,-0.4320460855960846,Sun,3,25.0,0.0020748628361324135,312.0,0.0020947641101395006,24.0,0.0020962250158386513,,,0.9949956408022635,0.980307275433683,0.9949671891627881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Temporal Reasoning,Does this look like morning or evening?,morning,http://images.cocodataset.org/val2017/000000125211.jpg,2,166,1.0000000000000069,-1.014854907989502,Mor,2,190.0,0.007120070184366058,16.0,0.0053120637244966655,,,,,0.9850099569490396,0.9822177815287605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Yes/No,Is there a dog in the image?,yes,http://images.cocodataset.org/val2017/000000017627.jpg,2,192,1.0000000000000069,-0.03723467141389847,No,2,279.0,0.0021811648911000347,72.0,0.0021829882944297387,,,,,0.9808011190958114,0.9870576409460646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Yes/No,Are the people indoors?,no,http://images.cocodataset.org/val2017/000000334555.jpg,8,227,1.0000000000000069,-0.16271576285362244,No,8,16.0,0.002174157593141198,80.0,0.0021779906419003127,28.0,0.002170555285280228,82.0,0.002197721670161467,0.9755307720176266,0.9684646412526776,0.9648528731760171,0.9785970594883368,23.0,0.002211936248279794,115.0,0.002196921634565597,40.0,0.002206265291281162,20.0,0.002193203957657237,0.9982526816976662,0.9729377022181221,0.9575161131813201,0.9713107216099232,,,,,,,,,,,,,,,,,,
78,Yes/No,Is it nighttime?,no,http://images.cocodataset.org/val2017/000000458109.jpg,9,175,1.0000000000000069,-0.3030392527580261,No,9,16.0,0.0020106540653035323,20.0,0.002015204547329427,17.0,0.0020423016015626936,154.0,0.0020275237337829873,0.8980898459737487,0.947730922119161,0.9975025463691152,0.982364599211113,111.0,0.0020223129892348404,26.0,0.002029281121720378,16.0,0.0020174139390570513,18.0,0.0020325902146532166,0.9725988125729029,0.9629320612355918,0.949701216438411,0.8783471047618534,18.0,0.0020108093080126715,,,0.9206250851407773,,,,,,,,,,,,,
79,Yes/No,Is there a laptop on the desk?,yes,http://images.cocodataset.org/val2017/000000231339.jpg,6,265,1.0000000000000069,-0.00966760516166687,No,6,16.0,0.0018525613446101973,8.0,0.0018547025972311824,31.0,0.001889699430475145,15.0,0.0018852780487049014,1.0,1.0,0.935820929355821,0.8649735207179273,54.0,0.001887386955006622,27.0,0.00187534877902612,,,,,0.9903790506133764,0.9746820665998708,,,,,,,,,,,,,,,,,,,,
80,Yes/No,Are there multiple cats?,yes,http://images.cocodataset.org/val2017/000000039769.jpg,2,153,1.0000000000000069,-0.5061899423599243,No,2,250.0,0.0019241093821720562,77.0,0.0019237437293674478,,,,,0.9882763008160134,0.9657812692984167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Yes/No,Is the person wearing a helmet?,yes,http://images.cocodataset.org/val2017/000000502136.jpg,0,263,0.9998946959115175,-0.004651559982448816,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Yes/No,Is the bed unmade?,yes,http://images.cocodataset.org/val2017/000000356347.jpg,13,178,1.0000000000000069,-0.33540257811546326,No,13,16.0,0.002146007262233921,15.0,0.0021298569973851405,19.0,0.0021330120670099584,24.0,0.002129159094260595,0.949701216438411,1.0,0.9796494552648447,0.9977436826817001,20.0,0.002158555373206716,20.0,0.0021629012608788524,19.0,0.0021378345173430034,24.0,0.0021750231207600355,0.9713107216099232,0.9835386311891134,0.9495113755878275,0.9862707094162991,17.0,0.0021492275883537686,40.0,0.0021495087716477067,0.9603948809345499,0.9816350616669411,106.0,0.002144087957799752,22.0,0.002142629848265025,37.0,0.0021325129814380784,0.98754874106841,0.9849226290193992,0.981092820687449,,,
84,Yes/No,Is there a traffic signal?,yes,http://images.cocodataset.org/val2017/000000138819.jpg,4,186,1.0000000000000069,-0.008260718546807766,No,4,73.0,0.0019559426094106817,33.0,0.001953391072108503,110.0,0.0019536640730177025,21.0,0.0019455394031991046,0.9694853009190162,0.9499254702147351,0.9831526778163598,0.9898279823399507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Yes/No,Are there elephants in the image?,yes,http://images.cocodataset.org/val2017/000000025393.jpg,5,181,1.0000000000000069,-0.005712942220270634,No,5,28.0,0.0019552677465284707,179.0,0.001973677302011259,58.0,0.0019666724708538664,77.0,0.0019765195882975113,0.9689773830648091,0.9917380054357583,0.9961671524731996,0.9693941106242823,26.0,0.001966693478001135,,,,,,,0.9575109456924428,,,,,,,,,,,,,,,,,,,,,
86,Yes/No,Is someone holding an umbrella?,yes,http://images.cocodataset.org/val2017/000000285894.jpg,11,210,1.0000000000000069,-0.03501405194401741,No,11,26.0,0.0023307643062568375,15.0,0.0024110727167538397,15.0,0.0024258360251569284,16.0,0.0023593573851550106,0.9663926492715588,0.9967916319816366,0.9182958340544896,0.985056822321508,103.0,0.0023574853851519592,38.0,0.002348802409566732,8.0,0.0023149563649357096,73.0,0.0023880866724547423,0.9827506871566276,0.9638547863554586,0.954434002924965,0.9754491578284039,22.0,0.0023478367128169568,9.0,0.002329956076386709,0.9970151057384783,0.9910760598382222,26.0,0.0023460944067328184,,,,,0.9934151417289493,,,,,
87,Yes/No,Is this a kitchen?,yes,http://images.cocodataset.org/val2017/000000322864.jpg,6,272,1.0000000000000069,-0.0015008978080004454,No,6,26.0,0.002112389820359203,15.0,0.002122554276615422,16.0,0.0021085026733736125,17.0,0.002112306526835058,0.9816033143723746,1.0,0.9618974703476992,0.9963890537299693,30.0,0.002107489412873136,23.0,0.0021055485423291435,,,,,0.9929027057432841,0.997189429761854,,,,,,,,,,,,,,,,,,,,
88,Yes/No,Is there a vehicle in the image?,yes,http://images.cocodataset.org/val2017/000000109798.jpg,6,316,0.9998946959115174,-0.032101742923259735,No,6,19.0,0.001989744583830743,15.0,0.0019538854844011323,18.0,0.0019725523289862695,2.0,0.0019315663374286738,0.9283213239079567,0.9949490477321437,0.9182958340544896,0.0,17.0,0.0019648547948489356,16.0,0.0019592624444827,,,,,0.9519839065438831,0.9772170014624825,,,,,,,,,,,,,,,,,,,,
89,Yes/No,Is someone surfing?,yes,http://images.cocodataset.org/val2017/000000361268.jpg,0,270,0.9998946959115174,-0.0067903948947787285,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Yes/No,Is there a refrigerator visible?,yes,http://images.cocodataset.org/val2017/000000322844.jpg,4,325,0.9998946959115175,-0.008279048837721348,No,4,21.0,0.0021576250824165166,17.0,0.0021152553692714397,15.0,0.0021192707726414017,16.0,0.002104510804760444,0.9584114221179829,0.950753201250753,0.9877812438119247,0.9772170014624824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Knowledge Reasoning,What sport is being played?,baseball,http://images.cocodataset.org/val2017/000000308430.jpg,7,324,1.0000000000000069,-0.6220934391021729,None,7,38.0,0.002345874886038931,18.0,0.0023258766872294423,31.0,0.0023615705038068794,77.0,0.002339841579444895,0.9850497183611214,0.9455305560363263,0.9959321241968688,0.972837636724557,23.0,0.002319502457926772,18.0,0.00233056587573418,23.0,0.0023218035010292588,,,0.9527439088345311,0.9319131950454078,0.9627069364469679,,,,,,,,,,,,,,,,,,,
92,Knowledge Reasoning,What activity is this equipment used for?,skiing,http://images.cocodataset.org/val2017/000000502136.jpg,6,371,0.9993744888347479,-2.74042010307312,C,6,23.0,0.0018430808265698332,35.0,0.0018392235460176999,36.0,0.001832208756566022,23.0,0.0018508778129966074,0.9410225540684309,0.9721862409248936,0.9704488819707862,0.9982526816976661,124.0,0.0018470522611082642,16.0,0.0018321444878923105,,,,,0.9890979405268858,0.949701216438411,,,,,,,,,,,,,,,,,,,,
93,Knowledge Reasoning,What game uses this type of equipment?,tennis,http://images.cocodataset.org/val2017/000000018737.jpg,3,74,0.9997898102301344,-0.9830080270767212,Motor,3,472.0,0.003928231603649011,19.0,0.003804461328942489,13.0,0.0036480171551118443,,,0.9773662089932513,0.90647263812994,0.9194324237704885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Knowledge Reasoning,What is this type of vehicle called?,bus,http://images.cocodataset.org/val2017/000000109798.jpg,5,269,1.0000000000000069,-1.3203235864639282,Car,5,23.0,0.002586160705388581,19.0,0.002723399629714659,15.0,0.0025600924418483642,22.0,0.0025092573978130273,0.9964170965457583,0.8743862973701078,0.944623214254579,0.9888167467420675,17.0,0.0026511789368745885,,,,,,,0.9967828263127351,,,,,,,,,,,,,,,,,,,,,
96,Knowledge Reasoning,What water sport is shown?,surfing,http://images.cocodataset.org/val2017/000000361268.jpg,13,220,1.0000000000000069,-1.8047093152999878,None,13,22.0,0.002207294741215839,17.0,0.0022098594570261884,17.0,0.0021926830342802114,18.0,0.002197126621444008,0.9970151057384782,0.9967828263127351,0.9519839065438831,0.9535998353544741,10.0,0.0022230476592326248,14.0,0.0022240018120821088,19.0,0.002216573818838435,16.0,0.0022063782750528322,0.7219280948873623,0.9852281360342515,0.989497538622715,0.9965119062478288,19.0,0.002214255815536892,31.0,0.0022374210557120923,0.90647263812994,0.9870894389417636,45.0,0.0022169125870364122,15.0,0.002200764226802403,57.0,0.00220956995965909,0.965048484476994,0.9877812438119247,0.971368258465288,,,
97,Knowledge Reasoning,What type of traffic control is visible?,traffic light,http://images.cocodataset.org/val2017/000000138819.jpg,13,266,1.0000000000000069,-1.656780481338501,None,13,22.0,0.0022232232799113652,19.0,0.0022222644086529898,24.0,0.0022353180951611654,18.0,0.0022586392581529753,0.9849226290193991,0.9495113755878273,0.9652033156653039,1.0,26.0,0.00223713377077694,28.0,0.002232598188501593,15.0,0.0022468590409805765,15.0,0.002245006406056183,0.9892410142019504,0.9511036173003944,0.9967916319816366,0.9967916319816366,17.0,0.0022364909065044555,18.0,0.002211488975008941,0.9127332405984697,0.9854122527913255,60.0,0.0022257939196402513,19.0,0.0022164706380235414,8.0,0.0022066387047641302,0.9862598665352242,0.9892422967543257,1.0,,,
98,Knowledge Reasoning,What is the function of this appliance?,food storage,http://images.cocodataset.org/val2017/000000322844.jpg,12,263,1.0000000000000069,-2.324521780014038,The,12,49.0,0.0060671715427995975,15.0,0.005026158137838401,16.0,0.005425253206754008,19.0,0.005394097969839269,0.981664398104006,0.9877812438119246,0.9965119062478288,0.9495113755878273,18.0,0.004578446586483306,14.0,0.004914165360761085,37.0,0.006547948666497859,26.0,0.006439294229097504,0.9955380299191111,0.995232557322099,0.9815519481552131,0.9978637260424629,18.0,0.005432941305542352,18.0,0.008308838537038208,0.9388201415867106,0.9910760598382222,33.0,0.006356693726098159,15.0,0.005293478319052957,,,0.9955701567186782,0.9602297178607612,,,,
