image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_4_n_points,cluster_4_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_entropy,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy,cluster_8_entropy,cluster_9_entropy,cluster_10_n_points,cluster_10_avg_strength,cluster_10_entropy,cluster_11_n_points,cluster_11_avg_strength,cluster_12_n_points,cluster_12_avg_strength,cluster_11_entropy,cluster_12_entropy
65,Contextual Understanding,What is the setting of this image?,living room,http://images.cocodataset.org/val2017/000000087038.jpg,6,246,0.9991752572267516,-0.9241230487823486,A,6,36.0,0.0019732417728118524,17.0,0.0019265825551770463,19.0,0.0019665443711317917,15.0,0.0019014399260057857,81.0,0.001922247400800457,0.9724152147192922,0.92026989330702,0.8327120892439798,0.9613833012053531,0.974640417592854,17.0,0.0019554007705200847,,,,,,,,,0.9878171319090819,,,,,,,,,,,,,
66,Temporal Reasoning,What time of day is it?,daytime,http://images.cocodataset.org/val2017/000000458109.jpg,8,276,0.9893904310191217,-1.1416642665863037,Day,8,17.0,0.0025081580312327992,19.0,0.0025538361683798373,17.0,0.002450238793323989,12.0,0.0024549994776243314,12.0,0.0024650688437679916,0.9770358764490155,0.9258628921382102,0.9844171139677748,0.9808340377961404,0.9808340377961404,5.0,0.0024211309489011825,15.0,0.0024844868645046377,38.0,0.00245749203479869,,,,,0.9709505944546686,0.8983958159908183,0.9712018257046977,,,,,,,,,,,
67,Weather Recognition,What is the weather like?,sunny,http://images.cocodataset.org/val2017/000000458109.jpg,7,196,0.9989488426774451,-0.6325448751449585,Sun,7,78.0,0.0019385578985156012,49.0,0.0019478626267071136,21.0,0.0019389243480236059,22.0,0.001952525151532296,10.0,0.0019212471045916956,0.9794323303703896,0.9561864478662462,0.9479530138916262,0.991524766643338,0.9911594714322186,23.0,0.0019243589147581554,25.0,0.0019486905973285396,,,,,,,0.9910581831938825,0.9372765336772136,,,,,,,,,,,,
68,Temporal Reasoning,Is it day or night?,day,http://images.cocodataset.org/val2017/000000018737.jpg,6,254,0.9954367883603669,-0.30565914511680603,Day,6,15.0,0.0021965977885431255,26.0,0.0022565116011096027,75.0,0.002270649427348234,20.0,0.002289748547400471,16.0,0.0022644441875589527,0.9446232142545791,0.9595930518283794,0.9833983730221817,0.8927376486136671,0.9463946303571862,18.0,0.0022720366216354526,,,,,,,,,0.9728825026363701,,,,,,,,,,,,,
69,Weather Recognition,Is it raining?,no,http://images.cocodataset.org/val2017/000000285894.jpg,7,284,0.9987395670993542,-0.9103134870529175,Sun,7,32.0,0.001971660489898091,15.0,0.002039073425114723,17.0,0.0020983732063558735,19.0,0.0020582606784089524,15.0,0.0020265095212739187,0.978640504128955,0.9654013672997089,0.9127332405984697,0.90647263812994,0.9877812438119247,17.0,0.0019910069481792326,15.0,0.001987271604458044,,,,,,,0.9963890537299693,0.982798115178801,,,,,,,,,,,,
70,Temporal Reasoning,What season does this appear to be?,summer,http://images.cocodataset.org/val2017/000000361268.jpg,2,277,0.9958129341549323,-0.5226655006408691,Summer,2,84.0,0.0023200988818542004,27.0,0.0026264334863234785,,,,,,,0.9940176248959853,0.8792753477340906,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Environmental Condition,Is it bright or dark?,bright,http://images.cocodataset.org/val2017/000000458109.jpg,1,249,0.9982635854999449,-0.4926770329475403,Bright,1,15.0,0.0021171053069712043,,,,,,,,,0.9161314485121343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Temporal Reasoning,What part of the day is shown?,afternoon,http://images.cocodataset.org/val2017/000000334555.jpg,4,282,0.9962639904941177,-1.2842228412628174,Day,4,29.0,0.0022349255631760987,11.0,0.0021992898364857185,9.0,0.0022164513958462,18.0,0.0023080813075760237,,,0.9785463292474802,0.9431887805255736,0.9910760598382222,0.8527924884900406,,,,,,,,,,,,,,,,,,,,,,,,,
73,Weather Recognition,Are there clouds in the sky?,yes,http://images.cocodataset.org/val2017/000000458109.jpg,7,271,0.9990133877383741,-0.3621687889099121,No,7,17.0,0.0019508957997464594,21.0,0.0019325810024517812,25.0,0.001907529072087127,15.0,0.00190539310666652,35.0,0.001923702723205102,0.8726389366057715,0.9517619850443704,0.9922346846492686,0.982798115178801,0.9270509652275984,17.0,0.0019475191654748627,15.0,0.001924462015589185,,,,,,,0.8702290979524686,0.9877812438119247,,,,,,,,,,,,
74,Environmental Condition,Is there natural light?,yes,http://images.cocodataset.org/val2017/000000018737.jpg,2,290,0.9990570868649804,-0.4320460855960846,Sun,2,19.0,0.0020674561165301216,16.0,0.002009638549951067,,,,,,,0.9649618403823442,0.985056822321508,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Temporal Reasoning,Does this look like morning or evening?,morning,http://images.cocodataset.org/val2017/000000125211.jpg,2,173,0.9324745356365378,-1.014854907989502,Mor,2,208.0,0.006346302813462268,15.0,0.005112644487613101,,,,,,,0.9827281308105117,0.9949490477321437,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Yes/No,Is there a dog in the image?,yes,http://images.cocodataset.org/val2017/000000017627.jpg,6,245,0.9953735535410454,-0.03723467141389847,No,6,20.0,0.002161611847686281,19.0,0.002128565497657362,93.0,0.002135803541499327,36.0,0.002125774695890939,54.0,0.0021335211654892336,0.9197173235750931,0.9656476401164373,0.9761832028758151,0.9475085646145233,0.9718335543893379,48.0,0.0021401070235778715,,,,,,,,,0.9791555341490749,,,,,,,,,,,,,
77,Yes/No,Are the people indoors?,no,http://images.cocodataset.org/val2017/000000334555.jpg,8,279,0.9970317175180003,-0.16271576285362244,No,8,21.0,0.002150317466857622,25.0,0.0021107336082950797,69.0,0.002101809230331804,32.0,0.002143457105428685,44.0,0.0021071830226277277,0.9526841246715825,0.9393705765331458,0.9702618358759667,0.9514860630113403,0.9526531831730308,18.0,0.002129480192351785,15.0,0.0021020416235924587,6.0,0.002064204552879829,,,,,0.9656336071428252,0.8616157143988104,0.9182958340544896,,,,,,,,,,,
78,Yes/No,Is it nighttime?,no,http://images.cocodataset.org/val2017/000000458109.jpg,5,320,0.9983817467972618,-0.3030392527580261,No,5,16.0,0.0020070848531882125,23.0,0.0019736339594564013,43.0,0.001957418529745179,19.0,0.001971604132219105,15.0,0.0019611228629633722,0.954434002924965,0.992638795254511,0.9879131343674262,0.9355095604394199,0.9877812438119247,,,,,,,,,,,,,,,,,,,,,,,,
79,Yes/No,Is there a laptop on the desk?,yes,http://images.cocodataset.org/val2017/000000231339.jpg,2,305,0.9991535870459761,-0.00966760516166687,No,2,26.0,0.0018846076186237817,46.0,0.0018764590154751281,,,,,,,0.9162116854111507,0.9915865310616961,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Yes/No,Are there multiple cats?,yes,http://images.cocodataset.org/val2017/000000039769.jpg,5,162,0.9990863239416004,-0.5061899423599243,No,5,17.0,0.00187294074527658,15.0,0.0018719842024507015,93.0,0.0018789170815215772,97.0,0.001895134660048069,51.0,0.0018928036873115275,0.9503435562077922,0.982798115178801,0.9854734331444026,0.9890775687682969,0.9432903467143562,,,,,,,,,,,,,,,,,,,,,,,,
81,Yes/No,Is the person wearing a helmet?,yes,http://images.cocodataset.org/val2017/000000502136.jpg,0,286,0.998236816852448,-0.004651559982448816,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Yes/No,Is the bed unmade?,yes,http://images.cocodataset.org/val2017/000000356347.jpg,10,261,0.9981785137607112,-0.33540257811546326,No,10,31.0,0.0020266047730135733,32.0,0.002033486350552083,13.0,0.002038523728948932,50.0,0.002025058076141858,23.0,0.0020087253788013686,0.950528534174707,0.9487027337173604,0.8904916402194913,0.9385135296565735,0.9810720783927832,15.0,0.0019743605220574638,17.0,0.0019967898010045866,16.0,0.001982882429803281,20.0,0.0020243306318242756,6.0,0.002008871453869224,0.9949490477321437,0.9256134079485958,0.9618974703476992,0.8713688243068336,0.0,,,,,,,,,
84,Yes/No,Is there a traffic signal?,yes,http://images.cocodataset.org/val2017/000000138819.jpg,2,200,0.9982775230417218,-0.008260718546807766,No,2,109.0,0.0019334052999708349,111.0,0.001926765923537696,,,,,,,0.964748379100224,0.9840092147107393,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Yes/No,Are there elephants in the image?,yes,http://images.cocodataset.org/val2017/000000025393.jpg,7,205,0.9987344949424891,-0.005712942220270634,No,7,23.0,0.001931005027190921,16.0,0.0019283223093065325,173.0,0.0019510121954434691,18.0,0.0019336861066806257,16.0,0.0019424402368316766,0.9766815055062298,0.9886085007312413,0.985235881001686,0.9854122527913256,0.9755307720176266,72.0,0.00195633082465589,15.0,0.0019412816544258397,,,,,,,0.97681787812696,0.9500685975366211,,,,,,,,,,,,
86,Yes/No,Is someone holding an umbrella?,yes,http://images.cocodataset.org/val2017/000000285894.jpg,9,289,0.9914985527654663,-0.03501405194401741,No,9,17.0,0.0024344827488678375,26.0,0.0023093848408660854,17.0,0.002388558043566955,16.0,0.0024143188444598093,31.0,0.00236717517939799,0.9975025463691152,0.9816033143723746,0.8702290979524686,0.9886994082884974,0.9292038475314034,16.0,0.0023306952823114735,34.0,0.002323312164699359,16.0,0.00235990702700772,49.0,0.002332363190855548,,,0.9965119062478288,0.9797334595191465,0.886859507142915,0.9880771994633639,,,,,,,,,,
87,Yes/No,Is this a kitchen?,yes,http://images.cocodataset.org/val2017/000000322864.jpg,3,311,0.9972315703340346,-0.0015008978080004454,No,3,18.0,0.0020576950504295343,24.0,0.002054965298738885,16.0,0.0020410774827333347,,,,,0.9854122527913256,0.9803465725883601,0.9415787376332126,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Yes/No,Is there a vehicle in the image?,yes,http://images.cocodataset.org/val2017/000000109798.jpg,7,275,0.9986330160055595,-0.032101742923259735,No,7,37.0,0.0019447324363335576,53.0,0.001952262069837134,16.0,0.0019277061518298345,14.0,0.0019280479209023954,21.0,0.0019459057870296898,0.9640704550052563,0.9564507049812171,0.985056822321508,0.9417346261113358,0.8881659264001538,16.0,0.0019229628297233695,46.0,0.0019319724289616096,,,,,,,0.9401204074720739,0.9661069891148205,,,,,,,,,,,,
89,Yes/No,Is someone surfing?,yes,http://images.cocodataset.org/val2017/000000361268.jpg,0,289,0.9979387970609352,-0.0067903948947787285,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Yes/No,Is there a refrigerator visible?,yes,http://images.cocodataset.org/val2017/000000322844.jpg,6,295,0.9956114360107641,-0.008279048837721348,No,6,41.0,0.002126899344438378,7.0,0.0020806500848009526,16.0,0.0021668225485578533,16.0,0.0021060343753812215,17.0,0.0021838299037484133,0.9711524507922953,0.9852281360342515,0.8950145145731531,0.9886085007312413,0.8409160494198367,15.0,0.002105480196339917,,,,,,,,,0.9543063494363562,,,,,,,,,,,,,
91,Knowledge Reasoning,What sport is being played?,baseball,http://images.cocodataset.org/val2017/000000308430.jpg,8,180,0.9981545944041971,-0.6220934391021729,None,8,30.0,0.002082924833091704,17.0,0.002081777802481014,71.0,0.0020666437581414294,110.0,0.002094254248655917,23.0,0.002065758163332679,0.9548584986116949,0.9770358764490155,0.9648333595764123,0.9718312332199304,0.9673629259545933,22.0,0.002149483967838161,34.0,0.0020514118204413593,4.0,0.001991086319837441,,,,,0.9063593311749661,0.9740008205595219,1.0,,,,,,,,,,,
92,Knowledge Reasoning,What activity is this equipment used for?,skiing,http://images.cocodataset.org/val2017/000000502136.jpg,5,359,0.9994340092788273,-2.74042010307312,C,5,45.0,0.0018881021340064284,52.0,0.0018766526816962963,15.0,0.001850883152469049,17.0,0.001854940934939712,18.0,0.0018673490871078866,0.9608473831779146,0.9742439389701708,0.9664572819896989,0.951983906543883,0.9319131950454078,,,,,,,,,,,,,,,,,,,,,,,,
93,Knowledge Reasoning,What game uses this type of equipment?,tennis,http://images.cocodataset.org/val2017/000000018737.jpg,3,86,0.987578060666323,-0.9830080270767212,Motor,3,433.0,0.0032979583404156394,23.0,0.0037402208554182708,34.0,0.0031700203327544767,,,,,0.9767299181915531,0.9876197168461962,0.9539814079728614,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Knowledge Reasoning,What is this type of vehicle called?,bus,http://images.cocodataset.org/val2017/000000109798.jpg,5,248,0.9911822056578657,-1.3203235864639282,Car,5,24.0,0.002393384059178502,24.0,0.0025481656159131883,18.0,0.0024897873743365425,33.0,0.002408382990315137,15.0,0.002345394151960013,0.9747397737976484,0.8994371137591136,0.9874687506009636,0.9844517632609,0.9718495448242642,,,,,,,,,,,,,,,,,,,,,,,,
96,Knowledge Reasoning,What water sport is shown?,surfing,http://images.cocodataset.org/val2017/000000361268.jpg,8,239,0.9978493850280739,-1.8047093152999878,None,8,17.0,0.002047034808488166,43.0,0.0020736820006531037,44.0,0.0020335468169810776,58.0,0.0020578068884568967,23.0,0.0020587262598213527,0.9967828263127351,0.9853589103923941,0.9610135305728873,0.9488159449686833,0.9765762937075554,28.0,0.0020500766460548304,3.0,0.0019743527674920213,17.0,0.002074144847557042,,,,,0.9975904446236393,0.0,0.9437600120884535,,,,,,,,,,,
97,Knowledge Reasoning,What type of traffic control is visible?,traffic light,http://images.cocodataset.org/val2017/000000138819.jpg,3,181,0.995082633502111,-1.656780481338501,None,3,251.0,0.002220225485663899,15.0,0.0021823021670077268,33.0,0.002212271060456454,,,,,0.9786363587018142,0.9877812438119247,0.9775371806834615,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Knowledge Reasoning,What is the function of this appliance?,food storage,http://images.cocodataset.org/val2017/000000322844.jpg,3,284,0.9994722572198045,-2.324521780014038,The,3,26.0,0.0018906084682082658,16.0,0.0019780555068563575,15.0,0.0019145978170150295,,,,,0.9697810637210987,0.954434002924965,0.9654013672997089,,,,,,,,,,,,,,,,,,,,,,,,,,
