image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_8_entropy,cluster_9_entropy,cluster_10_n_points,cluster_10_avg_strength,cluster_10_entropy,cluster_11_n_points,cluster_11_avg_strength,cluster_11_entropy,cluster_12_n_points,cluster_12_avg_strength,cluster_12_entropy
66,Temporal Reasoning,What time of day is it?,daytime,http://images.cocodataset.org/val2017/000000458109.jpg,12,213,0.9851988736890019,-1.1416642665863037,Day,12,21.0,0.0026190187073495165,21.0,0.0026504322616369533,21.0,0.002630310951050424,38.0,0.0025798416556263707,0.9751060324573733,0.8907082013105603,0.9566859396996199,0.963539943756666,15.0,0.0025645273124886483,14.0,0.0026222480873979532,9.0,0.00262687021934223,4.0,0.0024977549385878295,0.982798115178801,0.8699155297736259,0.7642045065086203,1.0,43.0,0.002579417627383872,29.0,0.0025740752907431825,0.9700062464836519,0.9487672693225543,10.0,0.0025516456013880786,0.9602297178607612,8.0,0.002600762036258875,0.8112781244591328,,,
67,Weather Recognition,What is the weather like?,sunny,http://images.cocodataset.org/val2017/000000458109.jpg,4,192,0.9985994205138009,-0.6325448751449585,Sun,4,109.0,0.001994898349337616,153.0,0.0019956906771811784,9.0,0.001972036598477101,21.0,0.001988557974589348,0.9810432121683331,0.9692077615355579,0.9910760598382222,0.9849500113113598,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Temporal Reasoning,Is it day or night?,day,http://images.cocodataset.org/val2017/000000018737.jpg,8,232,0.9930795509658528,-0.30565914511680603,Day,8,25.0,0.00229739931884229,21.0,0.0023369227187422935,9.0,0.002271807365429192,28.0,0.0023756677946835587,0.9682247582559769,0.9751060324573735,0.9910760598382222,0.9511036173003944,20.0,0.002307970853910606,119.0,0.0024006756093487066,28.0,0.0023927575888226687,19.0,0.0023780475194421224,0.9297754970099916,0.9757311634826799,0.9231668365524242,0.9826301639446198,,,,,,,,,,,,,,,
69,Weather Recognition,Is it raining?,no,http://images.cocodataset.org/val2017/000000285894.jpg,5,268,0.9984142051150897,-0.9103134870529175,Sun,5,18.0,0.0021138143889113193,34.0,0.0021247686005618073,18.0,0.002113073741236387,23.0,0.0020911135999132384,0.9455305560363263,0.9341485503019665,0.9388201415867106,0.9841517646228418,15.0,0.0020404343089315173,,,,,,,0.982798115178801,,,,,,,,,,,,,,,,,,
70,Temporal Reasoning,What season does this appear to be?,summer,http://images.cocodataset.org/val2017/000000361268.jpg,6,254,0.9940543859624795,-0.5226655006408691,Summer,6,58.0,0.0023531638665820445,21.0,0.0027206650982407508,16.0,0.0024699619127008777,15.0,0.002541237013783855,0.9879411659346428,0.8559631658263386,0.9965119062478288,0.8024677973715656,15.0,0.0024181442984196697,40.0,0.002470010786953907,,,,,0.9446232142545791,0.958831035387504,,,,,,,,,,,,,,,,,
71,Environmental Condition,Is it bright or dark?,bright,http://images.cocodataset.org/val2017/000000458109.jpg,0,259,0.9979597862333679,-0.4926770329475403,Bright,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Temporal Reasoning,What part of the day is shown?,afternoon,http://images.cocodataset.org/val2017/000000334555.jpg,4,276,0.9955724375914241,-1.2842228412628174,Day,4,28.0,0.0022734609101525667,10.0,0.0022349083441010054,15.0,0.0023386318007514177,19.0,0.0023720927111441415,0.9880269590517888,0.9372305632161296,0.8443536850036224,0.858059727974443,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Weather Recognition,Are there clouds in the sky?,yes,http://images.cocodataset.org/val2017/000000458109.jpg,7,297,0.9987893352824843,-0.3621687889099121,No,7,15.0,0.001960227405072582,17.0,0.0019596025471939234,25.0,0.0019305919878106355,32.0,0.001951181207569268,0.8443536850036224,0.8702290979524684,0.9738655050985107,0.9082573978528004,15.0,0.0019730959414701365,27.0,0.0019364075444798443,19.0,0.0019503658641205964,,,0.9182958340544896,0.9579073713825506,0.9826301639446198,,,,,,,,,,,,,,,,
74,Environmental Condition,Is there natural light?,yes,http://images.cocodataset.org/val2017/000000018737.jpg,3,284,0.9984556353003686,-0.4320460855960846,Sun,3,18.0,0.002159109641705588,16.0,0.0021286705905675767,15.0,0.002034873719908682,,,0.9656336071428251,0.985056822321508,0.982798115178801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Temporal Reasoning,Does this look like morning or evening?,morning,http://images.cocodataset.org/val2017/000000125211.jpg,2,172,0.9323105613708815,-1.014854907989502,Mor,2,206.0,0.006333522070650098,15.0,0.0050973171588016225,,,,,0.9831244765446484,0.9949490477321437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Yes/No,Is there a dog in the image?,yes,http://images.cocodataset.org/val2017/000000017627.jpg,6,218,0.9950534730782822,-0.03723467141389847,No,6,16.0,0.0021542130829146165,92.0,0.0021481612025356475,14.0,0.002182252474573865,39.0,0.0021333267212729785,0.949701216438411,0.9708121651749181,0.863120568566631,0.985156285971945,65.0,0.0021489475573386574,57.0,0.002147387102174818,,,,,0.9869124728514478,0.9678423264846949,,,,,,,,,,,,,,,,,
77,Yes/No,Are the people indoors?,no,http://images.cocodataset.org/val2017/000000334555.jpg,10,268,0.9967120679933258,-0.16271576285362244,No,10,20.0,0.002164456540053357,26.0,0.0021284306402470747,61.0,0.002117748625404798,36.0,0.002160984260955223,0.9197173235750931,0.9359279393493115,0.9587557807413758,0.9670254421884793,28.0,0.002096852767133421,20.0,0.0021471053154937295,31.0,0.0021304863704774643,15.0,0.002080039852115594,0.9840134433076082,0.9835386311891134,0.9987459005489274,0.9664572819896989,4.0,0.0020901214244791197,15.0,0.002130149373421551,0.0,0.9189900464321514,,,,,,,,,
78,Yes/No,Is it nighttime?,no,http://images.cocodataset.org/val2017/000000458109.jpg,4,297,0.9982781857083518,-0.3030392527580261,No,4,19.0,0.0020053759387778656,25.0,0.001985872851066934,40.0,0.0019599776039819833,21.0,0.0019687653365924587,0.858059727974443,0.9934804071359582,0.9853373037704157,0.9529073308031801,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Yes/No,Is there a laptop on the desk?,yes,http://images.cocodataset.org/val2017/000000231339.jpg,5,270,0.9991181387010802,-0.00966760516166687,No,5,15.0,0.0018473626771086413,15.0,0.0018778035001614558,26.0,0.001889291334365442,49.0,0.0018788785263568494,0.9949490477321437,0.8649735207179273,0.9162116854111507,0.9724288982963394,21.0,0.0018666632754173608,,,,,,,0.9907017951253161,,,,,,,,,,,,,,,,,,
80,Yes/No,Are there multiple cats?,yes,http://images.cocodataset.org/val2017/000000039769.jpg,4,197,0.9990476366344542,-0.5061899423599243,No,4,74.0,0.0018935533170029075,16.0,0.0018729159219036057,21.0,0.0019089378154327342,41.0,0.0018780720249634716,0.9735376154365336,0.9822177815287605,0.8907082013105603,0.9731056762761902,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Yes/No,Is the person wearing a helmet?,yes,http://images.cocodataset.org/val2017/000000502136.jpg,0,278,0.9982078239975742,-0.004651559982448816,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Yes/No,Is the bed unmade?,yes,http://images.cocodataset.org/val2017/000000356347.jpg,13,250,0.9979159906970716,-0.33540257811546326,No,13,20.0,0.002050376525998816,26.0,0.002049660856969595,21.0,0.002058652300997552,21.0,0.00205510119773956,0.9835386311891134,0.9790089185165758,0.9803153789223941,0.9803153789223941,15.0,0.0020183491926005024,17.0,0.0020269166657451245,21.0,0.0020342174598385622,21.0,0.002023376773694772,0.9877812438119247,0.9967828263127351,0.9363346784550166,0.978033486181519,16.0,0.002020474292845194,18.0,0.002011465247923434,0.9965119062478288,0.9535998353544741,21.0,0.002044800810016459,0.8907082013105603,4.0,0.002003195624687596,0.0,18.0,0.002018727282454184,0.9535998353544739
84,Yes/No,Is there a traffic signal?,yes,http://images.cocodataset.org/val2017/000000138819.jpg,3,190,0.9981984199463295,-0.008260718546807766,No,3,77.0,0.0019383710776145,31.0,0.0019314310868487916,100.0,0.0019287690781356775,,,0.9724029438812382,0.9468204106092761,0.9931767677524166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Yes/No,Are there elephants in the image?,yes,http://images.cocodataset.org/val2017/000000025393.jpg,6,207,0.9986421617139593,-0.005712942220270634,No,6,29.0,0.0019441723922792949,179.0,0.0019541316278931745,19.0,0.00193976536418614,28.0,0.001944920727848964,0.9703666861169791,0.9904056274867621,0.9968868771609918,0.9524653357498781,61.0,0.0019629480801495176,16.0,0.0019480603644995477,,,,,0.9894790285733913,0.949701216438411,,,,,,,,,,,,,,,,,
86,Yes/No,Is someone holding an umbrella?,yes,http://images.cocodataset.org/val2017/000000285894.jpg,10,259,0.9900534871684876,-0.03501405194401741,No,10,16.0,0.0024597617288811993,27.0,0.0023518042179912187,16.0,0.002416222739228876,16.0,0.0024603238935655457,0.9886994082884974,0.979539249112788,0.886859507142915,0.9886994082884974,27.0,0.002396995213479542,35.0,0.0023707832860405823,47.0,0.00236096787790085,15.0,0.0023922982566521047,0.9446284658391854,0.9733065245329559,0.9706144259849854,0.9018972358711528,52.0,0.002373569290584122,15.0,0.0023688296433471024,0.986657236143306,0.9877812438119247,,,,,,,,,
87,Yes/No,Is this a kitchen?,yes,http://images.cocodataset.org/val2017/000000322864.jpg,5,286,0.9969153269932087,-0.0015008978080004454,No,5,16.0,0.0020602375037966805,11.0,0.002056599691065215,9.0,0.0020757403990393232,17.0,0.0020481611985240073,0.9886085007312412,0.9922150607220183,0.9910760598382222,0.981232716348107,15.0,0.0020403468072099046,,,,,,,0.9859247724121322,,,,,,,,,,,,,,,,,,
88,Yes/No,Is there a vehicle in the image?,yes,http://images.cocodataset.org/val2017/000000109798.jpg,4,322,0.9984863445871544,-0.032101742923259735,No,4,52.0,0.0019573195361986292,19.0,0.0019506005577621611,17.0,0.001930153616323508,43.0,0.001934404611000569,0.9611696119591228,0.9649618403823442,0.9664022887695614,0.9753649001239657,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Yes/No,Is someone surfing?,yes,http://images.cocodataset.org/val2017/000000361268.jpg,0,270,0.9976134113226897,-0.0067903948947787285,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Yes/No,Is there a refrigerator visible?,yes,http://images.cocodataset.org/val2017/000000322844.jpg,6,328,0.9950492747927597,-0.008279048837721348,No,6,18.0,0.0021585154480128735,20.0,0.0021423928780989407,6.0,0.002087333005667855,17.0,0.002118223420089817,0.9758159039662214,0.9854752972273344,0.9182958340544896,0.9771236998460402,16.0,0.0021580096332759605,17.0,0.0021218772366393677,,,,,0.9463946303571862,0.9664022887695614,,,,,,,,,,,,,,,,,
91,Knowledge Reasoning,What sport is being played?,baseball,http://images.cocodataset.org/val2017/000000308430.jpg,8,193,0.997025270226165,-0.6220934391021729,None,8,31.0,0.0022033655528246095,17.0,0.0021733688867597626,62.0,0.0021584079306565056,15.0,0.002164627784849619,0.9185372802147577,0.9967828263127351,0.9673858806799087,0.9500685975366211,21.0,0.0021466341228054916,65.0,0.0021528859052477797,27.0,0.00211269216553821,16.0,0.002190604297985418,0.9580067478829606,0.9517219789761747,0.9842865420109476,0.8950145145731531,,,,,,,,,,,,,,,
92,Knowledge Reasoning,What activity is this equipment used for?,skiing,http://images.cocodataset.org/val2017/000000502136.jpg,5,355,0.9994344738472635,-2.74042010307312,C,5,45.0,0.0018924699182335358,44.0,0.001881299528207546,15.0,0.0018521652003864275,16.0,0.0018538341124806406,0.9608473831779146,0.9781937300713165,0.9664572819896989,0.9618974703476992,17.0,0.0018689762969730456,,,,,,,0.9183001704342753,,,,,,,,,,,,,,,,,,
93,Knowledge Reasoning,What game uses this type of equipment?,tennis,http://images.cocodataset.org/val2017/000000018737.jpg,3,75,0.9740123313809971,-0.9830080270767212,Motor,3,437.0,0.004023327215376577,23.0,0.0047299174047514,36.0,0.003975689119692721,,,0.97907746339792,0.9876197168461962,0.9558970764075576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Knowledge Reasoning,What is this type of vehicle called?,bus,http://images.cocodataset.org/val2017/000000109798.jpg,4,263,0.9912305991790149,-1.3203235864639282,Car,4,31.0,0.0023832923128490344,24.0,0.002542636503023111,18.0,0.002469229468242538,35.0,0.0024040593509795805,0.972913189687814,0.8915352422694193,0.9874687506009636,0.9841261148878633,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Knowledge Reasoning,What water sport is shown?,surfing,http://images.cocodataset.org/val2017/000000361268.jpg,9,256,0.9955212879988856,-1.8047093152999878,None,9,22.0,0.0021221657137786083,45.0,0.002196629366710189,43.0,0.0021781926742474836,15.0,0.0021658151455175175,0.9833753864788932,0.9755570820583088,0.9706686086336086,0.8830374409547587,20.0,0.002148265453676169,22.0,0.0021640550785651017,27.0,0.002155270395615212,2.0,0.0020230551402597857,0.9703227248076731,0.9681300137657637,0.9974706934315658,0.0,17.0,0.0021957567091938175,,,0.8846148739279865,,,,,,,,,,
97,Knowledge Reasoning,What type of traffic control is visible?,traffic light,http://images.cocodataset.org/val2017/000000138819.jpg,5,248,0.9905695111245592,-1.656780481338501,None,5,82.0,0.0023451997927084536,60.0,0.0023759212348264044,15.0,0.0023463736918254013,41.0,0.002353028477540266,0.9744257826956081,0.9656797147805369,0.9189900464321514,0.9797413971428508,15.0,0.0022526782188166585,,,,,,,0.9859247724121322,,,,,,,,,,,,,,,,,,
98,Knowledge Reasoning,What is the function of this appliance?,food storage,http://images.cocodataset.org/val2017/000000322844.jpg,8,265,0.9994949898047871,-2.324521780014038,The,8,26.0,0.0018576999055188689,16.0,0.0018369741505241284,16.0,0.0018416622898040718,12.0,0.0018395636774718963,0.960968854230661,0.9822177815287605,0.9886085007312413,1.0,43.0,0.0018583835498961403,19.0,0.0019228960344899514,30.0,0.0018746235744765804,15.0,0.001861654343329205,0.9810925615022879,0.9980008838722996,0.9900950717435792,0.9877812438119247,,,,,,,,,,,,,,,
