image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_entropy,cluster_5_entropy,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_10_n_points,cluster_10_avg_strength,cluster_6_entropy,cluster_7_entropy,cluster_8_entropy,cluster_9_entropy,cluster_10_entropy,cluster_11_n_points,cluster_11_avg_strength,cluster_12_n_points,cluster_12_avg_strength,cluster_11_entropy,cluster_12_entropy
64,Scene Understanding,What venue is this?,sports field,http://images.cocodataset.org/val2017/000000308430.jpg,10,264,0.9995342030290755,-0.2433728277683258,K,10,15.0,0.001870289177551775,15.0,0.0019083488031442393,15.0,0.001848035007193804,8.0,0.0018506373930300016,16.0,0.0018936891712911714,17.0,0.0018640006133170193,0.9877812438119246,0.7835807040488099,0.982798115178801,1.0,0.8957541375001011,0.9507532012507529,38.0,0.0018620239847859687,17.0,0.0018511698238057655,7.0,0.0018483135954678101,5.0,0.0018222189763558952,,,0.9823216100266067,0.9963890537299693,0.863120568566631,0.9709505944546686,,,,,,,
65,Contextual Understanding,What is the setting of this image?,living room,http://images.cocodataset.org/val2017/000000087038.jpg,6,286,0.9992787061359583,-0.9241230487823486,A,6,35.0,0.0019449373188919214,29.0,0.0019410948672744731,11.0,0.0018809805416168002,17.0,0.001963746951353737,16.0,0.001904208017146008,16.0,0.0018902260238060468,0.9566617562744106,0.9453273454467302,0.9681300137657637,0.8091970544181963,0.9886085007312413,0.9592101522724051,,,,,,,,,,,,,,,,,,,,,
66,Temporal Reasoning,What time of day is it?,daytime,http://images.cocodataset.org/val2017/000000458109.jpg,11,253,0.9913179165973431,-1.1416642665863037,Day,11,22.0,0.0024414014499513424,21.0,0.0024917487207515203,17.0,0.002411120858243663,15.0,0.0024371984901435688,18.0,0.0024012701422162744,12.0,0.0023977539048432093,0.9849226290193991,0.9584114221179829,0.9664022887695614,0.9500685975366211,0.9462651872218009,0.9808340377961404,14.0,0.0024152779194336277,5.0,0.002347087784038391,16.0,0.002417488312439155,5.0,0.002349335869066374,42.0,0.0023960353098394153,0.965713065231567,0.9709505944546686,0.8980898459737487,0.9709505944546686,0.9761590402425342,,,,,,
67,Weather Recognition,What is the weather like?,sunny,http://images.cocodataset.org/val2017/000000458109.jpg,7,138,0.999093309211905,-0.6325448751449585,Sun,7,92.0,0.0019186957169324188,15.0,0.0019166624344306381,78.0,0.0019270835187314868,12.0,0.001907426532979088,87.0,0.0019225624796438722,5.0,0.00188842448990769,0.9800295071072125,0.8983958159908183,0.970255042323466,0.9808340377961404,0.9630575340711882,0.9709505944546686,33.0,0.0019089016207338532,,,,,,,,,0.9796066917521711,,,,,,,,,,
68,Temporal Reasoning,Is it day or night?,day,http://images.cocodataset.org/val2017/000000018737.jpg,6,256,0.9961380144199493,-0.30565914511680603,Day,6,16.0,0.002152423616072866,25.0,0.002211144908760876,85.0,0.0022283745799049092,21.0,0.0022382983154415415,8.0,0.0021402963034406978,18.0,0.0022386697174912114,0.9528195311147832,0.9548163081079344,0.9788425312909257,0.9023802250170617,1.0,0.9728825026363701,,,,,,,,,,,,,,,,,,,,,
69,Weather Recognition,Is it raining?,no,http://images.cocodataset.org/val2017/000000285894.jpg,8,261,0.9989118812416788,-0.9103134870529175,Sun,8,30.0,0.0019801014156548996,38.0,0.001980710545646445,19.0,0.0019956478942918863,26.0,0.0020090785365541844,17.0,0.0019793580353419547,16.0,0.0019875369771477007,0.9756149631508355,0.9792175049915387,0.9237100600260872,0.8850355544046854,0.925613407948596,0.985056822321508,17.0,0.001953952108869536,18.0,0.0019634544855240865,,,,,,,0.9963890537299693,0.9773429734731779,,,,,,,,,
70,Temporal Reasoning,What season does this appear to be?,summer,http://images.cocodataset.org/val2017/000000361268.jpg,2,255,0.9970730201499388,-0.5226655006408691,Summer,2,84.0,0.0022573175799994105,27.0,0.002571109862149625,,,,,,,,,0.9959638903128221,0.8792753477340906,,,,,,,,,,,,,,,,,,,,,,,,,
71,Environmental Condition,Is it bright or dark?,bright,http://images.cocodataset.org/val2017/000000458109.jpg,1,250,0.9985853439365668,-0.4926770329475403,Bright,1,15.0,0.002059528110970223,,,,,,,,,,,0.9161314485121343,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Temporal Reasoning,What part of the day is shown?,afternoon,http://images.cocodataset.org/val2017/000000334555.jpg,4,294,0.9965920260166883,-1.2842228412628174,Day,4,21.0,0.0021955229468149495,11.0,0.002181921026126944,10.0,0.002200481786144618,17.0,0.002285720791245405,,,,,0.9898279823399507,0.9431887805255736,1.0,0.8409160494198367,,,,,,,,,,,,,,,,,,,,,,,
73,Weather Recognition,Are there clouds in the sky?,yes,http://images.cocodataset.org/val2017/000000458109.jpg,8,251,0.999108545799548,-0.3621687889099121,No,8,17.0,0.0019378471615915007,17.0,0.001910791729768849,49.0,0.0019066649225201434,26.0,0.0019004648679535384,15.0,0.0018993390308610497,11.0,0.0019010991878612208,0.8726389366057715,0.9256134079485958,0.9488302937962736,0.9924509044541705,0.9664572819896988,0.9056185178648963,15.0,0.0019304305877201056,17.0,0.0019036566028054717,,,,,,,0.8830374409547587,0.9519839065438831,,,,,,,,,
74,Environmental Condition,Is there natural light?,yes,http://images.cocodataset.org/val2017/000000018737.jpg,1,300,0.9991781532321194,-0.4320460855960846,Sun,1,20.0,0.0019926659075039173,,,,,,,,,,,0.9008047485295136,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Temporal Reasoning,Does this look like morning or evening?,morning,http://images.cocodataset.org/val2017/000000125211.jpg,2,173,0.9354027951226758,-1.014854907989502,Mor,2,214.0,0.006230043137762127,17.0,0.004756143034282761,,,,,,,,,0.9822990884011837,0.9812327163481073,,,,,,,,,,,,,,,,,,,,,,,,,
76,Yes/No,Is there a dog in the image?,yes,http://images.cocodataset.org/val2017/000000017627.jpg,7,244,0.9958095714954638,-0.03723467141389847,No,7,21.0,0.0021510731930668393,20.0,0.00211174788966429,16.0,0.0021321616828087514,80.0,0.002112103198137893,33.0,0.002096970359303382,42.0,0.0021103291203744164,0.9526841246715825,0.9763620978123274,0.886859507142915,0.9719012504635102,0.9571616331199332,0.9706255322026139,42.0,0.0021111666714112936,,,,,,,,,0.9742545037469499,,,,,,,,,,
77,Yes/No,Are the people indoors?,no,http://images.cocodataset.org/val2017/000000334555.jpg,7,290,0.9975723902168353,-0.16271576285362244,No,7,21.0,0.002116492278565354,26.0,0.0020811950224932,59.0,0.0020578580885857495,34.0,0.0020992114899810407,26.0,0.0020686739191145605,17.0,0.0020775001831541944,0.9526841246715825,0.9433524046116085,0.9606809466527976,0.9292519338620565,0.9982270255729266,0.9603948809345497,16.0,0.0020657672885855075,,,,,,,,,0.875,,,,,,,,,,
78,Yes/No,Is it nighttime?,no,http://images.cocodataset.org/val2017/000000458109.jpg,4,322,0.9986821741506001,-0.3030392527580261,No,4,18.0,0.0019779887600029794,17.0,0.0019373338024571505,40.0,0.0019328315701808395,19.0,0.0019506537317510876,,,,,0.8527924884900406,0.9771236998460401,0.9853373037704157,0.9355095604394199,,,,,,,,,,,,,,,,,,,,,,,
79,Yes/No,Is there a laptop on the desk?,yes,http://images.cocodataset.org/val2017/000000231339.jpg,3,297,0.9991874773081127,-0.00966760516166687,No,3,15.0,0.0018415575364609318,25.0,0.0018706396184295729,45.0,0.0018659258953281316,,,,,,,0.9949490477321437,0.9211460945412073,0.9871768060817768,,,,,,,,,,,,,,,,,,,,,,,,
80,Yes/No,Are there multiple cats?,yes,http://images.cocodataset.org/val2017/000000039769.jpg,5,202,0.999153543548092,-0.5061899423599243,No,5,20.0,0.0018749532227617422,16.0,0.0018743278997866502,65.0,0.0018702814443013072,77.0,0.0018845079023776892,41.0,0.001886103364211939,,,0.9455339504580242,0.9414280318460244,0.9752778670880453,0.9858416265522516,0.9482943586183937,,,,,,,,,,,,,,,,,,,,,,
81,Yes/No,Is the person wearing a helmet?,yes,http://images.cocodataset.org/val2017/000000502136.jpg,0,287,0.9982285590509524,-0.004651559982448816,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Yes/No,Is the bed unmade?,yes,http://images.cocodataset.org/val2017/000000356347.jpg,9,252,0.9984664195984561,-0.33540257811546326,No,9,29.0,0.0020008895994331043,45.0,0.0020064246819604227,22.0,0.002020023230631831,29.0,0.0019815554679276123,19.0,0.0019845748708612852,17.0,0.001970632770618018,0.9741790333644582,0.9466023733979346,0.9870296937811092,0.9331257454280405,0.9495113755878273,0.9856676426534905,19.0,0.001983081412041705,24.0,0.0019677043128811912,17.0,0.0019944318255647776,,,,,0.9355095604394199,0.9697883595925099,0.8787419949064399,,,,,,,,
84,Yes/No,Is there a traffic signal?,yes,http://images.cocodataset.org/val2017/000000138819.jpg,3,213,0.9983944590063076,-0.008260718546807766,No,3,68.0,0.001922164325695313,15.0,0.0019219016431533422,97.0,0.0019153350425022149,,,,,,,0.9539253227093311,0.9602297178607612,0.9893456637397946,,,,,,,,,,,,,,,,,,,,,,,,
85,Yes/No,Are there elephants in the image?,yes,http://images.cocodataset.org/val2017/000000025393.jpg,8,210,0.9988232295203736,-0.005712942220270634,No,8,26.0,0.0019231374453443706,15.0,0.001946781861094587,17.0,0.001920042025122061,178.0,0.0019390156319011695,18.0,0.0019245223008483292,16.0,0.001929043075824755,0.9816033143723746,0.9709505944546686,0.9963890537299693,0.9925067309140221,0.9854122527913256,0.9755307720176266,62.0,0.001945767866650239,15.0,0.0019297375539705129,,,,,,,0.9922565664069393,0.9500685975366211,,,,,,,,,
86,Yes/No,Is someone holding an umbrella?,yes,http://images.cocodataset.org/val2017/000000285894.jpg,9,291,0.9931864590981729,-0.03501405194401741,No,9,17.0,0.0023581307488583455,27.0,0.002252890903745039,17.0,0.0023136513282149443,16.0,0.002357464394980849,35.0,0.002321392660132817,16.0,0.0022708004019484636,0.9975025463691152,0.9871626704782896,0.8846148739279867,0.9886994082884974,0.9334232465383778,0.9755307720176265,35.0,0.002267273080446653,16.0,0.0022898409318666516,48.0,0.002265895065003866,,,,,0.9787215757660983,0.886859507142915,0.9871325896396685,,,,,,,,
87,Yes/No,Is this a kitchen?,yes,http://images.cocodataset.org/val2017/000000322864.jpg,3,302,0.997614987563335,-0.0015008978080004454,No,3,16.0,0.002033775659702793,24.0,0.002031732509007542,15.0,0.002017422653329609,,,,,,,0.9886085007312413,0.9882484440780547,0.9613833012053531,,,,,,,,,,,,,,,,,,,,,,,,
88,Yes/No,Is there a vehicle in the image?,yes,http://images.cocodataset.org/val2017/000000109798.jpg,6,278,0.9987932629868824,-0.032101742923259735,No,6,29.0,0.0019151958006205928,50.0,0.001932053572134401,18.0,0.001912753250983521,20.0,0.0019295435238537457,16.0,0.0019038696830439286,40.0,0.0019135935157164855,0.9600464684307715,0.9583627511344169,0.9625632797054146,0.8911143594569009,0.9681390622295665,0.9666897577697077,,,,,,,,,,,,,,,,,,,,,
89,Yes/No,Is someone surfing?,yes,http://images.cocodataset.org/val2017/000000361268.jpg,0,304,0.998254350291544,-0.0067903948947787285,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Yes/No,Is there a refrigerator visible?,yes,http://images.cocodataset.org/val2017/000000322844.jpg,5,306,0.9959296357125491,-0.008279048837721348,No,5,17.0,0.0021099770183136725,12.0,0.002105155581410168,15.0,0.002152586707348645,15.0,0.002085797025702405,18.0,0.0021792328281518038,,,0.9664022887695614,0.9463946303571862,0.9018972358711528,0.982798115178801,0.8929352898779307,,,,,,,,,,,,,,,,,,,,,,
91,Knowledge Reasoning,What sport is being played?,baseball,http://images.cocodataset.org/val2017/000000308430.jpg,9,179,0.9983596181349882,-0.6220934391021729,None,9,34.0,0.0020728452598407655,17.0,0.0020338693952015163,20.0,0.0020586243181964095,74.0,0.002044570652352436,105.0,0.0020655759458138453,26.0,0.0020546214344367457,0.9674210164809749,0.9771236998460401,0.9416915491145067,0.9657920352870746,0.9680047608462958,0.9771744945121784,22.0,0.002123834400664546,18.0,0.0020344433309844264,5.0,0.0019754511268215646,,,,,0.9477954545532473,0.9874687506009636,0.9709505944546686,,,,,,,,
92,Knowledge Reasoning,What activity is this equipment used for?,skiing,http://images.cocodataset.org/val2017/000000502136.jpg,5,358,0.9994352430912959,-2.74042010307312,C,5,45.0,0.0018881557079398642,54.0,0.0018754187991201917,22.0,0.001855608253403007,17.0,0.0018548928245725326,18.0,0.0018672839395600857,,,0.9608473831779146,0.9775789360331759,0.9666425652015439,0.951983906543883,0.9319131950454078,,,,,,,,,,,,,,,,,,,,,,
93,Knowledge Reasoning,What game uses this type of equipment?,tennis,http://images.cocodataset.org/val2017/000000018737.jpg,3,84,0.9932202571661243,-0.9830080270767212,Motor,3,431.0,0.0028456250000978276,23.0,0.003168959686334224,33.0,0.0027685803235038605,,,,,,,0.9759139787983595,0.9876197168461962,0.9547323387866127,,,,,,,,,,,,,,,,,,,,,,,,
94,Knowledge Reasoning,What is this type of vehicle called?,bus,http://images.cocodataset.org/val2017/000000109798.jpg,5,243,0.9910579343136515,-1.3203235864639282,Car,5,31.0,0.0024031138054397124,24.0,0.0025796337739839707,19.0,0.0025062189630538083,33.0,0.0024100516470614234,15.0,0.00233941358064127,,,0.972913189687814,0.8915352422694193,0.9892422967543257,0.9797654369621943,0.9718495448242642,,,,,,,,,,,,,,,,,,,,,,
96,Knowledge Reasoning,What water sport is shown?,surfing,http://images.cocodataset.org/val2017/000000361268.jpg,10,254,0.9980777200084133,-1.8047093152999878,None,10,18.0,0.002012767127823395,15.0,0.0019762194176494463,23.0,0.0020335280710847723,52.0,0.002015309921743567,38.0,0.002004717375642593,15.0,0.001993815521650281,0.8821022532543101,0.944623214254579,0.9321883810995899,0.9640792076698104,0.9901696989902271,0.9877812438119247,23.0,0.0020540097188531154,27.0,0.002006552721410445,15.0,0.0020122687755560536,16.0,0.0020173860793211585,,,0.9782534167892911,0.978535424197746,0.8830374409547587,0.9320201587042914,,,,,,,
97,Knowledge Reasoning,What type of traffic control is visible?,traffic light,http://images.cocodataset.org/val2017/000000138819.jpg,2,205,0.996019489496701,-1.656780481338501,None,2,279.0,0.0021787049491886336,28.0,0.0021557663073708605,,,,,,,,,0.9839526853230508,0.9631541326391645,,,,,,,,,,,,,,,,,,,,,,,,,
98,Knowledge Reasoning,What is the function of this appliance?,food storage,http://images.cocodataset.org/val2017/000000322844.jpg,2,286,0.9994996701248827,-2.324521780014038,The,2,25.0,0.0018781320996070772,15.0,0.0019693390923102173,,,,,,,,,0.9676809261752551,0.9182958340544896,,,,,,,,,,,,,,,,,,,,,,,,,
