image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_10_n_points,cluster_10_avg_strength,cluster_7_entropy,cluster_8_entropy,cluster_9_entropy,cluster_10_entropy,cluster_11_n_points,cluster_11_avg_strength,cluster_12_n_points,cluster_12_avg_strength,cluster_11_entropy,cluster_12_entropy
64,Scene Understanding,What venue is this?,sports field,http://images.cocodataset.org/val2017/000000308430.jpg,6,293,0.999554418530719,-0.2433728277683258,K,6,17.0,0.0018730229985816618,15.0,0.0018984316901841302,17.0,0.0018496109814190188,17.0,0.0018842302213584535,16.0,0.0018535961358027066,28.0,0.0018507260758470125,,,0.9878171319090819,0.7835807040488099,0.9963890537299693,0.926262155095312,0.9401204074720739,0.9752138711633356,,,,,,,,,,,,,,,,,,,
65,Contextual Understanding,What is the setting of this image?,living room,http://images.cocodataset.org/val2017/000000087038.jpg,8,252,0.999302181056145,-0.9241230487823486,A,8,18.0,0.0019074159654342956,10.0,0.0019366623594695557,18.0,0.0019301554540939573,26.0,0.0019472251084261911,26.0,0.001957489850793435,39.0,0.0019110490395397744,16.0,0.00189359891269181,0.9773429734731779,0.8812908992306927,0.9182958340544894,0.9220800882324888,0.8777875964952415,0.9532732005433439,0.9415787376332126,23.0,0.0019202394329443382,,,,,,,0.9459180977787195,,,,,,,,,
66,Temporal Reasoning,What time of day is it?,daytime,http://images.cocodataset.org/val2017/000000458109.jpg,11,246,0.9928498146574578,-1.1416642665863037,Day,11,22.0,0.002391546246277926,23.0,0.002424755710076158,19.0,0.002359943073930741,16.0,0.002391306091880263,18.0,0.002341024478633373,12.0,0.0023400395435241835,13.0,0.0023566581736069432,0.9849226290193991,0.906591925253781,0.9720048748581784,0.9320201587042914,0.9462651872218009,0.9808340377961404,0.9629470156266078,5.0,0.002292408426300547,15.0,0.0023561713424757537,5.0,0.0022959126898846314,40.0,0.0023402778379047907,0.9709505944546686,0.8983958159908183,0.9709505944546686,0.9665005023166879,,,,,,
67,Weather Recognition,What is the weather like?,sunny,http://images.cocodataset.org/val2017/000000458109.jpg,2,304,0.9992032729110281,-0.6325448751449585,Sun,2,30.0,0.001944583241084611,35.0,0.001924214046551863,,,,,,,,,,,0.9383521804824037,0.967149877543207,,,,,,,,,,,,,,,,,,,,,,,
68,Temporal Reasoning,Is it day or night?,day,http://images.cocodataset.org/val2017/000000018737.jpg,6,271,0.997012171207961,-0.30565914511680603,Day,6,16.0,0.002109109767855883,26.0,0.0021544309683628857,85.0,0.0021744022304088,21.0,0.0021823147144446327,8.0,0.0020970436972303974,17.0,0.002177977569889792,,,0.9528195311147832,0.9737515929092133,0.9807371942707023,0.9023802250170617,1.0,0.9437600120884535,,,,,,,,,,,,,,,,,,,
69,Weather Recognition,Is it raining?,no,http://images.cocodataset.org/val2017/000000285894.jpg,8,225,0.9991288623242075,-0.9103134870529175,Sun,8,79.0,0.0019273126947120906,68.0,0.0019454175248170117,16.0,0.0019069741824997593,10.0,0.001976348719568155,19.0,0.001946497872037153,22.0,0.001957982240408758,16.0,0.0019387293495696702,0.9833925150905144,0.9732665819060193,0.9886085007312413,0.7219280948873623,0.9064726381299402,0.8716049151835775,0.9755307720176266,16.0,0.001913613167644599,,,,,,,0.9681390622295665,,,,,,,,,
70,Temporal Reasoning,What season does this appear to be?,summer,http://images.cocodataset.org/val2017/000000361268.jpg,3,239,0.9979099794449628,-0.5226655006408691,Summer,3,97.0,0.002176158522091469,15.0,0.002157973763520999,28.0,0.0024401687159468963,,,,,,,,,0.9980021797381206,0.9949490477321437,0.9012317558455418,,,,,,,,,,,,,,,,,,,,,,
71,Environmental Condition,Is it bright or dark?,bright,http://images.cocodataset.org/val2017/000000458109.jpg,0,282,0.9988292529484807,-0.4926770329475403,Bright,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Temporal Reasoning,What part of the day is shown?,afternoon,http://images.cocodataset.org/val2017/000000334555.jpg,2,295,0.99691064884802,-1.2842228412628174,Day,2,55.0,0.002187484890774915,17.0,0.002237438728217922,,,,,,,,,,,0.9812457464286335,0.8409160494198367,,,,,,,,,,,,,,,,,,,,,,,
73,Weather Recognition,Are there clouds in the sky?,yes,http://images.cocodataset.org/val2017/000000458109.jpg,4,342,0.9992511325039488,-0.3621687889099121,No,4,33.0,0.0018977066944065755,15.0,0.001877480564918097,16.0,0.0018934205797022474,23.0,0.001882666996295921,,,,,,,0.9292092521386429,0.9664572819896989,0.8980898459737487,0.9964170965457583,,,,,,,,,,,,,,,,,,,,,
74,Environmental Condition,Is there natural light?,yes,http://images.cocodataset.org/val2017/000000018737.jpg,5,245,0.9992881110388561,-0.4320460855960846,Sun,5,15.0,0.001951034833902802,16.0,0.0019192045087443302,33.0,0.0018785177705078367,7.0,0.0018930159982889132,9.0,0.0019184369341804265,,,,,0.8830374409547587,0.8613531161467861,1.0000000000000002,0.9852281360342515,0.9182958340544896,,,,,,,,,,,,,,,,,,,,
75,Temporal Reasoning,Does this look like morning or evening?,morning,http://images.cocodataset.org/val2017/000000125211.jpg,2,178,0.9357743935579788,-1.014854907989502,Mor,2,218.0,0.006222813608601873,15.0,0.005024289223774693,,,,,,,,,,,0.982251583142819,0.9949490477321437,,,,,,,,,,,,,,,,,,,,,,,
76,Yes/No,Is there a dog in the image?,yes,http://images.cocodataset.org/val2017/000000017627.jpg,7,255,0.9963200029005452,-0.03723467141389847,No,7,22.0,0.002125705733019299,16.0,0.0020907534147024233,17.0,0.002118767075407705,82.0,0.002083365005789338,22.0,0.002075053936685048,41.0,0.002085941800218107,31.0,0.002085217330207365,0.9477954545532473,0.9965119062478288,0.8702290979524684,0.9752422123861203,0.9386181466836542,0.9667564548736355,0.9621226697627201,,,,,,,,,,,,,,,,,,
77,Yes/No,Are the people indoors?,no,http://images.cocodataset.org/val2017/000000334555.jpg,5,325,0.9979531673959282,-0.16271576285362244,No,5,22.0,0.0020850352042053348,50.0,0.0020664499108641174,27.0,0.0020464666289695386,47.0,0.002024305808371479,15.0,0.0020314839443289065,,,,,0.9741707427017496,0.9424832796210326,0.9746820665998708,0.9684646794014224,0.9877812438119247,,,,,,,,,,,,,,,,,,,,
78,Yes/No,Is it nighttime?,no,http://images.cocodataset.org/val2017/000000458109.jpg,4,348,0.9989120618097544,-0.3030392527580261,No,4,25.0,0.0019313453144472132,22.0,0.0019451662426619755,17.0,0.0019138245466126644,15.0,0.0019146251209100087,,,,,,,0.9470920204059348,0.874587334195005,0.9771236998460402,0.9161314485121343,,,,,,,,,,,,,,,,,,,,,
79,Yes/No,Is there a laptop on the desk?,yes,http://images.cocodataset.org/val2017/000000231339.jpg,2,294,0.9992182519321334,-0.00966760516166687,No,2,25.0,0.0018618817116538289,44.0,0.0018560775717366125,,,,,,,,,,,0.9211460945412073,0.9888078552842768,,,,,,,,,,,,,,,,,,,,,,,
80,Yes/No,Are there multiple cats?,yes,http://images.cocodataset.org/val2017/000000039769.jpg,7,157,0.9992337461987658,-0.5061899423599243,No,7,17.0,0.0018667739723787647,52.0,0.0018630465638287384,24.0,0.0018663333453054238,15.0,0.0018553464457194962,77.0,0.0018580672348789933,81.0,0.0018653646547808688,43.0,0.001866784542108899,0.9967828263127351,0.9848858862445916,0.9360898016760626,0.9446232142545791,0.9759358055507988,0.9855401725440234,0.9472484767164202,,,,,,,,,,,,,,,,,,
81,Yes/No,Is the person wearing a helmet?,yes,http://images.cocodataset.org/val2017/000000502136.jpg,0,295,0.9982228027450996,-0.004651559982448816,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Yes/No,Is the bed unmade?,yes,http://images.cocodataset.org/val2017/000000356347.jpg,10,247,0.9987178133123336,-0.33540257811546326,No,10,31.0,0.0019784878400494455,50.0,0.0019846189196504266,16.0,0.0019425651454622983,30.0,0.001978999958188224,13.0,0.0019528135668047367,47.0,0.0019688147191807667,16.0,0.001970858236891074,0.9788954482848621,0.9539948370595691,0.9528195311147832,0.9441116862725496,0.92146324007577,0.9623837777704318,0.8950145145731531,26.0,0.0019615874426018665,18.0,0.001967914795630275,15.0,0.0019778814711009104,,,0.9785634767531909,0.9915323997298832,0.8443536850036222,,,,,,,
84,Yes/No,Is there a traffic signal?,yes,http://images.cocodataset.org/val2017/000000138819.jpg,5,229,0.9984588020340637,-0.008260718546807766,No,5,53.0,0.0019215577480908544,36.0,0.0019093239201168487,65.0,0.0019064617234195156,15.0,0.0019125919421748969,8.0,0.0018953195545504157,,,,,0.9554665802083202,0.9781193905019405,0.9938501821911284,0.9602297178607612,0.9463946303571862,,,,,,,,,,,,,,,,,,,,
85,Yes/No,Are there elephants in the image?,yes,http://images.cocodataset.org/val2017/000000025393.jpg,8,187,0.9988922319810544,-0.005712942220270634,No,8,25.0,0.0019164901285904118,15.0,0.0019212983715515438,15.0,0.0019382387019483904,15.0,0.001913410303959666,180.0,0.0019364637703256618,38.0,0.0019250790136721922,70.0,0.00194004333543024,0.9745130035431456,0.9602297178607612,0.9967916319816366,0.982798115178801,0.9859221995388453,0.9928927534735067,0.9748985911363609,16.0,0.001927019430769139,,,,,,,0.949701216438411,,,,,,,,,
86,Yes/No,Is someone holding an umbrella?,yes,http://images.cocodataset.org/val2017/000000285894.jpg,9,290,0.9941376391653975,-0.03501405194401741,No,9,16.0,0.002305770782876755,27.0,0.0022249673621312937,17.0,0.0022820037169391477,16.0,0.0023035926400706112,36.0,0.0022809035092822717,16.0,0.0022302586924073725,42.0,0.002218853501148429,1.0,0.9579073713825506,0.8846148739279867,1.0,0.936425609449061,0.9965119062478288,0.9727543109744089,47.0,0.002213791925679555,19.0,0.0022361570635094944,,,,,0.9900614709899984,0.9462035592964384,,,,,,,,
87,Yes/No,Is this a kitchen?,yes,http://images.cocodataset.org/val2017/000000322864.jpg,2,296,0.997919988644109,-0.0015008978080004454,No,2,17.0,0.00200436433333591,15.0,0.002014131425359355,,,,,,,,,,,0.9719977955078913,0.982798115178801,,,,,,,,,,,,,,,,,,,,,,,
88,Yes/No,Is there a vehicle in the image?,yes,http://images.cocodataset.org/val2017/000000109798.jpg,5,298,0.9988893401494509,-0.032101742923259735,No,5,15.0,0.0019129131617230824,33.0,0.0019340028380740932,19.0,0.0019153812304112292,19.0,0.001929509887378557,32.0,0.0019059819533641794,,,,,0.9602297178607612,0.9802036566848198,0.9462035592964384,0.8899149938380799,0.9647491876536024,,,,,,,,,,,,,,,,,,,,
89,Yes/No,Is someone surfing?,yes,http://images.cocodataset.org/val2017/000000361268.jpg,0,308,0.9984133870256019,-0.0067903948947787285,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Yes/No,Is there a refrigerator visible?,yes,http://images.cocodataset.org/val2017/000000322844.jpg,6,308,0.9965531326041636,-0.008279048837721348,No,6,17.0,0.0020943958722395763,12.0,0.002080021149312396,6.0,0.002041131574038168,15.0,0.002111528657648237,21.0,0.002091830742819405,17.0,0.0021614856137627584,,,0.9664022887695614,0.9463946303571862,1.0,0.9500685975366211,0.9479530138916262,0.8409160494198367,,,,,,,,,,,,,,,,,,,
91,Knowledge Reasoning,What sport is being played?,baseball,http://images.cocodataset.org/val2017/000000308430.jpg,7,177,0.9987172963866828,-0.6220934391021729,None,7,33.0,0.002028118615631678,24.0,0.0019923367862664664,22.0,0.0020206138912748778,98.0,0.0020068216143969845,104.0,0.0020208338868247184,26.0,0.002014797607017133,22.0,0.002070331076809959,0.9614996049215603,0.9592301465966595,0.9598452870248484,0.966963695718224,0.9559004076406263,0.9711362770397297,0.9063593311749661,,,,,,,,,,,,,,,,,,
92,Knowledge Reasoning,What activity is this equipment used for?,skiing,http://images.cocodataset.org/val2017/000000502136.jpg,5,365,0.9994356723875649,-2.74042010307312,C,5,45.0,0.0018879011765945062,54.0,0.0018749994687195422,23.0,0.0018552498526037578,17.0,0.0018540180329528,18.0,0.0018713006143098072,,,,,0.9608473831779146,0.9775789360331759,0.9627069364469679,0.951983906543883,0.8962406251802889,,,,,,,,,,,,,,,,,,,,
93,Knowledge Reasoning,What game uses this type of equipment?,tennis,http://images.cocodataset.org/val2017/000000018737.jpg,2,85,0.9956566954470718,-0.9830080270767212,Motor,2,463.0,0.002606452540981628,36.0,0.002542815870187724,,,,,,,,,,,0.9785882242335975,0.9680585841153598,,,,,,,,,,,,,,,,,,,,,,,
94,Knowledge Reasoning,What is this type of vehicle called?,bus,http://images.cocodataset.org/val2017/000000109798.jpg,5,252,0.9908734922273434,-1.3203235864639282,Car,5,24.0,0.0024174707901091605,24.0,0.002589168091123542,18.0,0.0025033855198430184,23.0,0.0024258027524582315,15.0,0.002341901305568057,,,,,0.9747397737976484,0.8915352422694193,0.9874687506009636,0.9910581831938823,0.9718495448242642,,,,,,,,,,,,,,,,,,,,
96,Knowledge Reasoning,What water sport is shown?,surfing,http://images.cocodataset.org/val2017/000000361268.jpg,8,244,0.9984400487303675,-1.8047093152999878,None,8,25.0,0.0019623568906799076,27.0,0.0020063221112865547,27.0,0.0019636879726476837,24.0,0.0019496969181593204,39.0,0.0019971740569474914,16.0,0.002013727335201593,18.0,0.0020107704112369185,0.9734710306379832,0.9222277221150782,0.9730099067544401,0.9747397737976486,0.9405885810268916,0.9463946303571862,0.9915323997298832,15.0,0.0019910573310567537,,,,,,,0.9654013672997089,,,,,,,,,
97,Knowledge Reasoning,What type of traffic control is visible?,traffic light,http://images.cocodataset.org/val2017/000000138819.jpg,4,161,0.9968925234911437,-1.656780481338501,None,4,301.0,0.0021439150350983753,23.0,0.0021344170026416213,20.0,0.0020903410353918803,35.0,0.00210270692180762,,,,,,,0.9852869016844225,0.992638795254511,0.9596390821693784,0.9749180009238317,,,,,,,,,,,,,,,,,,,,,
98,Knowledge Reasoning,What is the function of this appliance?,food storage,http://images.cocodataset.org/val2017/000000322844.jpg,2,297,0.9995399948238097,-2.324521780014038,The,2,17.0,0.0018812958761100364,15.0,0.0019469353091051806,,,,,,,,,,,0.9183001704342753,0.9182958340544896,,,,,,,,,,,,,,,,,,,,,,,
