question_id,category,answer,predicted_answer,cleaned_answer,correct,mean_attention,entropy
78000,yes/no,no,"
Are the clock and owl made in the same artistic fashion?
No, the clock and owl are not made in the same artistic fashion. The clock",no,1,0.00168609619140625,6.3824462890625
78001,yes/no,yes,"
Is that owl a candle?
Yes, it is a candle in the shape of an owl.",yes,1,0.0017032623291015625,6.375
78002,other,8:00,"
What time does the clock say?
The clock says 10:10.",the,0,0.0017061233520507812,6.37109375
81000,yes/no,no,"
Does this planes tail have 4 colors?",,0,0.001697540283203125,6.3753662109375
81001,yes/no,no,"
Is this plane landing?
No",no,1,0.001712799072265625,6.3671875
81002,yes/no,no,"
Is this plane taking off?
Yes",yes,0,0.001708984375,6.3712158203125
81003,other,e,"
What is the last letter over the plane?

The last letter over the plane is ""E"".",e,1,0.0017004013061523438,6.375244140625
81004,yes/no,yes,"
Are these wings strong?
Yes, these wings are strong.",yes,1,0.001712799072265625,6.3671875
86000,yes/no,yes,"
Is that a bicycle?
Yes",yes,1,0.0017061233520507812,6.37109375
86001,other,24,"
What is the number on the mailbox?
The number on the mailbox is 92.",the,0,0.0017004013061523438,6.375244140625
86002,object identification,hat,"
What is this person wearing on head?
The person is wearing a hat on their head.",hat,1,0.0017004013061523438,6.375244140625
524375000,yes/no,yes,"
Is this a cow farm?
No, this is a sheep farm.",no,0,0.001708984375,6.3712158203125
524375001,other,grazing,"
What are the animals doing?

The animals, which are sheep, are grazing on the grass in the field.",grazing,1,0.001708984375,6.3712158203125
524375002,other,sheep,"
What breed of livestock is shown?
The image shows a herd of sheep.",sheep,1,0.001697540283203125,6.3753662109375
524375003,counting,10,"
How many black sheep are there?
There are two black sheep in the image.",there,0,0.0017061233520507812,6.37109375
524375004,time-related,tag,"
What game would you play when you saw this as a child?

When I was a child, I would play ""sheep in the field"" when I",when,0,0.0016889572143554688,6.3828125
524375005,location,on top of hill,"
Where is the human?
The human is standing on a hill.",the,0,0.001712799072265625,6.3671875
524375006,yes/no,yes,"
Is this a prairie?
No, this is a grassy hillside.",no,0,0.001708984375,6.3712158203125
524375007,yes/no,no,"
Is there a village in the background?
No",no,1,0.0017032623291015625,6.375
131160000,color recognition,white,"
What color is the sign?
The sign is white.",white,1,0.001708984375,6.3712158203125
131160001,yes/no,yes,"
Would you be able to find a mosque in this city?

Yes, you would be able to find a mosque in this city. In the image",yes,1,0.00168609619140625,6.3824462890625
131160002,other,spanish,"
What language is the sign written in?
The sign is written in English.",the,0,0.0017032623291015625,6.375
524377000,other,melted,"
How has the cheese been prepared?

The cheese has been prepared by being melted and placed in a small bowl",melted,1,0.0017032623291015625,6.375
524377001,yes/no,no,"
Is there ketchup?
No",no,1,0.001708984375,6.371337890625
524377002,counting,1,"
How many lunches is this?

1",1,1,0.0017032623291015625,6.375
524377003,yes/no,yes,"
Is the hotdog well seasoned?
Yes",yes,1,0.0017032623291015625,6.375
524377004,classification,hot dog,"
What kind of food is shown?

The image shows a hot dog with various toppings, including onions, and a side",hot dog,1,0.0017061233520507812,6.37109375
524377005,other,plate,"
What is the cutting board used for in this scene?

In this scene, the cutting board is used to hold the hot dog and the bun",in,0,0.0016946792602539062,6.3790283203125
524377006,other,lunch,"
Of what meal is this kind of food typical?

This kind of food is typically associated with lunch or dinner meals. The image shows",lunch,1,0.0016946792602539062,6.3790283203125
524377007,yes/no,no,"
Is this a healthy meal?
No, this is not a healthy meal. The plate contains a hot dog, which",no,1,0.0017032623291015625,6.375
524377008,classification,butter,"
What kind of sauce is in the largest ramekin?
What is the name of the sauce in the largest ramekin?
What is the",what,0,0.0016889572143554688,6.3828125
524377009,other,hot dog,"
What type of food is shown?

The image shows a hot dog with various toppings, including onions, and a side",hot dog,1,0.0017061233520507812,6.37109375
524377010,other,peppers,"
What is the topping on the hot dog?

The topping on the hot dog is onions.",the,0,0.001697540283203125,6.3753662109375
524377011,other,onions,"
What topping is on the hot dog?

The hot dog is topped with onions.",onions,1,0.0017004013061523438,6.375732421875
524377012,other,butter,"
What is in the small container?

The small container is filled with butter.",butter,1,0.0017061233520507812,6.37109375
524377013,other,butter,"
What are the components of this dish?

The dish consists of a hot dog, which is a sausage placed in a b",the,0,0.0017004013061523438,6.375732421875
524377014,classification,onions,"
What kind of toppings are on the hot dogs?
There are onions and peppers on the hot dogs.",onions,1,0.0016946792602539062,6.3790283203125
524377015,yes/no,no,"
Is there a spoon in this photo? No",no,1,0.0017004013061523438,6.375732421875
524377016,yes/no,no,"
Is this breakfast? No.
Is this lunch? No.
Is this dinner? No.
Is this",no,1,0.0017156600952148438,6.3682861328125
524377017,other,very,"
How delicious does this look?",,0,0.0017061233520507812,6.37109375
524377018,other,none,"
What two vegetables are in the white bowl?
What is the hot dog in the bun?",,0,0.0016946792602539062,6.3790283203125
524377019,counting,1,"
How many hot dogs are shown?
There are two hot dogs shown in the image.",there,0,0.0017061233520507812,6.37109375
524377020,other,mayonnaise,"
What type of filling is in the dish on the bottom left?
The dish on the bottom left has a white sauce in it.",the,0,0.00168609619140625,6.3826904296875
524377021,color recognition,white,"
What color is the tray?
The tray is white.",white,1,0.0017061233520507812,6.37109375
524377022,counting,0,"
How many pickle spears are there?
There are two pickle spears on the plate.",there,0,0.0017004013061523438,6.375732421875
524377023,other,butter,"
What is the yellow stuff in a bowl?

The yellow stuff in a bowl is a condiment, likely mustard.",the,0,0.001697540283203125,6.3753662109375
524377024,counting,1,"
How many people are eating this hotdog?
There is only one person eating this hotdog.",there,0,0.001697540283203125,6.3753662109375
524377025,yes/no,no,"
Is there a drink in this picture?
No",no,1,0.0017032623291015625,6.375
524377026,other,bun,"
What is the hot dog sitting on top of?
The hot dog is sitting on top of a bun.",bun,1,0.001697540283203125,6.3753662109375
524377027,counting,1,"
How many sauces are there?
There are two sauces on the plate.",there,0,0.0017061233520507812,6.37109375
524377028,other,sweet potato fries,"
What are the orange things?

The orange things are carrots.",the,0,0.001708984375,6.371337890625
524377029,other,long ways,"
Are the carrots diced or cut long ways?
The carrots are cut long ways.",long ways,1,0.0016918182373046875,6.3792724609375
524377030,yes/no,yes,"
Do these hot dogs look like they taste good?",,0,0.001697540283203125,6.3753662109375
524377031,yes/no,no,"
Are those tomatoes on the sandwich? No, they are onions.",no,1,0.0017004013061523438,6.375732421875
524377032,other,mayo,"
What is in the cup?

The cup contains a white substance, which could be a sauce or a condiment",the,0,0.001708984375,6.371337890625
524377033,other,sweet potato,"
What is the orange root called?",,0,0.0017061233520507812,6.37109375
524377034,other,hot dog,"
What is the blackened meat on the bread?
A. Hot dog
B. Burger
C. Steak
D. Chicken",hot dog,1,0.001697540283203125,6.3753662109375
524377035,classification,hot dog,"
What kind of meat is this?

This is a hot dog.",hot dog,1,0.0017061233520507812,6.37109375
524377036,other,hot dog,"
What is on the sandwich?

The sandwich has onions, mustard, and ketchup on it.",the,0,0.0017061233520507812,6.37109375
524377037,yes/no,no,"
Are the fries plain?
No, the fries are not plain. They are covered in cheese.",no,1,0.001708984375,6.371337890625
524377038,yes/no,yes,"
Does this breakfast dish primarily carbohydrates?
Yes, the breakfast dish primarily consists of carbohydrates. The plate contains",yes,1,0.0016889572143554688,6.3828125
524377039,yes/no,no,"
Has someone started eating?
No, the plate is still full of food.",no,1,0.001708984375,6.371337890625
524377040,other,pig,"
What animal is on the plate?

There is no animal on the plate. The plate contains a hot dog, a bun",there,0,0.0017061233520507812,6.37109375
524377041,yes/no,no,"
Would this be good for dessert?
No, this is not a dessert. It is a hot dog with onions and must",no,1,0.0017004013061523438,6.375732421875
524377042,yes/no,yes,"
Is there a butter plate on the table?
No, there is no butter plate on the table.",no,0,0.001697540283203125,6.3753662109375
524377043,yes/no,no,"
Does this have lettuce? No.
Does this have tomato? No.
Does this have onions? Yes.",no,1,0.001708984375,6.371337890625
524377044,yes/no,yes,"
Does the food look good?
Yes",yes,1,0.001708984375,6.371337890625
524377045,yes/no,yes,"
Is this meat?
No",no,0,0.0017156600952148438,6.3682861328125
524377046,other,onions,"
What is on the hotdog?

The hotdog is topped with onions, mustard, and relish.",onions,1,0.0017061233520507812,6.37109375
524377047,other,none,"
What two vegetables can be seen on the pizza?

The two vegetables that can be seen on the pizza are carrots and on",the,0,0.0016918182373046875,6.3792724609375
524377048,yes/no,no,"
Would this typically be eaten for breakfast?
No, this would not typically be eaten for breakfast. The image shows a hot dog with",no,1,0.001697540283203125,6.3753662109375
524377049,yes/no,yes,"
Is that bacon from a delicatessen?",,0,0.0016946792602539062,6.3790283203125
524377050,other,butter,"
What condiment is on the potatoes?

The potatoes have butter on them.",butter,1,0.0017004013061523438,6.375732421875
524377051,counting,1,"
How many kinds of meat products are here?
There are two kinds of meat products here: a hot dog and a sausage.",there,0,0.0017004013061523438,6.375732421875
524377052,other,butter,"
What sauces are shown?

1. Mustard
2. Ketchup
3. Mayonnaise
4",4,0,0.001708984375,6.371337890625
524377053,classification,sweet,"
What kind of potato are the fries?
The fries are made from sweet potatoes.",sweet,1,0.001697540283203125,6.3753662109375
524377054,other,hot dog,"
What is mainly featured?
A. Hot dog
B. Carrots
C. Onions
D. Pot",hot dog,1,0.001712799072265625,6.3671875
393306000,yes/no,no,"
Is the man wearing formal clothes? No.
Is the man wearing a tie? No.
Is the man wearing a",no,1,0.0017032623291015625,6.375
393306001,classification,flowers,"
What kind of plants are these?

These are yellow flowers.",flowers,1,0.0017061233520507812,6.37109375
393306002,other,floral,"
What is the pattern on the vase?

The vase has a floral pattern.",floral,1,0.0017004013061523438,6.375244140625
393306003,comparison,left,"
Which hand is the man holding up?

The man is holding up his right hand.",the,0,0.0017004013061523438,6.375244140625
262159000,yes/no,no,"
Is there a deodorant on the sink?
No, there is no deodorant on the sink.",no,1,0.001697540283203125,6.3753662109375
262159001,yes/no,yes,"
Is there a full roll of toilet paper in the bathroom?
No, there is only a partial roll of toilet paper in the bathroom.",no,0,0.0016832351684570312,6.3875732421875
262159002,counting,2,"
How many rolls of toilet paper are on the toilet tank?
There are two rolls of toilet paper on the toilet tank.",there,0,0.0016775131225585938,6.390625
262159003,yes/no,yes,"
Would someone be able to watch you change from the outside?",,0,0.0016889572143554688,6.3828125
262159004,color recognition,yellow,"
What color is the bathroom?
The bathroom is yellow.",yellow,1,0.0017061233520507812,6.37109375
262159005,yes/no,no,"
Does the shower have a glass door?
No, the shower does not have a glass door.",no,1,0.0017004013061523438,6.37548828125
262159006,other,yellow,"
What is the primary color of the bathroom?

The primary color of the bathroom is yellow.",yellow,1,0.001697540283203125,6.3753662109375
262159007,color recognition,yellow,"
What color is the wall?
The wall is yellow.",yellow,1,0.001708984375,6.3712158203125
262159008,yes/no,no,"
Is the towel rack silver?
No, the towel rack is silver.",no,1,0.0017032623291015625,6.375
262159009,yes/no,yes,"
Is there a shower curtain?
No, there is no shower curtain in the image.",no,0,0.0017032623291015625,6.375
262159010,color recognition,yellow,"
What color are the bathroom walls?
The bathroom walls are yellow.",yellow,1,0.0017032623291015625,6.375
262159011,location,window,"
Where is the light coming from?
The light is coming from the window.",window,1,0.0017061233520507812,6.37109375
262159012,yes/no,yes,"
Is the toilet lid down?
No, the toilet lid is up.",no,0,0.0017032623291015625,6.375
92000,counting,7,"
How many layers are in this cake?
There are three layers in this cake.",there,0,0.0017004013061523438,6.3751220703125
92001,yes/no,yes,"
Does this cake look like it chocolate?
Yes",yes,1,0.0016946792602539062,6.37890625
92002,counting,1,"
How many people can eat this cake?

There are two people who can eat this cake.",there,0,0.0017004013061523438,6.3751220703125
94000,other,pizza,"
What is printed on the orange sign?

The orange sign has the word ""peace"" printed on it.",the,0,0.0017032623291015625,6.375
94001,other,peace way,"
What is the name of the hotel?

The name of the hotel is ""Peace Way Hotel.""",peace way,1,0.0017032623291015625,6.375
94002,counting,2,"
How many vehicles are shown?
There are two vehicles shown in the image.",there,0,0.001708984375,6.3712158203125
94003,other,car,"
What mode of transportation is pictured?

The image shows a yellow car driving down a street.",car,1,0.001697540283203125,6.3753662109375
94004,yes/no,yes,"
Is this a small town?
No, this is not a small town. It is a busy city street with many buildings and",no,0,0.001708984375,6.3712158203125
393311000,yes/no,no,"
Will these planes be used to transport people?
Yes",yes,0,0.001697540283203125,6.3753662109375
393311001,other,everts air cargo,"
What airline is this?
The airline is called ""Erie Air Cargo"".",the,0,0.001708984375,6.3712158203125
393311002,other,a,"
The plane's stand resembles what letter?",,0,0.0016946792602539062,6.37890625
393311003,other,cargo,"
What type of plane is this?
The plane in the image is a large cargo plane.",cargo,1,0.0017061233520507812,6.37109375
393311004,other,dutchsimba,"
What is written on the picture?

dutchstories",dutchstories,0,0.0017061233520507812,6.37109375
393311005,other,everts air cargo,"
What shipping company is represented in the scene?

The shipping company represented in the scene is ""Erie Air Cargo.""",the,0,0.001697540283203125,6.3753662109375
393311006,other,everts air cargo,"
What airline is this plane from?
The plane is from the airline called ""Erie Air Cargo"".",the,0,0.0017032623291015625,6.375
393311007,classification,cargo plane,"
What kind of aircraft is this?
This is a large cargo plane.",cargo plane,1,0.0017061233520507812,6.37109375
393311008,other,stairs,"
How does the man get down from the machine?

The man gets down from the machine by using a ladder.",the,0,0.001697540283203125,6.3753662109375
524386000,yes/no,yes,"
Is the room carpeted?
Yes, the room is carpeted.",yes,1,0.0017061233520507812,6.37109375
524386001,location,wall,"
Where is the television?
The television is on a table.",the,0,0.001712799072265625,6.3671875
524386002,yes/no,no,"
Is there a fireplace?
No",no,1,0.001708984375,6.371337890625
524386003,yes/no,no,"
Are stains on the floor?
No",no,1,0.0017061233520507812,6.37109375
524386004,counting,2,"
How many lamps are there?
There are two lamps in the room.",there,0,0.0017061233520507812,6.37109375
524386005,other,abstract,"
What is the picture of on wall?
A picture of a man and a woman.",a,0,0.0017032623291015625,6.375
524386006,other,rug,"
What is on the carpet?

There is a carpet on the floor.",there,0,0.0017061233520507812,6.37109375
524386007,counting,2,"
How many lamps are in the room?
There are two lamps in the room.",there,0,0.0017004013061523438,6.37548828125
524386008,yes/no,no,"
Are these boys at home?

No, these boys are at school.",no,1,0.001708984375,6.371337890625
524386009,classification,floor lamp,"
What kind of lamp is on the floor?
What is the color of the lamp on the floor?
What is the color of the lamp",what,0,0.0017004013061523438,6.37548828125
524386010,yes/no,no,"
Is this a 60's motif?
No",no,1,0.0016946792602539062,6.3790283203125
524386011,counting,4,"
How many pictures on the wall?
There are three pictures on the wall.",there,0,0.0017061233520507812,6.37109375
524386012,comparison,one in corner,"
Which floor lamp is not lit?

The floor lamp on the right is not lit.",the,0,0.0017032623291015625,6.375
524386013,counting,1,"
How many TVs are on?
There are two TVs on.",there,0,0.0017061233520507812,6.37109375
524386014,color recognition,gray,"
What color is the sofa?
The sofa is gray.",gray,1,0.0017061233520507812,6.37109375
524386015,counting,4,"
How many pictures are on the wall?
There are three pictures on the wall.",there,0,0.0017032623291015625,6.375
131172000,counting,1,"
How many men in the picture are wearing sunglasses?
There are two men in the picture wearing sunglasses.",there,0,0.00168609619140625,6.3822021484375
131172001,classification,baseball cap,"
What kind of hat is the man with the girls wearing?
A baseball cap",baseball cap,1,0.0016889572143554688,6.3828125
131172002,color recognition,black,"
What color is the man's shirt in the front of the photo?
The man's shirt in the front of the photo is black.",black,1,0.0016803741455078125,6.38671875
131172003,other,texting,"
What are the ladies doing?

The ladies are sitting on a bench, looking at their cell phones.",the,0,0.001708984375,6.3712158203125
393317000,location,pole,"
Where is the street sign?
Where is the street sign located?",,0,0.001708984375,6.3712158203125
393317001,location,crosswalk,"
Where are the women walking?
The women are walking on a sidewalk.",the,0,0.001708984375,6.3712158203125
393317002,yes/no,yes,"
Is the light green?
No",no,0,0.001712799072265625,6.3671875
393317003,other,nothing,"
What is written on the street?

The street is named ""Green"".",the,0,0.0017061233520507812,6.37109375
393317004,yes/no,no,"
Is it raining?
Yes",yes,0,0.001712799072265625,6.3671875
393317005,other,urban,"
Urban or suburban? Urban",urban,1,0.0017061233520507812,6.37109375
393317006,location,crosswalk,"
Where is the woman standing?
The woman is standing on a sidewalk.",the,0,0.001708984375,6.3712158203125
393317007,counting,2,"
How many people can be seen?
There are two people visible in the image.",there,0,0.0017061233520507812,6.37109375
393317008,other,bus,"
What type of vehicle is on the left?
What type of vehicle is on the right?
What is the color of the car on the",what,0,0.0017004013061523438,6.375244140625
393317009,yes/no,yes,"
Is this woman crossing a street?
Yes",yes,1,0.0017061233520507812,6.37109375
393317010,color recognition,green,"
What color is the traffic signal?
The traffic signal is yellow.",the,0,0.0017061233520507812,6.37109375
393317011,other,light,"
What is being held green?",,0,0.001708984375,6.3712158203125
393317012,other,afternoon,"
What time of day is it?

It is daytime.",it,0,0.0017061233520507812,6.37109375
393317013,yes/no,yes,"
Is this in the United States? No.",no,0,0.0017061233520507812,6.37109375
393317014,counting,1,"
How many green lights are there?
There are two green lights.",there,0,0.0017061233520507812,6.37109375
131174000,counting,5,"
How many lights does the plane have?
There are two lights on the plane.",there,0,0.0017032623291015625,6.375
131174001,counting,1,"
How many planes are in this photo?
There is only one plane in this photo.",there,0,0.0017004013061523438,6.37548828125
131174002,yes/no,yes,"
Is there anyone in the cockpit?
No",no,0,0.0017004013061523438,6.37548828125
546151000,other,guatemala,"
What country name is written as the highest word on the bus?
The country name written as the highest word on the bus is ""India"".",the,0,0.0016889572143554688,6.3828125
546151001,yes/no,yes,"
Is the bus stopped?
Yes, the bus is stopped on the side of the road.",yes,1,0.001712799072265625,6.3671875
546151002,counting,3,"
How many people are standing in this image?
There are two people standing in this image.",there,0,0.0017004013061523438,6.375244140625
21826000,other,skis,"
What is the skier standing on?

The skier is standing on a snow-covered slope.",the,0,0.0017032623291015625,6.375
21826001,counting,2,"
How many poles is the person holding?
The person is holding two poles.",the,0,0.0017004013061523438,6.3751220703125
21826002,other,skiing,"
What is the person doing?
The person is skiing down a snowy mountain slope.",skiing,1,0.001708984375,6.3712158203125
109000,yes/no,yes,"
Is this an ocean area?
No, this is a river area.",no,0,0.001708984375,6.3712158203125
109001,counting,1,"
How many bodies of water are in this scene?
There are two bodies of water in this scene.",there,0,0.001697540283203125,6.3753662109375
109002,counting,4,"
How many light post is there?
There are 4 light post in the image.",4,1,0.0017061233520507812,6.37109375
109003,yes/no,no,"
Is the ground near the waterfront squishy?",,0,0.0016946792602539062,6.37890625
109004,other,boat,"
What infrastructure would one drive on to go perpendicular to the water?

To go perpendicular to the water, one would need to drive on a bridge or",to,0,0.0016803741455078125,6.38671875
109005,yes/no,yes,"
Is the water calm?
Yes",yes,1,0.001712799072265625,6.3671875
110000,color recognition,gray,"
What color is the woman's sweater?
The woman's sweater is gray.",gray,1,0.001697540283203125,6.3753662109375
110001,yes/no,yes,"
Is this a cheese pizza?
No",no,0,0.0017032623291015625,6.375
110002,other,cheese,"
What pizza topping is this?

Cheese",cheese,1,0.0017032623291015625,6.375
305853000,other,paper,"
What is in the vase next to the flowers?

There are paper cranes in the vase next to the flowers.",paper,1,0.0016946792602539062,6.37890625
305853001,yes/no,yes,"
Is there more than one vase on the table?
No, there is only one vase on the table.",no,0,0.0016946792602539062,6.37890625
305853002,other,real,"
Are these flowers real or silk?

The flowers in the image are silk.",real,1,0.0017032623291015625,6.375
305853003,other,sun,"
England's Queen mother and these blooms share what syllable?

The Queen Mother of England shares the syllable ""M"" with the sunflowers",the,0,0.0016803741455078125,6.38671875
113000,counting,3,"
How many people are in the picture?
There are two people in the picture.",there,0,0.0017032623291015625,6.375
113001,color recognition,blue,"
What color are the chairs?
The chairs are blue.",blue,1,0.0017061233520507812,6.37109375
113002,classification,birthday,"
What kind of celebration is this?

This is a birthday celebration, as indicated by the cake and the presence of",birthday,1,0.0017032623291015625,6.375
113003,other,words,"
What emblem is on the cake?

The cake has a cross emblem on it.",the,0,0.0017004013061523438,6.3753662109375
113004,other,inside,"
Are they outside or in?
Outside",outside,0,0.001708984375,6.3712158203125
113005,yes/no,yes,"
Is there a cake here?
Yes",yes,1,0.0017061233520507812,6.37109375
113006,yes/no,no,"
Are there any pens on the table?
No, there are no pens on the table.",no,1,0.0017032623291015625,6.375
113007,other,md,"
What are the initials on the cake?

The initials on the cake are ""JR.""",the,0,0.001697540283203125,6.3753662109375
262260000,reasoning,shadows,"
Why are the birds only appearing as black silhouettes?

The birds are only appearing as black silhouettes because the image is a black and white",the,0,0.0016918182373046875,6.379150390625
262260001,counting,6,"
How many pigeons are there?
There are four pigeons in the image.",there,0,0.0017032623291015625,6.375
262260002,yes/no,yes,"
Is this image tilted? Yes",yes,1,0.0017061233520507812,6.37109375
262261000,other,knife,"
What utensil is in the pan?

The pan has a knife in it.",knife,1,0.0017004013061523438,6.375
262261001,other,tomato,"
What is the red vegetable in the clear dish?

The red vegetable in the clear dish is a tomato.",tomato,1,0.0016918182373046875,6.379150390625
262261002,yes/no,yes,"
Does this image contain a pie pan?
Yes",yes,1,0.0017032623291015625,6.375
131190000,yes/no,yes,"
Is this a large house?
Yes, this is a large house with a clock tower.",yes,1,0.001708984375,6.3712158203125
131190001,yes/no,no,"
Is there a fountain in front of the building?
No, there is no fountain in front of the building.",no,1,0.0016918182373046875,6.3792724609375
131190002,yes/no,yes,"
Is the sun shining?
Yes",yes,1,0.001708984375,6.3712158203125
131190003,color recognition,red,"
What color is the building?
The building is red.",red,1,0.001708984375,6.3712158203125
131190004,yes/no,yes,"
Is this a church?
No, this is not a church. It is a house with a clock tower.",no,0,0.001712799072265625,6.3671875
131190005,other,evergreen,"
What tree is on the left?
The tree on the left is a green leafy tree.",the,0,0.0017061233520507812,6.37109375
131190006,yes/no,no,"
Are there clouds visible?
No",no,1,0.001712799072265625,6.3671875
131190007,yes/no,yes,"
Is this a sunny day?
Yes",yes,1,0.0017061233520507812,6.37109375
131190008,other,wood,"
What is the material right around the clock?
The material right around the clock is brick.",the,0,0.0017004013061523438,6.3751220703125
131190009,color recognition,red,"
What color are the flowers?
The flowers are pink.",the,0,0.001708984375,6.3712158203125
131190010,counting,1,"
How many bells are there?
There are two bells on the tower.",there,0,0.0017061233520507812,6.37109375
131190011,other,100 feet,"
How tall is this building?
The building is very tall, as it has a clock tower on top of it.",the,0,0.001708984375,6.3712158203125
131190012,other,shingles,"
What materials are on the roof?
The roof has shingles and a weather vane.",shingles,1,0.0017061233520507812,6.37109375
131190013,counting,1,"
How many clock faces does this building have?
There are two clock faces on this building.",there,0,0.0017004013061523438,6.3751220703125
131190014,yes/no,no,"
Are the hedges well-groomed?
Yes, the hedges are well-groomed, as they are neatly trim",yes,0,0.0016946792602539062,6.37890625
131190015,yes/no,no,"
Does the building in the back have an elevator?
No",no,1,0.0016946792602539062,6.37890625
131190016,other,clock,"
What is in gold at the top of the building?
What is the building made of?",,0,0.0016946792602539062,6.37890625
131190017,yes/no,no,"
Do you a phone booth?",,0,0.0017061233520507812,6.37109375
131190018,color recognition,white,"
What color is the clock tower in this photo?
The clock tower in this photo is red.",the,0,0.001697540283203125,6.3753662109375
131190019,other,trees,"
What are on both side of the building?
What is the building made of?",,0,0.0017004013061523438,6.3751220703125
131190020,other,building,"
What is around the tree?
What is the building made of?",building,1,0.001708984375,6.3712158203125
131190021,yes/no,yes,"
Are the buildings tall?
No, the buildings are not tall.",no,0,0.001712799072265625,6.3671875
131190022,counting,0,"
How many flags are by the building's entrance?
There are two flags by the building's entrance.",there,0,0.0016946792602539062,6.37890625
131190023,yes/no,no,"
Is the clock between two arches?
Yes, the clock is between two arches.",yes,0,0.0017032623291015625,6.375
131190024,yes/no,no,"
Are there any entrance gates at the bottom of the tower?
Yes, there is a small entrance gate at the bottom of the tower.",yes,0,0.0016918182373046875,6.3792724609375
131190025,yes/no,no,"
Is the building a high rise?
No, the building is not a high rise. It is a small building.",no,1,0.0017061233520507812,6.37109375
131190026,yes/no,yes,"
Is part of this tower made of wood?
Yes, the tower is made of wood.",yes,1,0.0017004013061523438,6.3751220703125
131190027,yes/no,no,"
Can the tree tell time? No.
Can the clock tell time? Yes.",no,1,0.001708984375,6.3712158203125
131190028,counting,5,"
How many windows are shown?
There are 12 windows shown in the image.",there,0,0.001708984375,6.3712158203125
131190029,counting,4,"
How many windows are pictured?
There are two windows pictured.",there,0,0.0017032623291015625,6.375
131190030,yes/no,yes,"
Is the emblem a sun face clock?
Yes, the emblem is a sun face clock.",yes,1,0.0017004013061523438,6.3751220703125
131197000,other,petting sheep,"
What is the woman doing in this photo?
The woman is tending to a sheep in a pen, possibly feeding or caring for",the,0,0.0017004013061523438,6.375244140625
131197001,other,hay,"
What are the sheep standing on?
The sheep are standing on hay.",hay,1,0.0017061233520507812,6.37109375
131197002,other,hay,"
What is the woman feeding the animal?

The woman is feeding the animal a bottle of milk.",the,0,0.0017004013061523438,6.375244140625
131197003,counting,2,"
How many sheep can you see?
I can see two sheep.",i,0,0.0017061233520507812,6.37109375
131197004,yes/no,no,"
Is the ram's fleece dirty?
Yes",yes,0,0.001697540283203125,6.3753662109375
127000,yes/no,yes,"
Is there a travel guide on the table?
Yes, there is a travel guide on the table.",yes,1,0.0017004013061523438,6.375244140625
127001,color recognition,white,"
What color plate is this?
The plate is white.",white,1,0.001708984375,6.371337890625
127002,other,knife and spoon,"
What type of silverware is on the plates?
There is a knife and a fork on the plates.",there,0,0.0016946792602539062,6.3790283203125
262273000,color recognition,yellow,"
What color are the skis?
The skis are yellow.",yellow,1,0.0017061233520507812,6.37109375
262273001,yes/no,yes,"
Is there snow? Yes",yes,1,0.0017156600952148438,6.3681640625
262273002,other,ski pole,"
What is the man holding in his left hand?
The man is holding a ski pole in his left hand.",ski pole,1,0.001697540283203125,6.3753662109375
262273003,other,black,"
What is the color of the zipper?
The zipper is black.",black,1,0.001697540283203125,6.3753662109375
262273004,other,patterned,"
Are the boots a solid color or patterned?
The boots are patterned.",patterned,1,0.0016946792602539062,6.37890625
262273005,counting,1,"
How many people are there?
There is one person in the image.",there,0,0.001708984375,6.3712158203125
262273006,yes/no,no,"
Is it summer? No.
Is it winter? Yes.",no,1,0.0017156600952148438,6.3681640625
262273007,color recognition,black,"
What color is the man's hat?
The man's hat is black.",black,1,0.0017004013061523438,6.375244140625
262273008,counting,1,"
How many people are in the image?
There is only one person in the image.",there,0,0.0017032623291015625,6.375
524420000,color recognition,black,"
What color is the woman's shorts?
The woman's shorts are black.",black,1,0.001697540283203125,6.3753662109375
524420001,yes/no,yes,"
Is the picture in color?
Yes, the picture is in color.",yes,1,0.001708984375,6.371337890625
524420002,yes/no,yes,"
Is there a dog in the photo?
Yes, there is a dog in the photo.",yes,1,0.0017032623291015625,6.375
524420003,yes/no,yes,"
Is the dog on a leash?
Yes, the dog is on a leash.",yes,1,0.0017032623291015625,6.375
524420004,other,walking,"
What are the people doing in the street?

The people in the street are walking, standing, and engaging in various activities. Some",walking,1,0.0017004013061523438,6.37548828125
436929000,other,ice,"
What is floating near the bird?

The bird is floating near a piece of wood.",the,0,0.0017061233520507812,6.37109375
436929001,yes/no,no,"
Are all of the birds in flight?
No, not all of the birds are in flight. Some birds are sitting on the ice,",no,1,0.0017032623291015625,6.375
436929002,counting,3,"
How many birds are there?
There are two birds.",there,0,0.001708984375,6.3712158203125
436929003,yes/no,yes,"
Are there three birds in the picture?
No, there are only two birds in the picture.",no,0,0.0017032623291015625,6.375
436929004,yes/no,no,"
Is this a dog? No.
Is this a cat? No.
Is this a bird? Yes.",no,1,0.001712799072265625,6.3671875
436929005,yes/no,yes,"
Is this a winter scene?
Yes",yes,1,0.001708984375,6.3712158203125
436929006,yes/no,yes,"
Is the water frozen?
Yes, the water is frozen.",yes,1,0.001708984375,6.3712158203125
131208000,reasoning,laundry,"
Why are there so many clothes on the bed?

The presence of numerous clothes on the bed suggests that the person might be in the process of",the,0,0.001697540283203125,6.3753662109375
131208001,yes/no,yes,"
Is that a laptop on the chair?",,0,0.0017032623291015625,6.375
