image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_0_entropy,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy
232,other,What object is painted on the surfboard?,star,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,1,75,0.4367881935586167,-2.34375,sun,1,16.0,0.12510204814067682,0.954434002924965,,,,,,,,,,,,,,,,,,,,,
233,other,What does the train ride along?,tracks,http://images.cocodataset.org/train2014/COCO_train2014_000000165859.jpg,0,77,0.37577442061839383,-0.890625,tracks,0,,,,,,,,,,,,,,,,,,,,,,,,
234,other,What is turned on?,light,http://images.cocodataset.org/train2014/COCO_train2014_000000039288.jpg,0,110,0.39724205276312724,-0.59765625,light,0,,,,,,,,,,,,,,,,,,,,,,,,
235,other,What is the name of the yellow fruit pictured?,banana,http://images.cocodataset.org/train2014/COCO_train2014_000000039288.jpg,0,84,0.43880010236777683,-0.11572265625,banana,0,,,,,,,,,,,,,,,,,,,,,,,,
236,other,What shape are the plates?,round,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,1,117,0.7355991523903991,-0.69140625,round,1,15.0,0.035712461564049953,0.8886831177898309,,,,,,,,,,,,,,,,,,,,,
237,other,What indicates that this is for a party?,many plates,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,1,112,0.3679371105426224,-2.1875,beer,1,16.0,0.1654193473670627,0.7743974703476992,,,,,,,,,,,,,,,,,,,,,
238,other,What two utensils are next to the plate?,fork and knife,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,1,122,0.453146909133268,-1.1015625,fork,1,15.0,0.12603699550809247,0.9967916319816366,,,,,,,,,,,,,,,,,,,,,
239,other,How lucky is it that no one was walking on the sidewalk at that time?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000524520.jpg,0,126,0.9886622770977423,-0.41015625,very,0,,,,,,,,,,,,,,,,,,,,,,,,
240,other,What traffic light is on?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000524520.jpg,0,90,0.47676843927562046,-0.427734375,red,0,,,,,,,,,,,,,,,,,,,,,,,,
241,other,What number does the battery have on his shirt?,11,http://images.cocodataset.org/train2014/COCO_train2014_000000524522.jpg,0,12,0.07395909732279093,-0.12890625,1,0,,,,,,,,,,,,,,,,,,,,,,,,
242,other,What team is the batter from?,yankees,http://images.cocodataset.org/train2014/COCO_train2014_000000524522.jpg,0,57,0.6196104064663114,-0.92578125,oak,0,,,,,,,,,,,,,,,,,,,,,,,,
243,other,What objects are directly above the TV set?,pictures,http://images.cocodataset.org/train2014/COCO_train2014_000000131312.jpg,0,66,0.9452296632639177,-0.53515625,pictures,0,,,,,,,,,,,,,,,,,,,,,,,,
244,other,What print is this woman's dress?,dots,http://images.cocodataset.org/train2014/COCO_train2014_000000131315.jpg,0,149,0.5296759877843317,-1.8046875,check,0,,,,,,,,,,,,,,,,,,,,,,,,
245,other,What is on the handlebars?,bird,http://images.cocodataset.org/train2014/COCO_train2014_000000262389.jpg,0,146,0.4979304498315635,-0.68359375,bird,0,,,,,,,,,,,,,,,,,,,,,,,,
246,other,What bird is on the man's bike?,parrot,http://images.cocodataset.org/train2014/COCO_train2014_000000262389.jpg,3,184,0.9947674001079334,-0.2216796875,parrot,3,19.0,0.006290159586245392,0.8899149938380799,16.0,0.007296350110799873,23.0,0.006158320114300652,,,0.954434002924965,0.9863237070924825,,,,,,,,,,,,,
247,other,What is the fence made of?,metal,http://images.cocodataset.org/train2014/COCO_train2014_000000262393.jpg,0,115,0.31889656959189505,-0.69140625,metal,0,,,,,,,,,,,,,,,,,,,,,,,,
248,other,What is the name of the street that starts with a color?,greenwich,http://images.cocodataset.org/train2014/COCO_train2014_000000000250.jpg,0,127,0.6245283401472929,-0.08984375,green,0,,,,,,,,,,,,,,,,,,,,,,,,
249,other,How can you tell the giraffe is in captivity?,fence,http://images.cocodataset.org/train2014/COCO_train2014_000000131323.jpg,0,133,0.41190673669323796,-0.2216796875,fence,0,,,,,,,,,,,,,,,,,,,,,,,,
250,other,What is the name of the store behind the lady?,pike place fish,http://images.cocodataset.org/train2014/COCO_train2014_000000262399.jpg,0,44,0.33731266936950743,-0.2080078125,pike,0,,,,,,,,,,,,,,,,,,,,,,,,
251,other,What does the lady have in her mouth?,fish,http://images.cocodataset.org/train2014/COCO_train2014_000000262399.jpg,0,120,0.98619143549681,-0.427734375,donut,0,,,,,,,,,,,,,,,,,,,,,,,,
252,other,What are the popsicle sticks used for?,labels,http://images.cocodataset.org/train2014/COCO_train2014_000000131330.jpg,1,102,0.3463648605183679,-1.5859375,plant,1,16.0,0.24327280610009655,0.7743974703476992,,,,,,,,,,,,,,,,,,,,,
253,other,What is the structure in the background?,teepee,http://images.cocodataset.org/train2014/COCO_train2014_000000524547.jpg,0,145,0.4238838438400878,-1.28125,tent,0,,,,,,,,,,,,,,,,,,,,,,,,
254,other,What are these people doing?,snowboarding,http://images.cocodataset.org/train2014/COCO_train2014_000000524551.jpg,0,76,0.3820423303937722,-0.462890625,snow,0,,,,,,,,,,,,,,,,,,,,,,,,
255,other,What is the white structure behind the ramp?,teepee,http://images.cocodataset.org/train2014/COCO_train2014_000000524551.jpg,0,112,0.3639409706980942,-1.0078125,tee,0,,,,,,,,,,,,,,,,,,,,,,,,
256,other,What is on the ground?,snow,http://images.cocodataset.org/train2014/COCO_train2014_000000393480.jpg,0,127,0.3769678769064648,-0.0986328125,snow,0,,,,,,,,,,,,,,,,,,,,,,,,
257,other,What is the man wearing?,shorts,http://images.cocodataset.org/train2014/COCO_train2014_000000131339.jpg,2,109,0.5264091961957637,-0.2080078125,shorts,2,20.0,0.08072966949156664,0.9835386311891134,20.0,0.07608310997356359,,,,,0.8804820237218406,,,,,,,,,,,,,,
258,other,What sport are they playing?,soccer,http://images.cocodataset.org/train2014/COCO_train2014_000000524557.jpg,0,88,0.4873568796733614,-0.1650390625,soccer,0,,,,,,,,,,,,,,,,,,,,,,,,
259,other,Color is the goaltenders shirt?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000524557.jpg,0,82,0.4835777906905882,-0.1513671875,white,0,,,,,,,,,,,,,,,,,,,,,,,,
260,other,Are they coworkers or best friends?,best friends,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,3,133,0.6289859036651035,-0.78125,co,3,17.0,0.03221534216867968,0.9967828263127351,22.0,0.030306462917479272,27.0,0.029097531529827594,,,0.9970151057384782,0.9728424282675804,,,,,,,,,,,,,
261,other,What is in the glass in the lower right?,wine,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,0,82,0.9718197918622835,-0.75390625,wine,0,,,,,,,,,,,,,,,,,,,,,,,,
262,other,The wall is made out of?,brick,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,0,73,0.49710764404425,-0.10693359375,brick,0,,,,,,,,,,,,,,,,,,,,,,,,
263,other,What does the sign in the background say?,no parking,http://images.cocodataset.org/train2014/COCO_train2014_000000262415.jpg,0,134,0.47563498728048637,-1.140625,school,0,,,,,,,,,,,,,,,,,,,,,,,,
264,other,What is behind the mirror?,bus,http://images.cocodataset.org/train2014/COCO_train2014_000000262415.jpg,0,124,0.3264591817765127,-0.68359375,bus,0,,,,,,,,,,,,,,,,,,,,,,,,
265,other,How healthy does this meal look?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000393488.jpg,0,137,0.431952914048457,-0.251953125,very,0,,,,,,,,,,,,,,,,,,,,,,,,
266,other,What meat is used in the main dish?,beef,http://images.cocodataset.org/train2014/COCO_train2014_000000393488.jpg,0,53,0.42437360091024223,-1.1484375,beef,0,,,,,,,,,,,,,,,,,,,,,,,,
267,other,What is the man reaching for?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,126,0.4074000952081838,-0.625,phone,0,,,,,,,,,,,,,,,,,,,,,,,,
268,other,What language is the text on the sign?,english,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,70,0.6607799147643929,-0.2216796875,english,0,,,,,,,,,,,,,,,,,,,,,,,,
269,other,What is the man holding?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,1,116,0.43526087961988424,-0.369140625,phone,1,16.0,0.14333981217701894,0.8194483718728035,,,,,,,,,,,,,,,,,,,,,
270,other,What does this phone case look like?,silver,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,127,0.4582294719190642,-1.625,clear,0,,,,,,,,,,,,,,,,,,,,,,,,
271,other,What is the brand of the phone?,pharos,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,138,0.4404848012904082,-0.1513671875,ph,0,,,,,,,,,,,,,,,,,,,,,,,,
272,other,What does this controller go with?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,131,0.44008690979000153,-1.1171875,phone,0,,,,,,,,,,,,,,,,,,,,,,,,
273,other,What brand is the phone?,pharos,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,117,0.5090224893790772,-0.1337890625,ph,0,,,,,,,,,,,,,,,,,,,,,,,,
274,other,What is the person holding in their hand?,cell phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,111,0.4047408820641332,-0.38671875,phone,0,,,,,,,,,,,,,,,,,,,,,,,,
275,other,What is the person holding?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,127,0.42909643099180494,-0.38671875,phone,0,,,,,,,,,,,,,,,,,,,,,,,,
276,other,What's on the other side of the shower curtain?,shower,http://images.cocodataset.org/train2014/COCO_train2014_000000546179.jpg,0,62,0.37818531272858413,-1.015625,bat,0,,,,,,,,,,,,,,,,,,,,,,,,
277,other,What is the green stuff?,broccoli,http://images.cocodataset.org/train2014/COCO_train2014_000000000009.jpg,1,112,0.3502665204322017,-0.111328125,bro,1,16.0,0.15000328592796497,0.9463946303571862,,,,,,,,,,,,,,,,,,,,,
278,other,What is the floor made of?,tile,http://images.cocodataset.org/train2014/COCO_train2014_000000131351.jpg,1,112,0.38314620407858846,-0.2080078125,tile,1,15.0,0.21852472881215232,0.9182958340544896,,,,,,,,,,,,,,,,,,,,,
279,other,What is the ratio of white tiles to blue?,many more white,http://images.cocodataset.org/train2014/COCO_train2014_000000131351.jpg,0,52,0.2660106711779494,-0.765625,1,0,,,,,,,,,,,,,,,,,,,,,,,,
280,other,What power tool is present?,drill,http://images.cocodataset.org/train2014/COCO_train2014_000000131351.jpg,0,134,0.46870096270076095,-0.54296875,drill,0,,,,,,,,,,,,,,,,,,,,,,,,
281,other,What fruit is present?,watermelon,http://images.cocodataset.org/train2014/COCO_train2014_000000131352.jpg,0,78,0.5739922904925066,-0.65625,water,0,,,,,,,,,,,,,,,,,,,,,,,,
282,other,What do you think the cat is looking at?,bird,http://images.cocodataset.org/train2014/COCO_train2014_000000524572.jpg,0,49,0.40923191648390156,-2.140625,bird,0,,,,,,,,,,,,,,,,,,,,,,,,
283,other,What utensil is sitting next to the food?,fork,http://images.cocodataset.org/train2014/COCO_train2014_000000112497.jpg,0,59,0.3676826238335828,-0.1796875,fork,0,,,,,,,,,,,,,,,,,,,,,,,,
284,other,What is in the jug?,beer,http://images.cocodataset.org/train2014/COCO_train2014_000000112497.jpg,0,90,0.522026366714349,-0.3203125,beer,0,,,,,,,,,,,,,,,,,,,,,,,,
285,other,What is the name of this crusted food?,pizza,http://images.cocodataset.org/train2014/COCO_train2014_000000112497.jpg,1,87,0.48636484026389737,-0.15625,pizza,1,15.0,0.06670029219636402,0.9161314485121342,,,,,,,,,,,,,,,,,,,,,
286,other,What animal is on the flatbed?,cow,http://images.cocodataset.org/train2014/COCO_train2014_000000393503.jpg,0,133,0.38281833910858204,-0.12890625,cow,0,,,,,,,,,,,,,,,,,,,,,,,,
287,other,What room of the house is this?,kitchen,http://images.cocodataset.org/train2014/COCO_train2014_000000393508.jpg,0,91,0.4740783559256277,-0.0986328125,kitchen,0,,,,,,,,,,,,,,,,,,,,,,,,
288,other,What is the floor made out of?,wood,http://images.cocodataset.org/train2014/COCO_train2014_000000393508.jpg,0,50,0.9649586569548486,-0.142578125,wood,0,,,,,,,,,,,,,,,,,,,,,,,,
289,other,What do you use the stove for?,cooking,http://images.cocodataset.org/train2014/COCO_train2014_000000393508.jpg,0,85,0.4327621381054937,-0.81640625,cook,0,,,,,,,,,,,,,,,,,,,,,,,,
290,other,What is the batter wearing on his ankles?,guards,http://images.cocodataset.org/train2014/COCO_train2014_000000414639.jpg,1,66,0.504441129085363,-1.3671875,socks,1,16.0,0.10384851605057879,0.8950145145731531,,,,,,,,,,,,,,,,,,,,,
291,other,What is the crouching man in the mask called?,catcher,http://images.cocodataset.org/train2014/COCO_train2014_000000414639.jpg,0,38,0.9934128336693268,-0.18359375,catcher,0,,,,,,,,,,,,,,,,,,,,,,,,
292,other,What are the two women carrying?,rackets,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,107,0.27602585815964187,-0.921875,ra,0,,,,,,,,,,,,,,,,,,,,,,,,
293,other,What are these people holding?,tennis rackets,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,91,0.32933774631063467,-0.427734375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,
294,other,What is the woman wearing on her neck?,collar,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,125,0.4418351106291579,-1.1328125,collar,0,,,,,,,,,,,,,,,,,,,,,,,,
295,other,What sports are they playing?,tennis,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,79,0.43304352063624635,-0.10693359375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,
296,other,What is the approximate time period of this photo?,1950s,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,41,0.31096309685383455,-0.298828125,1,0,,,,,,,,,,,,,,,,,,,,,,,,
297,other,What are the ladies doing?,playing tennis,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,129,0.5570254422482468,-1.015625,posing,0,,,,,,,,,,,,,,,,,,,,,,,,
298,other,"What three letter word, best describes the liquid container on the ground between the two people?",jug,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,141,0.5308456099402589,-1.4921875,can,0,,,,,,,,,,,,,,,,,,,,,,,,
299,other,What does the wall say on the far left?,nothing,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,1,118,0.491766464058116,-1.1796875,nothing,1,15.0,0.11205848273370637,0.8443536850036222,,,,,,,,,,,,,,,,,,,,,
300,other,What is the woman wearing?,skirt,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,115,0.9958932876353136,-1.0703125,sweater,0,,,,,,,,,,,,,,,,,,,,,,,,
301,other,What type of photo is this?,black and white,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,126,0.39137500501506983,-0.703125,black,0,,,,,,,,,,,,,,,,,,,,,,,,
302,other,What sport is this?,tennis,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,88,0.47834795160916643,-0.10693359375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,
303,other,What are the people holding?,tennis rackets,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,117,0.318226011577836,-0.6484375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,
304,other,What is the group of people holding in their hand?,tennis rackets,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,56,0.5196133785648657,-0.427734375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,
305,other,Is the game live or on television?,live,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,2,141,0.6098041378028218,-1.0546875,live,2,15.0,0.03180321698626308,0.9877812438119247,15.0,0.031763100243883666,,,,,0.9877812438119247,,,,,,,,,,,,,,
306,other,How would you call for more information about the bus?,877-pwp-green,http://images.cocodataset.org/train2014/COCO_train2014_000000262442.jpg,0,134,0.4952775324607177,-1.3828125,1,0,,,,,,,,,,,,,,,,,,,,,,,,
307,other,What pattern does the woman have on?,polka dot,http://images.cocodataset.org/train2014/COCO_train2014_000000021895.jpg,1,126,0.5026077738479803,-1.7578125,dots,1,15.0,0.07604498776329977,0.8443536850036222,,,,,,,,,,,,,,,,,,,,,
308,other,What is running across the beach?,horse,http://images.cocodataset.org/train2014/COCO_train2014_000000131373.jpg,0,106,0.42026343398626065,-0.283203125,horse,0,,,,,,,,,,,,,,,,,,,,,,,,
309,other,What is causing the smoke?,grill,http://images.cocodataset.org/train2014/COCO_train2014_000000131374.jpg,0,68,0.9850205347430169,-0.3984375,grill,0,,,,,,,,,,,,,,,,,,,,,,,,
310,other,What ethnicity is the man?,african american,http://images.cocodataset.org/train2014/COCO_train2014_000000109277.jpg,0,135,0.4986742301566505,-0.671875,black,0,,,,,,,,,,,,,,,,,,,,,,,,
311,other,Is the man wearing shorts or pants?,shorts,http://images.cocodataset.org/train2014/COCO_train2014_000000131376.jpg,4,154,0.8081524732350589,-0.32421875,shorts,4,17.0,0.018413098595965283,0.9363348190250749,17.0,0.03696676587317348,22.0,0.023360138844343237,15.0,0.029254709618707485,0.9774178175281716,0.97283015230032,0.8443536850036224,,,,,,,,,,,,
312,color recognition,What color is the players shirt?,orange,http://images.cocodataset.org/train2014/COCO_train2014_000000458752.jpg,0,72,0.45675714195927114,-0.2177734375,orange,0,,,,,,,,,,,,,,,,,,,,,,,,
313,color recognition,What color is the snow?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000262146.jpg,0,54,0.4405882517132232,-0.1982421875,white,0,,,,,,,,,,,,,,,,,,,,,,,,
314,color recognition,What color is the persons headwear?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000262146.jpg,0,30,0.36405789556372364,-0.380859375,red,0,,,,,,,,,,,,,,,,,,,,,,,,
315,color recognition,What color is the toothbrush?,white and purple,http://images.cocodataset.org/train2014/COCO_train2014_000000393223.jpg,0,63,0.4934195840806201,-0.8828125,purple,0,,,,,,,,,,,,,,,,,,,,,,,,
316,color recognition,What colors are shown in this picture?,black and white,http://images.cocodataset.org/train2014/COCO_train2014_000000524297.jpg,0,61,0.3687020626299312,-0.212890625,black,0,,,,,,,,,,,,,,,,,,,,,,,,
317,color recognition,What color is his hat?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000393227.jpg,0,68,0.45384788154099,-0.10693359375,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
318,color recognition,What color is the jacket?,green,http://images.cocodataset.org/train2014/COCO_train2014_000000131084.jpg,0,53,0.9740942086721404,-0.375,green,0,,,,,,,,,,,,,,,,,,,,,,,,
319,color recognition,What color is the sky?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,0,107,0.5348702509797258,-0.2080078125,gray,0,,,,,,,,,,,,,,,,,,,,,,,,
320,color recognition,What color is his coat?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,0,49,0.9884147252315192,-0.10693359375,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
321,color recognition,What color is the bear?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000137045.jpg,0,44,0.34142778571937127,-0.12451171875,black,0,,,,,,,,,,,,,,,,,,,,,,,,
322,color recognition,What color are the leaves?,green,http://images.cocodataset.org/train2014/COCO_train2014_000000262171.jpg,0,90,0.2970137765023143,-0.15625,green,0,,,,,,,,,,,,,,,,,,,,,,,,
323,color recognition,What color is the umbrella?,pink,http://images.cocodataset.org/train2014/COCO_train2014_000000131101.jpg,1,106,0.5063232027571057,-0.1337890625,pink,1,16.0,0.042334485876749955,0.9415787376332126,,,,,,,,,,,,,,,,,,,,,
324,color recognition,What color is the vase?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000000030.jpg,0,84,0.43990474120335243,-0.12451171875,white,0,,,,,,,,,,,,,,,,,,,,,,,,
325,color recognition,What color is the napkin?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000043697.jpg,1,32,0.3882197634717206,-0.111328125,white,1,16.0,0.13037612599386234,0.8980898459737487,,,,,,,,,,,,,,,,,,,,,
326,color recognition,What color is the refrigerator?,silver,http://images.cocodataset.org/train2014/COCO_train2014_000000131113.jpg,0,65,0.46349578010203596,-0.302734375,silver,0,,,,,,,,,,,,,,,,,,,,,,,,
327,color recognition,What color is the plane?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000262187.jpg,0,49,0.3017994347218584,-0.796875,red,0,,,,,,,,,,,,,,,,,,,,,,,,
328,color recognition,What color horse is closer to the camera?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000000049.jpg,0,96,0.4408582584612338,-0.232421875,black,0,,,,,,,,,,,,,,,,,,,,,,,,
329,color recognition,What color is the girl's shirt?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000393268.jpg,0,84,0.8060306010239,-0.287109375,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
330,color recognition,What color are the flowers?,yellow and white,http://images.cocodataset.org/train2014/COCO_train2014_000000131128.jpg,0,97,0.2899695454935665,-0.83984375,white,0,,,,,,,,,,,,,,,,,,,,,,,,
331,color recognition,What colors are the flowers?,yellow and white,http://images.cocodataset.org/train2014/COCO_train2014_000000131128.jpg,0,81,0.30623190889192503,-0.828125,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,
332,color recognition,What color is the animal?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000262204.jpg,0,62,0.42310798121863036,-0.12890625,gray,0,,,,,,,,,,,,,,,,,,,,,,,,
333,color recognition,What color is the plane?,red and white,http://images.cocodataset.org/train2014/COCO_train2014_000000131133.jpg,0,87,0.3154663849769169,-0.3359375,red,0,,,,,,,,,,,,,,,,,,,,,,,,
334,color recognition,What color are the seats?,tan,http://images.cocodataset.org/train2014/COCO_train2014_000000262207.jpg,0,131,0.44997747642504565,-1.1875,tan,0,,,,,,,,,,,,,,,,,,,,,,,,
335,color recognition,What color is the middle vase?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000458763.jpg,0,69,0.41046667971402123,-0.1611328125,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
336,color recognition,What color is the window frame?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,113,0.33779702206780265,-0.85546875,white,0,,,,,,,,,,,,,,,,,,,,,,,,
337,color recognition,What color is the sign?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000131160.jpg,0,57,0.4057418141758531,-0.26171875,white,0,,,,,,,,,,,,,,,,,,,,,,,,
338,color recognition,What color is the tray?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,83,0.40873827229741233,-0.1650390625,white,0,,,,,,,,,,,,,,,,,,,,,,,,
339,color recognition,What color is the bathroom?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,106,0.36389744835238097,-0.546875,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,
340,color recognition,What color is the wall?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,64,0.4062966923948861,-0.58203125,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,
341,color recognition,What color are the bathroom walls?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,109,0.4094473591239781,-0.54296875,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,
342,color recognition,What color is the sofa?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,1,106,0.46359121290218314,-1.2109375,tan,1,16.0,0.14753263522266905,0.7743974703476992,,,,,,,,,,,,,,,,,,,,,
343,color recognition,What color is the man's shirt in the front of the photo?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000131172.jpg,0,107,0.5269600455289845,-0.6328125,black,0,,,,,,,,,,,,,,,,,,,,,,,,
344,color recognition,What color is the traffic signal?,green,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,66,0.9456720899414932,-0.81640625,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,
345,color recognition,What color is the woman's sweater?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000000110.jpg,0,108,0.8893324420722404,-1.1640625,gray,0,,,,,,,,,,,,,,,,,,,,,,,,
346,color recognition,What color are the chairs?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,40,0.3177639114367212,-0.11572265625,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
347,color recognition,What color is the building?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,35,0.3534737490604234,-0.1748046875,red,0,,,,,,,,,,,,,,,,,,,,,,,,
348,color recognition,What color are the flowers?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,1,92,0.33093159421212304,-1.015625,red,1,16.0,0.190221819323739,0.7743974703476992,,,,,,,,,,,,,,,,,,,,,
349,color recognition,What color is the clock tower in this photo?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,59,0.3708418715238728,-0.34765625,white,0,,,,,,,,,,,,,,,,,,,,,,,,
350,color recognition,What color plate is this?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000000127.jpg,0,42,0.3992763453291806,-0.142578125,white,0,,,,,,,,,,,,,,,,,,,,,,,,
351,color recognition,What color are the skis?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,1,74,0.5354442643507874,-0.1376953125,yellow,1,16.0,0.07589971516018498,0.949701216438411,,,,,,,,,,,,,,,,,,,,,
352,color recognition,What color is the man's hat?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,1,88,0.4828282837729195,-0.2216796875,black,1,15.0,0.062123357530034486,0.9877812438119247,,,,,,,,,,,,,,,,,,,,,
353,color recognition,What color is the woman's shorts?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg,0,46,0.39114847573974615,-0.1474609375,black,0,,,,,,,,,,,,,,,,,,,,,,,,
354,color recognition,What color is the girl's hair?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000131208.jpg,1,87,0.49280204611476297,-0.76953125,orange,1,16.0,0.14612221391242708,0.8194483718728035,,,,,,,,,,,,,,,,,,,,,
355,color recognition,What color is the catcher's pants?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,74,0.5003430631455037,-0.369140625,gray,0,,,,,,,,,,,,,,,,,,,,,,,,
356,color recognition,What color flowers are on the top right?,purple,http://images.cocodataset.org/train2014/COCO_train2014_000000262283.jpg,0,78,0.9652872583770703,-0.29296875,pink,0,,,,,,,,,,,,,,,,,,,,,,,,
357,color recognition,What color is the cloth?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000524428.jpg,1,48,0.9427849414146032,-0.392578125,gray,1,15.0,0.04179789489917283,0.7835807040488099,,,,,,,,,,,,,,,,,,,,,
358,color recognition,What color is the milk carton?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000000142.jpg,0,46,0.3389881591803376,-0.38671875,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
359,color recognition,What color is the building?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000000149.jpg,0,39,0.2830071530422308,-0.671875,red,0,,,,,,,,,,,,,,,,,,,,,,,,
360,color recognition,What color is this girl's shirt?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000109986.jpg,0,44,0.29499526763839035,-0.1376953125,red,0,,,,,,,,,,,,,,,,,,,,,,,,
