image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_0_entropy,cluster_1_n_points,cluster_1_avg_strength,cluster_1_entropy,cluster_2_n_points,cluster_2_avg_strength,cluster_2_entropy,cluster_3_n_points,cluster_3_avg_strength,cluster_3_entropy,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy
236,other,What shape are the plates?,round,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,0,94,0.734677303938296,-0.69140625,round,0,,,,,,,,,,,,,,,,,,,,,,,,
237,other,What indicates that this is for a party?,many plates,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,0,92,0.3681204463373886,-2.1875,beer,0,,,,,,,,,,,,,,,,,,,,,,,,
238,other,What two utensils are next to the plate?,fork and knife,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,1,106,0.4531244378622662,-1.1015625,fork,1,15.0,0.12603846434242008,0.9967916319816366,,,,,,,,,,,,,,,,,,,,,
239,other,How lucky is it that no one was walking on the sidewalk at that time?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000524520.jpg,0,50,0.9886619629690667,-0.41015625,very,0,,,,,,,,,,,,,,,,,,,,,,,,
240,other,What traffic light is on?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000524520.jpg,0,77,0.47676788006417936,-0.427734375,red,0,,,,,,,,,,,,,,,,,,,,,,,,
241,other,What number does the battery have on his shirt?,11,http://images.cocodataset.org/train2014/COCO_train2014_000000524522.jpg,0,512,0.0,-0.12890625,1,0,,,,,,,,,,,,,,,,,,,,,,,,
242,other,What team is the batter from?,yankees,http://images.cocodataset.org/train2014/COCO_train2014_000000524522.jpg,0,55,0.6199969518745491,-0.92578125,oak,0,,,,,,,,,,,,,,,,,,,,,,,,
243,other,What objects are directly above the TV set?,pictures,http://images.cocodataset.org/train2014/COCO_train2014_000000131312.jpg,0,61,0.9452322373191466,-0.53515625,pictures,0,,,,,,,,,,,,,,,,,,,,,,,,
244,other,What print is this woman's dress?,dots,http://images.cocodataset.org/train2014/COCO_train2014_000000131315.jpg,0,72,0.5296652882438005,-1.8046875,check,0,,,,,,,,,,,,,,,,,,,,,,,,
245,other,What is on the handlebars?,bird,http://images.cocodataset.org/train2014/COCO_train2014_000000262389.jpg,0,144,0.4970040790679826,-0.68359375,bird,0,,,,,,,,,,,,,,,,,,,,,,,,
246,other,What bird is on the man's bike?,parrot,http://images.cocodataset.org/train2014/COCO_train2014_000000262389.jpg,3,180,0.9947968408452139,-0.2216796875,parrot,3,19.0,0.006283541293926044,0.8899149938380799,16.0,0.007290778979556988,0.954434002924965,23.0,0.006149989951355881,0.9863237070924825,,,,,,,,,,,,,,,
247,other,What is the fence made of?,metal,http://images.cocodataset.org/train2014/COCO_train2014_000000262393.jpg,0,38,0.31888171354408507,-0.69140625,metal,0,,,,,,,,,,,,,,,,,,,,,,,,
248,other,What is the name of the street that starts with a color?,greenwich,http://images.cocodataset.org/train2014/COCO_train2014_000000000250.jpg,0,113,0.6245243835646692,-0.08984375,green,0,,,,,,,,,,,,,,,,,,,,,,,,
249,other,How can you tell the giraffe is in captivity?,fence,http://images.cocodataset.org/train2014/COCO_train2014_000000131323.jpg,0,135,0.41168411562748,-0.2216796875,fence,0,,,,,,,,,,,,,,,,,,,,,,,,
250,other,What is the name of the store behind the lady?,pike place fish,http://images.cocodataset.org/train2014/COCO_train2014_000000262399.jpg,0,44,0.3373126693695074,-0.2080078125,pike,0,,,,,,,,,,,,,,,,,,,,,,,,
251,other,What does the lady have in her mouth?,fish,http://images.cocodataset.org/train2014/COCO_train2014_000000262399.jpg,0,89,0.9854940235790578,-0.427734375,donut,0,,,,,,,,,,,,,,,,,,,,,,,,
252,other,What are the popsicle sticks used for?,labels,http://images.cocodataset.org/train2014/COCO_train2014_000000131330.jpg,0,50,0.33235957778266356,-1.5859375,plant,0,,,,,,,,,,,,,,,,,,,,,,,,
253,other,What is the structure in the background?,teepee,http://images.cocodataset.org/train2014/COCO_train2014_000000524547.jpg,0,141,0.4238301239288332,-1.28125,tent,0,,,,,,,,,,,,,,,,,,,,,,,,
254,other,What are these people doing?,snowboarding,http://images.cocodataset.org/train2014/COCO_train2014_000000524551.jpg,0,64,0.38141566489756423,-0.462890625,snow,0,,,,,,,,,,,,,,,,,,,,,,,,
255,other,What is the white structure behind the ramp?,teepee,http://images.cocodataset.org/train2014/COCO_train2014_000000524551.jpg,0,31,0.3638581935558863,-1.0078125,tee,0,,,,,,,,,,,,,,,,,,,,,,,,
256,other,What is on the ground?,snow,http://images.cocodataset.org/train2014/COCO_train2014_000000393480.jpg,0,89,0.3769628065326499,-0.0986328125,snow,0,,,,,,,,,,,,,,,,,,,,,,,,
257,other,What is the man wearing?,shorts,http://images.cocodataset.org/train2014/COCO_train2014_000000131339.jpg,1,103,0.526234532498084,-0.2080078125,shorts,1,20.0,0.08073856122184601,0.9835386311891134,,,,,,,,,,,,,,,,,,,,,
258,other,What sport are they playing?,soccer,http://images.cocodataset.org/train2014/COCO_train2014_000000524557.jpg,0,39,0.4873582999479557,-0.1650390625,soccer,0,,,,,,,,,,,,,,,,,,,,,,,,
259,other,Color is the goaltenders shirt?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000524557.jpg,0,63,0.48357268988859436,-0.1513671875,white,0,,,,,,,,,,,,,,,,,,,,,,,,
260,other,Are they coworkers or best friends?,best friends,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,3,131,0.6289859032288935,-0.78125,co,3,17.0,0.03221534227233466,0.9967828263127351,22.0,0.030306463148362914,0.9970151057384782,27.0,0.029097531425875196,0.9728424282675804,,,,,,,,,,,,,,,
261,other,What is in the glass in the lower right?,wine,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,0,74,0.9718199096433773,-0.75390625,wine,0,,,,,,,,,,,,,,,,,,,,,,,,
262,other,The wall is made out of?,brick,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,0,73,0.49710791755904377,-0.10693359375,brick,0,,,,,,,,,,,,,,,,,,,,,,,,
263,other,What does the sign in the background say?,no parking,http://images.cocodataset.org/train2014/COCO_train2014_000000262415.jpg,0,96,0.47513353944992204,-1.140625,school,0,,,,,,,,,,,,,,,,,,,,,,,,
264,other,What is behind the mirror?,bus,http://images.cocodataset.org/train2014/COCO_train2014_000000262415.jpg,0,50,0.32645835773606324,-0.68359375,bus,0,,,,,,,,,,,,,,,,,,,,,,,,
265,other,How healthy does this meal look?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000393488.jpg,0,135,0.431926804079275,-0.251953125,very,0,,,,,,,,,,,,,,,,,,,,,,,,
266,other,What meat is used in the main dish?,beef,http://images.cocodataset.org/train2014/COCO_train2014_000000393488.jpg,0,53,0.4243726041024152,-1.1484375,beef,0,,,,,,,,,,,,,,,,,,,,,,,,
267,other,What is the man reaching for?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,86,0.4073498202095493,-0.625,phone,0,,,,,,,,,,,,,,,,,,,,,,,,
268,other,What language is the text on the sign?,english,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,60,0.6607953396647324,-0.2216796875,english,0,,,,,,,,,,,,,,,,,,,,,,,,
269,other,What is the man holding?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,45,0.4352604602688956,-0.369140625,phone,0,,,,,,,,,,,,,,,,,,,,,,,,
270,other,What does this phone case look like?,silver,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,91,0.45822890646411574,-1.625,clear,0,,,,,,,,,,,,,,,,,,,,,,,,
271,other,What is the brand of the phone?,pharos,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,101,0.4404723070458377,-0.1513671875,ph,0,,,,,,,,,,,,,,,,,,,,,,,,
272,other,What does this controller go with?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,53,0.4400447642495575,-1.1171875,phone,0,,,,,,,,,,,,,,,,,,,,,,,,
273,other,What brand is the phone?,pharos,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,115,0.5089844505458979,-0.1337890625,ph,0,,,,,,,,,,,,,,,,,,,,,,,,
274,other,What is the person holding in their hand?,cell phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,47,0.40473623409883636,-0.38671875,phone,0,,,,,,,,,,,,,,,,,,,,,,,,
275,other,What is the person holding?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,52,0.42908638664421767,-0.38671875,phone,0,,,,,,,,,,,,,,,,,,,,,,,,
276,other,What's on the other side of the shower curtain?,shower,http://images.cocodataset.org/train2014/COCO_train2014_000000546179.jpg,0,54,0.37818553671146776,-1.015625,bat,0,,,,,,,,,,,,,,,,,,,,,,,,
277,other,What is the green stuff?,broccoli,http://images.cocodataset.org/train2014/COCO_train2014_000000000009.jpg,1,32,0.35025989954717723,-0.111328125,bro,1,16.0,0.15000360494055068,0.9463946303571862,,,,,,,,,,,,,,,,,,,,,
278,other,What is the floor made of?,tile,http://images.cocodataset.org/train2014/COCO_train2014_000000131351.jpg,1,78,0.3831446075915096,-0.2080078125,tile,1,15.0,0.2185248553920613,0.9182958340544896,,,,,,,,,,,,,,,,,,,,,
279,other,What is the ratio of white tiles to blue?,many more white,http://images.cocodataset.org/train2014/COCO_train2014_000000131351.jpg,0,18,0.2660106598614243,-0.765625,1,0,,,,,,,,,,,,,,,,,,,,,,,,
280,other,What power tool is present?,drill,http://images.cocodataset.org/train2014/COCO_train2014_000000131351.jpg,0,74,0.4686274236262814,-0.54296875,drill,0,,,,,,,,,,,,,,,,,,,,,,,,
281,other,What fruit is present?,watermelon,http://images.cocodataset.org/train2014/COCO_train2014_000000131352.jpg,0,64,0.5739968931713504,-0.65625,water,0,,,,,,,,,,,,,,,,,,,,,,,,
282,other,What do you think the cat is looking at?,bird,http://images.cocodataset.org/train2014/COCO_train2014_000000524572.jpg,0,49,0.40838004375706966,-2.140625,bird,0,,,,,,,,,,,,,,,,,,,,,,,,
283,other,What utensil is sitting next to the food?,fork,http://images.cocodataset.org/train2014/COCO_train2014_000000112497.jpg,0,43,0.36767806853958446,-0.1796875,fork,0,,,,,,,,,,,,,,,,,,,,,,,,
284,other,What is in the jug?,beer,http://images.cocodataset.org/train2014/COCO_train2014_000000112497.jpg,0,44,0.5221034409773375,-0.3203125,beer,0,,,,,,,,,,,,,,,,,,,,,,,,
285,other,What is the name of this crusted food?,pizza,http://images.cocodataset.org/train2014/COCO_train2014_000000112497.jpg,1,71,0.4863618890036733,-0.15625,pizza,1,15.0,0.0667004001698768,0.9161314485121342,,,,,,,,,,,,,,,,,,,,,
286,other,What animal is on the flatbed?,cow,http://images.cocodataset.org/train2014/COCO_train2014_000000393503.jpg,0,39,0.3827170184073901,-0.12890625,cow,0,,,,,,,,,,,,,,,,,,,,,,,,
287,other,What room of the house is this?,kitchen,http://images.cocodataset.org/train2014/COCO_train2014_000000393508.jpg,0,65,0.4740776363543555,-0.0986328125,kitchen,0,,,,,,,,,,,,,,,,,,,,,,,,
288,other,What is the floor made out of?,wood,http://images.cocodataset.org/train2014/COCO_train2014_000000393508.jpg,0,50,0.9649585736889528,-0.142578125,wood,0,,,,,,,,,,,,,,,,,,,,,,,,
289,other,What do you use the stove for?,cooking,http://images.cocodataset.org/train2014/COCO_train2014_000000393508.jpg,0,61,0.43189810789772676,-0.81640625,cook,0,,,,,,,,,,,,,,,,,,,,,,,,
290,other,What is the batter wearing on his ankles?,guards,http://images.cocodataset.org/train2014/COCO_train2014_000000414639.jpg,1,60,0.5012556891425372,-1.3671875,socks,1,15.0,0.10368907072345662,0.9018972358711528,,,,,,,,,,,,,,,,,,,,,
291,other,What is the crouching man in the mask called?,catcher,http://images.cocodataset.org/train2014/COCO_train2014_000000414639.jpg,0,35,0.9934143803501033,-0.18359375,catcher,0,,,,,,,,,,,,,,,,,,,,,,,,
292,other,What are the two women carrying?,rackets,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,26,0.27602455146538096,-0.921875,ra,0,,,,,,,,,,,,,,,,,,,,,,,,
293,other,What are these people holding?,tennis rackets,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,37,0.32928125684745574,-0.427734375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,
294,other,What is the woman wearing on her neck?,collar,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,73,0.4321690693042213,-1.1328125,collar,0,,,,,,,,,,,,,,,,,,,,,,,,
295,other,What sports are they playing?,tennis,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,63,0.4330671771538235,-0.10693359375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,
296,other,What is the approximate time period of this photo?,1950s,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,38,0.3109630575521516,-0.298828125,1,0,,,,,,,,,,,,,,,,,,,,,,,,
297,other,What are the ladies doing?,playing tennis,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,53,0.5576763809769371,-1.015625,posing,0,,,,,,,,,,,,,,,,,,,,,,,,
298,other,"What three letter word, best describes the liquid container on the ground between the two people?",jug,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,113,0.5308061005702744,-1.4921875,can,0,,,,,,,,,,,,,,,,,,,,,,,,
299,other,What does the wall say on the far left?,nothing,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,107,0.46985303623780184,-1.1796875,nothing,0,,,,,,,,,,,,,,,,,,,,,,,,
300,other,What is the woman wearing?,skirt,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,50,0.9958932982644121,-1.0703125,sweater,0,,,,,,,,,,,,,,,,,,,,,,,,
301,other,What type of photo is this?,black and white,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,94,0.3913731404594279,-0.703125,black,0,,,,,,,,,,,,,,,,,,,,,,,,
302,other,What sport is this?,tennis,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,80,0.478140227600584,-0.10693359375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,
303,other,What are the people holding?,tennis rackets,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,107,0.3181463952482365,-0.6484375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,
304,other,What is the group of people holding in their hand?,tennis rackets,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,41,0.5196130725139498,-0.427734375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,
305,other,Is the game live or on television?,live,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,2,133,0.6098035093609373,-1.0546875,live,2,15.0,0.03180320888796699,0.9877812438119247,15.0,0.03176310504559548,0.9877812438119247,,,,,,,,,,,,,,,,,,
306,other,How would you call for more information about the bus?,877-pwp-green,http://images.cocodataset.org/train2014/COCO_train2014_000000262442.jpg,0,126,0.49527752772380634,-1.3828125,1,0,,,,,,,,,,,,,,,,,,,,,,,,
307,other,What pattern does the woman have on?,polka dot,http://images.cocodataset.org/train2014/COCO_train2014_000000021895.jpg,0,112,0.5025950289220873,-1.7578125,dots,0,,,,,,,,,,,,,,,,,,,,,,,,
308,other,What is running across the beach?,horse,http://images.cocodataset.org/train2014/COCO_train2014_000000131373.jpg,0,94,0.42025533184858993,-0.283203125,horse,0,,,,,,,,,,,,,,,,,,,,,,,,
309,other,What is causing the smoke?,grill,http://images.cocodataset.org/train2014/COCO_train2014_000000131374.jpg,0,68,0.9850394885102023,-0.3984375,grill,0,,,,,,,,,,,,,,,,,,,,,,,,
310,other,What ethnicity is the man?,african american,http://images.cocodataset.org/train2014/COCO_train2014_000000109277.jpg,0,129,0.49860546457000854,-0.671875,black,0,,,,,,,,,,,,,,,,,,,,,,,,
311,other,Is the man wearing shorts or pants?,shorts,http://images.cocodataset.org/train2014/COCO_train2014_000000131376.jpg,2,160,0.8081917211592301,-0.32421875,shorts,2,17.0,0.036962938103394,0.9774178175281716,22.0,0.023357983662393302,0.97283015230032,,,,,,,,,,,,,,,,,,
312,color recognition,What color is the players shirt?,orange,http://images.cocodataset.org/train2014/COCO_train2014_000000458752.jpg,0,58,0.44901878617791435,-0.2177734375,orange,0,,,,,,,,,,,,,,,,,,,,,,,,
313,color recognition,What color is the snow?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000262146.jpg,0,47,0.43765508889272314,-0.1982421875,white,0,,,,,,,,,,,,,,,,,,,,,,,,
314,color recognition,What color is the persons headwear?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000262146.jpg,0,30,0.36405789556372364,-0.380859375,red,0,,,,,,,,,,,,,,,,,,,,,,,,
315,color recognition,What color is the toothbrush?,white and purple,http://images.cocodataset.org/train2014/COCO_train2014_000000393223.jpg,0,51,0.4925248481073973,-0.8828125,purple,0,,,,,,,,,,,,,,,,,,,,,,,,
316,color recognition,What colors are shown in this picture?,black and white,http://images.cocodataset.org/train2014/COCO_train2014_000000524297.jpg,0,42,0.36849781024958256,-0.212890625,black,0,,,,,,,,,,,,,,,,,,,,,,,,
317,color recognition,What color is his hat?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000393227.jpg,0,45,0.45361799970406824,-0.10693359375,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
318,color recognition,What color is the jacket?,green,http://images.cocodataset.org/train2014/COCO_train2014_000000131084.jpg,0,53,0.9740629070465723,-0.375,green,0,,,,,,,,,,,,,,,,,,,,,,,,
319,color recognition,What color is the sky?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,0,50,0.5338821035466507,-0.2080078125,gray,0,,,,,,,,,,,,,,,,,,,,,,,,
320,color recognition,What color is his coat?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,0,37,0.9884129007416301,-0.10693359375,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
321,color recognition,What color is the bear?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000137045.jpg,0,42,0.3414278799569429,-0.12451171875,black,0,,,,,,,,,,,,,,,,,,,,,,,,
322,color recognition,What color are the leaves?,green,http://images.cocodataset.org/train2014/COCO_train2014_000000262171.jpg,0,35,0.29699277422915393,-0.15625,green,0,,,,,,,,,,,,,,,,,,,,,,,,
323,color recognition,What color is the umbrella?,pink,http://images.cocodataset.org/train2014/COCO_train2014_000000131101.jpg,0,104,0.5062744256262685,-0.1337890625,pink,0,,,,,,,,,,,,,,,,,,,,,,,,
324,color recognition,What color is the vase?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000000030.jpg,0,55,0.42664455166187965,-0.12451171875,white,0,,,,,,,,,,,,,,,,,,,,,,,,
325,color recognition,What color is the napkin?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000043697.jpg,1,28,0.38812494382091595,-0.111328125,white,1,15.0,0.13145495135599897,0.9654013672997089,,,,,,,,,,,,,,,,,,,,,
326,color recognition,What color is the refrigerator?,silver,http://images.cocodataset.org/train2014/COCO_train2014_000000131113.jpg,0,44,0.4632552737937523,-0.302734375,silver,0,,,,,,,,,,,,,,,,,,,,,,,,
327,color recognition,What color is the plane?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000262187.jpg,0,28,0.3017821599743392,-0.796875,red,0,,,,,,,,,,,,,,,,,,,,,,,,
328,color recognition,What color horse is closer to the camera?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000000049.jpg,0,52,0.4408523174306927,-0.232421875,black,0,,,,,,,,,,,,,,,,,,,,,,,,
329,color recognition,What color is the girl's shirt?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000393268.jpg,0,33,0.8053204557236449,-0.287109375,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
330,color recognition,What color are the flowers?,yellow and white,http://images.cocodataset.org/train2014/COCO_train2014_000000131128.jpg,0,47,0.2899569767114063,-0.83984375,white,0,,,,,,,,,,,,,,,,,,,,,,,,
331,color recognition,What colors are the flowers?,yellow and white,http://images.cocodataset.org/train2014/COCO_train2014_000000131128.jpg,0,36,0.3061642700436656,-0.828125,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,
332,color recognition,What color is the animal?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000262204.jpg,0,62,0.4231192459539721,-0.12890625,gray,0,,,,,,,,,,,,,,,,,,,,,,,,
333,color recognition,What color is the plane?,red and white,http://images.cocodataset.org/train2014/COCO_train2014_000000131133.jpg,0,20,0.3151819391151961,-0.3359375,red,0,,,,,,,,,,,,,,,,,,,,,,,,
334,color recognition,What color are the seats?,tan,http://images.cocodataset.org/train2014/COCO_train2014_000000262207.jpg,0,49,0.44855003972418933,-1.1875,tan,0,,,,,,,,,,,,,,,,,,,,,,,,
335,color recognition,What color is the middle vase?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000458763.jpg,0,42,0.41039537795824726,-0.1611328125,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
336,color recognition,What color is the window frame?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,37,0.3378000059924934,-0.85546875,white,0,,,,,,,,,,,,,,,,,,,,,,,,
337,color recognition,What color is the sign?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000131160.jpg,0,49,0.4057386146878257,-0.26171875,white,0,,,,,,,,,,,,,,,,,,,,,,,,
338,color recognition,What color is the tray?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,46,0.40872607244006487,-0.1650390625,white,0,,,,,,,,,,,,,,,,,,,,,,,,
339,color recognition,What color is the bathroom?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,44,0.3607575633974153,-0.546875,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,
340,color recognition,What color is the wall?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,43,0.40629037740665547,-0.58203125,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,
341,color recognition,What color are the bathroom walls?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,81,0.40932058588194736,-0.54296875,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,
342,color recognition,What color is the sofa?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,0,53,0.4632461873016067,-1.2109375,tan,0,,,,,,,,,,,,,,,,,,,,,,,,
343,color recognition,What color is the man's shirt in the front of the photo?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000131172.jpg,0,72,0.5269209828393516,-0.6328125,black,0,,,,,,,,,,,,,,,,,,,,,,,,
344,color recognition,What color is the traffic signal?,green,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,55,0.9474560494845895,-0.81640625,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,
345,color recognition,What color is the woman's sweater?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000000110.jpg,0,36,0.8892988425640665,-1.1640625,gray,0,,,,,,,,,,,,,,,,,,,,,,,,
346,color recognition,What color are the chairs?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,30,0.31433709969271784,-0.11572265625,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
347,color recognition,What color is the building?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,35,0.3534737490604234,-0.1748046875,red,0,,,,,,,,,,,,,,,,,,,,,,,,
348,color recognition,What color are the flowers?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,34,0.330876919029404,-1.015625,red,0,,,,,,,,,,,,,,,,,,,,,,,,
349,color recognition,What color is the clock tower in this photo?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,45,0.37082076487955656,-0.34765625,white,0,,,,,,,,,,,,,,,,,,,,,,,,
350,color recognition,What color plate is this?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000000127.jpg,0,42,0.3992811894158885,-0.142578125,white,0,,,,,,,,,,,,,,,,,,,,,,,,
351,color recognition,What color are the skis?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,0,67,0.5354280119918885,-0.1376953125,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,
352,color recognition,What color is the man's hat?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,0,74,0.4826963477041235,-0.2216796875,black,0,,,,,,,,,,,,,,,,,,,,,,,,
353,color recognition,What color is the woman's shorts?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg,0,35,0.39104343980425377,-0.1474609375,black,0,,,,,,,,,,,,,,,,,,,,,,,,
354,color recognition,What color is the girl's hair?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000131208.jpg,0,53,0.4928347201823068,-0.76953125,orange,0,,,,,,,,,,,,,,,,,,,,,,,,
355,color recognition,What color is the catcher's pants?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,43,0.5003135703492132,-0.369140625,gray,0,,,,,,,,,,,,,,,,,,,,,,,,
356,color recognition,What color flowers are on the top right?,purple,http://images.cocodataset.org/train2014/COCO_train2014_000000262283.jpg,0,67,0.9652872387706674,-0.29296875,pink,0,,,,,,,,,,,,,,,,,,,,,,,,
357,color recognition,What color is the cloth?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000524428.jpg,1,48,0.9417951969256919,-0.392578125,gray,1,15.0,0.042163128580648065,0.7835807040488099,,,,,,,,,,,,,,,,,,,,,
358,color recognition,What color is the milk carton?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000000142.jpg,0,38,0.33896505027069507,-0.38671875,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
359,color recognition,What color is the building?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000000149.jpg,0,18,0.2814536459234778,-0.671875,red,0,,,,,,,,,,,,,,,,,,,,,,,,
360,color recognition,What color is this girl's shirt?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000109986.jpg,0,27,0.29446724911660493,-0.1376953125,red,0,,,,,,,,,,,,,,,,,,,,,,,,
361,color recognition,What color is the girls hot dog?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000109986.jpg,0,41,0.3988644201100188,-0.2275390625,red,0,,,,,,,,,,,,,,,,,,,,,,,,
362,color recognition,What color are the girl's lips?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000109986.jpg,0,55,0.43741899564465586,-0.2470703125,red,0,,,,,,,,,,,,,,,,,,,,,,,,
363,color recognition,What color is the school bus?,blue yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg,0,35,0.5045250102707736,-0.451171875,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
364,color recognition,What color is the bus?,blue and yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg,0,39,0.3527488691224522,-0.3359375,blue,0,,,,,,,,,,,,,,,,,,,,,,,,
365,color recognition,What color are the stakes in the dirt?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262299.jpg,0,55,0.45106395992316756,-0.142578125,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,
366,color recognition,What color shirt is the man standing in the background wearing?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262299.jpg,0,68,0.4958764551465734,-0.1748046875,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,
