image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_0_entropy,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy,cluster_8_entropy
242,other,What team is the batter from?,yankees,http://images.cocodataset.org/train2014/COCO_train2014_000000524522.jpg,0,73,0.6202124082823594,-0.92578125,oak,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,other,What objects are directly above the TV set?,pictures,http://images.cocodataset.org/train2014/COCO_train2014_000000131312.jpg,1,119,0.9452298559754598,-0.53515625,pictures,1,17.0,0.013267420557703897,0.9519839065438831,,,,,,,,,,,,,,,,,,,,,,,,
244,other,What print is this woman's dress?,dots,http://images.cocodataset.org/train2014/COCO_train2014_000000131315.jpg,0,149,0.5296776201284202,-1.8046875,check,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,other,What is on the handlebars?,bird,http://images.cocodataset.org/train2014/COCO_train2014_000000262389.jpg,0,140,0.4979407748311722,-0.68359375,bird,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,other,What bird is on the man's bike?,parrot,http://images.cocodataset.org/train2014/COCO_train2014_000000262389.jpg,3,184,0.9947666678943348,-0.2216796875,parrot,3,19.0,0.006290252289748002,0.8899149938380799,16.0,0.007297001221673328,23.0,0.006158787597040302,,,0.954434002924965,0.9863237070924825,,,,,,,,,,,,,,,,
247,other,What is the fence made of?,metal,http://images.cocodataset.org/train2014/COCO_train2014_000000262393.jpg,0,121,0.3188977432539446,-0.69140625,metal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,other,What is the name of the street that starts with a color?,greenwich,http://images.cocodataset.org/train2014/COCO_train2014_000000000250.jpg,0,129,0.6245283582969454,-0.08984375,green,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,other,How can you tell the giraffe is in captivity?,fence,http://images.cocodataset.org/train2014/COCO_train2014_000000131323.jpg,0,133,0.4123722163390558,-0.2216796875,fence,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,other,What is the name of the store behind the lady?,pike place fish,http://images.cocodataset.org/train2014/COCO_train2014_000000262399.jpg,0,44,0.3373126693695073,-0.2080078125,pike,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,other,What does the lady have in her mouth?,fish,http://images.cocodataset.org/train2014/COCO_train2014_000000262399.jpg,0,126,0.98616675202377,-0.427734375,donut,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,other,What are the popsicle sticks used for?,labels,http://images.cocodataset.org/train2014/COCO_train2014_000000131330.jpg,1,102,0.3469839918807109,-1.5859375,plant,1,16.0,0.24317626609847678,0.7743974703476992,,,,,,,,,,,,,,,,,,,,,,,,
253,other,What is the structure in the background?,teepee,http://images.cocodataset.org/train2014/COCO_train2014_000000524547.jpg,0,145,0.42389165677432916,-1.28125,tent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,other,What are these people doing?,snowboarding,http://images.cocodataset.org/train2014/COCO_train2014_000000524551.jpg,0,76,0.3821067888499018,-0.462890625,snow,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,other,What is the white structure behind the ramp?,teepee,http://images.cocodataset.org/train2014/COCO_train2014_000000524551.jpg,0,108,0.3639622846939188,-1.0078125,tee,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,other,What is on the ground?,snow,http://images.cocodataset.org/train2014/COCO_train2014_000000393480.jpg,0,129,0.3769714802393372,-0.0986328125,snow,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,other,What is the man wearing?,shorts,http://images.cocodataset.org/train2014/COCO_train2014_000000131339.jpg,2,109,0.5264083934668821,-0.2080078125,shorts,2,20.0,0.0807297138455688,0.9835386311891134,20.0,0.07608315177468136,,,,,0.8804820237218406,,,,,,,,,,,,,,,,,
258,other,What sport are they playing?,soccer,http://images.cocodataset.org/train2014/COCO_train2014_000000524557.jpg,0,92,0.4873570634850017,-0.1650390625,soccer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,other,Color is the goaltenders shirt?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000524557.jpg,0,84,0.4835836056427966,-0.1513671875,white,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,other,Are they coworkers or best friends?,best friends,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,3,139,0.6289859383663566,-0.78125,co,3,17.0,0.03221534187044904,0.9967828263127351,22.0,0.03030646263931581,27.0,0.029097531264373085,,,0.9970151057384782,0.9728424282675804,,,,,,,,,,,,,,,,
261,other,What is in the glass in the lower right?,wine,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,0,84,0.9718198015667018,-0.75390625,wine,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,other,The wall is made out of?,brick,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,0,97,0.4971074536570902,-0.10693359375,brick,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,other,What does the sign in the background say?,no parking,http://images.cocodataset.org/train2014/COCO_train2014_000000262415.jpg,0,140,0.47563540621966593,-1.140625,school,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,other,What is behind the mirror?,bus,http://images.cocodataset.org/train2014/COCO_train2014_000000262415.jpg,0,124,0.3264591817765127,-0.68359375,bus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,other,How healthy does this meal look?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000393488.jpg,0,137,0.4319531039276858,-0.251953125,very,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,other,What meat is used in the main dish?,beef,http://images.cocodataset.org/train2014/COCO_train2014_000000393488.jpg,0,53,0.42437360091024223,-1.1484375,beef,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,other,What is the man reaching for?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,126,0.40740824360542865,-0.625,phone,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,other,What language is the text on the sign?,english,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,74,0.6607799639743414,-0.2216796875,english,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,other,What is the man holding?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,1,116,0.43526087151114207,-0.369140625,phone,1,16.0,0.1433398130364683,0.8194483718728035,,,,,,,,,,,,,,,,,,,,,,,,
270,other,What does this phone case look like?,silver,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,127,0.45822947191906427,-1.625,clear,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,other,What is the brand of the phone?,pharos,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,1,132,0.4404856359455292,-0.1513671875,ph,1,16.0,0.08927622692178197,0.7743974703476992,,,,,,,,,,,,,,,,,,,,,,,,
272,other,What does this controller go with?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,133,0.44008738135609765,-1.1171875,phone,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,other,What brand is the phone?,pharos,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,117,0.5090246341613093,-0.1337890625,ph,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,other,What is the person holding in their hand?,cell phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,111,0.40474108210966686,-0.38671875,phone,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,other,What is the person holding?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,0,129,0.4290965863971893,-0.38671875,phone,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,other,What's on the other side of the shower curtain?,shower,http://images.cocodataset.org/train2014/COCO_train2014_000000546179.jpg,0,62,0.3781852383998399,-1.015625,bat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,other,What is the green stuff?,broccoli,http://images.cocodataset.org/train2014/COCO_train2014_000000000009.jpg,1,112,0.3502679446947608,-0.111328125,bro,1,16.0,0.15000322152118317,0.9463946303571862,,,,,,,,,,,,,,,,,,,,,,,,
278,other,What is the floor made of?,tile,http://images.cocodataset.org/train2014/COCO_train2014_000000131351.jpg,1,112,0.38314721770419746,-0.2080078125,tile,1,15.0,0.21852458457321794,0.9182958340544896,,,,,,,,,,,,,,,,,,,,,,,,
279,other,What is the ratio of white tiles to blue?,many more white,http://images.cocodataset.org/train2014/COCO_train2014_000000131351.jpg,0,52,0.2660106711779494,-0.765625,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,other,What power tool is present?,drill,http://images.cocodataset.org/train2014/COCO_train2014_000000131351.jpg,0,134,0.46873637197012447,-0.54296875,drill,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,other,What fruit is present?,watermelon,http://images.cocodataset.org/train2014/COCO_train2014_000000131352.jpg,0,78,0.5739923023446462,-0.65625,water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,other,What do you think the cat is looking at?,bird,http://images.cocodataset.org/train2014/COCO_train2014_000000524572.jpg,0,49,0.40923191648390156,-2.140625,bird,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,other,What utensil is sitting next to the food?,fork,http://images.cocodataset.org/train2014/COCO_train2014_000000112497.jpg,0,59,0.3676832854630073,-0.1796875,fork,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,other,What is in the jug?,beer,http://images.cocodataset.org/train2014/COCO_train2014_000000112497.jpg,0,108,0.5220278127354823,-0.3203125,beer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,other,What is the name of this crusted food?,pizza,http://images.cocodataset.org/train2014/COCO_train2014_000000112497.jpg,1,87,0.4863648976289036,-0.15625,pizza,1,15.0,0.06670029084431031,0.9161314485121342,,,,,,,,,,,,,,,,,,,,,,,,
286,other,What animal is on the flatbed?,cow,http://images.cocodataset.org/train2014/COCO_train2014_000000393503.jpg,0,133,0.3828313502698691,-0.12890625,cow,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,other,What room of the house is this?,kitchen,http://images.cocodataset.org/train2014/COCO_train2014_000000393508.jpg,0,93,0.47407832943816164,-0.0986328125,kitchen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,other,What is the floor made out of?,wood,http://images.cocodataset.org/train2014/COCO_train2014_000000393508.jpg,0,62,0.9649586572506789,-0.142578125,wood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,other,What do you use the stove for?,cooking,http://images.cocodataset.org/train2014/COCO_train2014_000000393508.jpg,0,91,0.4327056035697215,-0.81640625,cook,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,other,What is the batter wearing on his ankles?,guards,http://images.cocodataset.org/train2014/COCO_train2014_000000414639.jpg,1,66,0.5061337243885151,-1.3671875,socks,1,16.0,0.1036936600363243,0.8950145145731531,,,,,,,,,,,,,,,,,,,,,,,,
291,other,What is the crouching man in the mask called?,catcher,http://images.cocodataset.org/train2014/COCO_train2014_000000414639.jpg,0,62,0.9934130672844917,-0.18359375,catcher,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,other,What are the two women carrying?,rackets,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,107,0.27602587969613496,-0.921875,ra,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,other,What are these people holding?,tennis rackets,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,93,0.3293377586525888,-0.427734375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,other,What is the woman wearing on her neck?,collar,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,133,0.4418464684326281,-1.1328125,collar,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,other,What sports are they playing?,tennis,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,85,0.43304307665929676,-0.10693359375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,other,What is the approximate time period of this photo?,1950s,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,41,0.31096309685383455,-0.298828125,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,other,What are the ladies doing?,playing tennis,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,129,0.5569656157307742,-1.015625,posing,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,other,"What three letter word, best describes the liquid container on the ground between the two people?",jug,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,141,0.5308469566845526,-1.4921875,can,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,other,What does the wall say on the far left?,nothing,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,1,118,0.4979640894868938,-1.1796875,nothing,1,15.0,0.11121700688728561,0.8443536850036222,,,,,,,,,,,,,,,,,,,,,,,,
300,other,What is the woman wearing?,skirt,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,119,0.9958841608266755,-1.0703125,sweater,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,other,What type of photo is this?,black and white,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,136,0.3913772007065301,-0.703125,black,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,other,What sport is this?,tennis,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,88,0.4783570704474584,-0.10693359375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,other,What are the people holding?,tennis rackets,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,121,0.31823084325390194,-0.6484375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,other,What is the group of people holding in their hand?,tennis rackets,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,0,56,0.5196131392993849,-0.427734375,tennis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,other,Is the game live or on television?,live,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg,2,159,0.6098041509142429,-1.0546875,live,2,15.0,0.031803216846633606,0.9877812438119247,15.0,0.031763100104430314,,,,,0.9877812438119247,,,,,,,,,,,,,,,,,
306,other,How would you call for more information about the bus?,877-pwp-green,http://images.cocodataset.org/train2014/COCO_train2014_000000262442.jpg,0,136,0.4952775349160348,-1.3828125,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,other,What pattern does the woman have on?,polka dot,http://images.cocodataset.org/train2014/COCO_train2014_000000021895.jpg,1,132,0.5026081688821096,-1.7578125,dots,1,15.0,0.07604497481213875,0.8024677973715657,,,,,,,,,,,,,,,,,,,,,,,,
308,other,What is running across the beach?,horse,http://images.cocodataset.org/train2014/COCO_train2014_000000131373.jpg,0,106,0.4202638155796084,-0.283203125,horse,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,other,What is causing the smoke?,grill,http://images.cocodataset.org/train2014/COCO_train2014_000000131374.jpg,0,68,0.9850204174265511,-0.3984375,grill,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,other,What ethnicity is the man?,african american,http://images.cocodataset.org/train2014/COCO_train2014_000000109277.jpg,0,135,0.49867425013250316,-0.671875,black,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,other,Is the man wearing shorts or pants?,shorts,http://images.cocodataset.org/train2014/COCO_train2014_000000131376.jpg,4,156,0.8081529796431478,-0.32421875,shorts,4,17.0,0.01841308948158733,0.9363348190250749,17.0,0.03696672221770022,22.0,0.023360111257458308,15.0,0.02925467507069758,0.9774178175281716,0.97283015230032,0.8443536850036224,,,,,,,,,,,,,,,
312,color recognition,What color is the players shirt?,orange,http://images.cocodataset.org/train2014/COCO_train2014_000000458752.jpg,0,98,0.45676356216925723,-0.2177734375,orange,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,color recognition,What color is the snow?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000262146.jpg,0,54,0.4406147682569565,-0.1982421875,white,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,color recognition,What color is the persons headwear?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000262146.jpg,0,66,0.3641532183411414,-0.380859375,red,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,color recognition,What color is the toothbrush?,white and purple,http://images.cocodataset.org/train2014/COCO_train2014_000000393223.jpg,0,63,0.49356987635524757,-0.8828125,purple,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,color recognition,What colors are shown in this picture?,black and white,http://images.cocodataset.org/train2014/COCO_train2014_000000524297.jpg,0,61,0.3687033435516925,-0.212890625,black,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,color recognition,What color is his hat?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000393227.jpg,0,72,0.45384753493257995,-0.10693359375,blue,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,color recognition,What color is the jacket?,green,http://images.cocodataset.org/train2014/COCO_train2014_000000131084.jpg,0,65,0.9740943444547601,-0.375,green,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,color recognition,What color is the sky?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,0,115,0.5348818569019917,-0.2080078125,gray,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,color recognition,What color is his coat?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000393230.jpg,0,49,0.9884147578070255,-0.10693359375,blue,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,color recognition,What color is the bear?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000137045.jpg,0,78,0.34143728346771235,-0.12451171875,black,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,color recognition,What color are the leaves?,green,http://images.cocodataset.org/train2014/COCO_train2014_000000262171.jpg,0,108,0.2970139499216161,-0.15625,green,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,color recognition,What color is the umbrella?,pink,http://images.cocodataset.org/train2014/COCO_train2014_000000131101.jpg,1,108,0.5063262170236011,-0.1337890625,pink,1,16.0,0.04233442109235918,0.9415787376332126,,,,,,,,,,,,,,,,,,,,,,,,
324,color recognition,What color is the vase?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000000030.jpg,0,90,0.43990554610715243,-0.12451171875,white,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,color recognition,What color is the napkin?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000043697.jpg,1,42,0.3886343912046219,-0.111328125,white,1,16.0,0.13035197216282995,0.8980898459737487,,,,,,,,,,,,,,,,,,,,,,,,
326,color recognition,What color is the refrigerator?,silver,http://images.cocodataset.org/train2014/COCO_train2014_000000131113.jpg,0,79,0.4634970848539768,-0.302734375,silver,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,color recognition,What color is the plane?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000262187.jpg,0,49,0.3017994347218584,-0.796875,red,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,color recognition,What color horse is closer to the camera?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000000049.jpg,0,128,0.4408589964673737,-0.232421875,black,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,color recognition,What color is the girl's shirt?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000393268.jpg,0,112,0.8060377686431441,-0.287109375,blue,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,color recognition,What color are the flowers?,yellow and white,http://images.cocodataset.org/train2014/COCO_train2014_000000131128.jpg,0,97,0.2899695454935665,-0.83984375,white,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,color recognition,What colors are the flowers?,yellow and white,http://images.cocodataset.org/train2014/COCO_train2014_000000131128.jpg,0,109,0.3062322216347354,-0.828125,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,color recognition,What color is the animal?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000262204.jpg,0,62,0.42310789041266816,-0.12890625,gray,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,color recognition,What color is the plane?,red and white,http://images.cocodataset.org/train2014/COCO_train2014_000000131133.jpg,0,121,0.315961484797945,-0.3359375,red,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,color recognition,What color are the seats?,tan,http://images.cocodataset.org/train2014/COCO_train2014_000000262207.jpg,0,131,0.4500738812635352,-1.1875,tan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,color recognition,What color is the middle vase?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000458763.jpg,0,81,0.4104667386419701,-0.1611328125,blue,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,color recognition,What color is the window frame?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg,0,119,0.33779632252265857,-0.85546875,white,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,color recognition,What color is the sign?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000131160.jpg,0,89,0.4058693082476357,-0.26171875,white,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,color recognition,What color is the tray?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg,0,93,0.408738679386568,-0.1650390625,white,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,color recognition,What color is the bathroom?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,108,0.36389780620373924,-0.546875,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,color recognition,What color is the wall?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,70,0.40628966549637274,-0.58203125,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,color recognition,What color are the bathroom walls?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg,0,119,0.40944759060155045,-0.54296875,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,color recognition,What color is the sofa?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg,1,106,0.4636027387024788,-1.2109375,tan,1,16.0,0.14753238122969903,0.7743974703476992,,,,,,,,,,,,,,,,,,,,,,,,
343,color recognition,What color is the man's shirt in the front of the photo?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000131172.jpg,0,107,0.5269599886991214,-0.6328125,black,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,color recognition,What color is the traffic signal?,green,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg,0,73,0.9454756898768985,-0.81640625,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,color recognition,What color is the woman's sweater?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000000110.jpg,0,122,0.8893400343468365,-1.1640625,gray,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,color recognition,What color are the chairs?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg,0,52,0.31776673037195696,-0.11572265625,blue,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,color recognition,What color is the building?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,56,0.35348108475269635,-0.1748046875,red,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,color recognition,What color are the flowers?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,1,102,0.33095247810721173,-1.015625,red,1,22.0,0.13834207291041425,0.8596610491977074,,,,,,,,,,,,,,,,,,,,,,,,
349,color recognition,What color is the clock tower in this photo?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg,0,59,0.3708418715238728,-0.34765625,white,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,color recognition,What color plate is this?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000000127.jpg,0,63,0.39936477144385957,-0.142578125,white,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,color recognition,What color are the skis?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,1,118,0.535419324075138,-0.1376953125,yellow,1,16.0,0.0759017267028671,0.949701216438411,,,,,,,,,,,,,,,,,,,,,,,,
352,color recognition,What color is the man's hat?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg,1,88,0.48282740378310707,-0.2216796875,black,1,15.0,0.062123389766799125,0.9877812438119247,,,,,,,,,,,,,,,,,,,,,,,,
353,color recognition,What color is the woman's shorts?,black,http://images.cocodataset.org/train2014/COCO_train2014_000000524420.jpg,0,46,0.39115537183343474,-0.1474609375,black,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,color recognition,What color is the girl's hair?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000131208.jpg,1,87,0.4927929630285867,-0.76953125,orange,1,16.0,0.14612327619727153,0.8194483718728035,,,,,,,,,,,,,,,,,,,,,,,,
355,color recognition,What color is the catcher's pants?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg,0,82,0.5003437469083858,-0.369140625,gray,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,color recognition,What color flowers are on the top right?,purple,http://images.cocodataset.org/train2014/COCO_train2014_000000262283.jpg,0,80,0.965287259367084,-0.29296875,pink,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,color recognition,What color is the cloth?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000524428.jpg,1,48,0.9427988282817287,-0.392578125,gray,1,15.0,0.04179182525722046,0.7835807040488099,,,,,,,,,,,,,,,,,,,,,,,,
358,color recognition,What color is the milk carton?,blue,http://images.cocodataset.org/train2014/COCO_train2014_000000000142.jpg,0,48,0.3389881570309903,-0.38671875,blue,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,color recognition,What color is the building?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000000149.jpg,0,43,0.2830043379477188,-0.671875,red,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,color recognition,What color is this girl's shirt?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000109986.jpg,0,44,0.29499396279348056,-0.1376953125,red,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,color recognition,What color is the girls hot dog?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000109986.jpg,0,55,0.399102000711968,-0.2275390625,red,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,color recognition,What color are the girl's lips?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000109986.jpg,0,76,0.4382756552527712,-0.2470703125,red,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,color recognition,What color is the school bus?,blue yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg,0,52,0.5060040245046318,-0.451171875,blue,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,color recognition,What color is the bus?,blue and yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000131225.jpg,0,114,0.35283586982612286,-0.3359375,blue,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,color recognition,What color are the stakes in the dirt?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262299.jpg,0,122,0.45107037311433273,-0.142578125,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,color recognition,What color shirt is the man standing in the background wearing?,yellow,http://images.cocodataset.org/train2014/COCO_train2014_000000262299.jpg,0,93,0.4958803284335293,-0.1748046875,yellow,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
