image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_7_entropy,cluster_8_entropy,cluster_9_entropy,cluster_10_n_points,cluster_10_avg_strength,cluster_10_entropy,cluster_11_n_points,cluster_11_avg_strength,cluster_11_entropy,cluster_12_n_points,cluster_12_avg_strength,cluster_13_n_points,cluster_13_avg_strength,cluster_14_n_points,cluster_14_avg_strength,cluster_12_entropy,cluster_13_entropy,cluster_14_entropy
210,other,What is the black thing he is wearing?,apron,http://images.cocodataset.org/train2014/COCO_train2014_000000393418.jpg,5,202,0.9968077686112407,-0.1424560546875,A,5,22.0,0.0019411462581951121,22.0,0.0019411462581951121,81.0,0.0019379874778955336,23.0,0.0019348656927767427,30.0,0.0019365514567408887,,,,,0.9940302114769565,0.9940302114769565,0.9679884922470297,0.8865408928220899,0.9967916319816366,,,,,,,,,,,,,,,,,,,,,,,,,,
211,other,What is the man doing in the picture?,cooking,http://images.cocodataset.org/train2014/COCO_train2014_000000393418.jpg,7,294,0.9774629513905874,-0.84814453125,The,7,23.0,0.003444165131997073,15.0,0.003150344958616841,28.0,0.0032197268490952347,75.0,0.0032727330301339074,15.0,0.003077513764699828,22.0,0.0033356974684323193,15.0,0.0032409881293070345,0.9982526816976661,0.9877812438119247,0.9743259280978502,0.9665678165880088,1.0,0.9209928791942417,0.9189900464321514,,,,,,,,,,,,,,,,,,,,,,,,
212,other,What is the cartoon man presenting to the cartoon woman?,ring,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg,4,209,0.9986544149380226,-1.6513671875,A,4,33.0,0.00225168191742008,28.0,0.002376829674879813,48.0,0.0022616627769831105,32.0,0.002319694346156742,,,,,,,0.8695090836243207,0.9508516318093154,0.9013717020633444,0.9380410260035945,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,other,What does the sign with the white arrow say?,one way,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg,0,263,0.85543149932384,-1.0556640625,One,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,other,"What is above the ""No Left Turn"" sign?",one way,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg,4,194,0.9991896154341279,-1.3779296875,A,4,42.0,0.0018409806331636188,39.0,0.0018281229526760218,20.0,0.0018383373332680284,33.0,0.001838931015597519,,,,,,,0.8804176416550936,0.8483595044217703,0.7298466991620975,0.9456603046006401,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,other,What is the sign says?,stop,http://images.cocodataset.org/train2014/COCO_train2014_000000393422.jpg,6,274,0.9991318276353942,-0.93505859375,The,6,43.0,0.0018967907294808667,41.0,0.0018961927424152303,32.0,0.0019188440278094375,10.0,0.0018919534989742422,15.0,0.0018881543955626466,24.0,0.001912017513866728,,,0.8613461021013987,0.9509227922403182,0.9025182662886329,0.9709505944546686,0.7835807040488099,0.7801071010409177,,,,,,,,,,,,,,,,,,,,,,,,,
216,other,What gender are both of the children likely to be?,female,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg,2,161,0.9940078071655036,-0.8310546875,Fem,2,292.0,0.0021922785338964576,123.0,0.00218337631470136,,,,,,,,,,,0.96674667177464,0.9298885716695091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,other,What is the one girl doing to the other girl's hair?,brushing,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg,1,248,0.9996149345285124,-0.8134765625,The,1,16.0,0.0017481846557474662,,,,,,,,,,,,,0.954434002924965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,other,Something new to wear with a men's shirt?,tie,http://images.cocodataset.org/train2014/COCO_train2014_000000448671.jpg,9,150,0.9930995741709521,-0.92626953125,Yes,9,18.0,0.002141985621572327,16.0,0.0021559531340394587,19.0,0.0021459221361216376,15.0,0.0021536101964643264,280.0,0.0021438699484270535,37.0,0.0021448107853843366,15.0,0.002138561328193289,1.0,1.0,0.9649618403823442,0.9967916319816366,0.9427606859590829,0.6997722217733069,0.9877812438119247,18.0,0.00214333731632721,16.0,0.0021412534535800993,,,0.9915323997298832,0.985056822321508,,,,,,,,,,,,,,,,
219,other,How much did they pay for the hot dogs?,1,http://images.cocodataset.org/train2014/COCO_train2014_000000393428.jpg,3,186,0.9932270143820516,-1.228515625,$,3,173.0,0.003096935707182839,18.0,0.0030595161502327936,8.0,0.0023698711163688438,,,,,,,,,0.972181929716528,0.9388201415867106,0.985056822321508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,other,What is in the man's hand?,tennis racket,http://images.cocodataset.org/train2014/COCO_train2014_000000554301.jpg,9,232,0.9799828341099582,-0.26953125,Tennis,9,15.0,0.00528648251650103,27.0,0.003929442642506385,16.0,0.004760689380699417,9.0,0.004969375598020197,8.0,0.0028313232164177814,15.0,0.003927562730836598,29.0,0.004139371023249257,0.9018972358711528,0.9593941740167473,0.9056390622295665,0.7642045065086203,0.985056822321508,0.9664572819896989,0.964741134868636,27.0,0.004371862763884589,12.0,0.0041620283050609564,,,0.977777592259756,0.9358932809493993,,,,,,,,,,,,,,,,
221,other,What silverware is on the table?,knife and fork,http://images.cocodataset.org/train2014/COCO_train2014_000000262359.jpg,3,228,0.9992969471532562,-0.79296875,F,3,18.0,0.0019336078002415618,15.0,0.0019092716772515946,118.0,0.0019451615038930995,,,,,,,,,0.9319131950454079,0.9446232142545791,0.9579030797782861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,other,What type of animal is it?,cat,http://images.cocodataset.org/train2014/COCO_train2014_000000393432.jpg,8,171,0.9947887922970644,-0.0252227783203125,Cat,8,19.0,0.0021561481294583773,25.0,0.002196114085995478,30.0,0.002166024131002494,27.0,0.0021757873494490936,116.0,0.0021775281557655474,121.0,0.002171079810731355,129.0,0.002170374215754776,0.9462035592964384,0.9801625908629509,0.9854256351542897,0.9863434644379612,0.9490597300920108,0.9464914801384364,0.9448987347079721,27.0,0.002189235007555836,,,,,0.7910606023808818,,,,,,,,,,,,,,,,,
223,other,What is the man standing on?,sand,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,10,90,0.9939896246545902,-0.251953125,Sand,10,23.0,0.002399602677064154,15.0,0.0023386513449701798,127.0,0.002811511389130353,11.0,0.002668476420062953,17.0,0.002636393631873068,11.0,0.0025337374674784083,40.0,0.0025748229224953267,0.9435232932310379,0.9473080736174853,0.9720820425475409,0.9940302114769565,0.932718552659954,0.9056185178648963,0.9372916291148631,12.0,0.0024763555470637207,7.0,0.0024842516537956875,44.0,0.002926353872131991,0.9358932809493993,0.863120568566631,0.9888078552842768,,,,,,,,,,,,,,,
224,other,What are these men standing in front of?,ocean,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,10,288,0.9982016319167579,-0.765625,Sur,10,16.0,0.0020147016526914315,17.0,0.001985988758210424,7.0,0.0019485260419794368,16.0,0.0019600820814619797,15.0,0.0019712825504989043,15.0,0.0019476832083305676,12.0,0.0019948818926672413,0.954434002924965,0.9437600120884535,0.9852281360342515,0.9414280318460245,0.7219280948873623,0.9189900464321514,0.9182958340544896,9.0,0.0019358835372463995,23.0,0.0019806132686660052,21.0,0.001979605532781488,0.9656336071428251,0.8539309314862881,0.7609029801617622,,,,,,,,,,,,,,,
225,other,What is the temperature outside?,cold,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,0,139,0.9962355649042461,-0.9853515625,Cold,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,other,What is lying on the ground?,surfboard,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,6,344,0.998000729810419,-0.286376953125,Sur,6,15.0,0.0020426152255352335,16.0,0.0020002373162917634,5.0,0.0019476887088298613,19.0,0.001990423484677486,26.0,0.002006756994636912,16.0,0.0019880536673842655,,,0.9182958340544896,0.8112781244591328,0.9709505944546686,0.9494520153879484,0.8345901684333654,0.9248008763572906,,,,,,,,,,,,,,,,,,,,,,,,,
227,other,What is flying in the air?,kites,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,9,246,0.9925686583478827,-0.12408447265625,K,9,22.0,0.0023060078207726422,18.0,0.0023146133633805566,147.0,0.0023160778352463544,28.0,0.0023067067732540454,28.0,0.002306216019384124,15.0,0.0023384312845340775,21.0,0.0023117778965765674,0.9262190370370645,0.9915323997298832,0.9164436347401385,0.9438809259956873,0.9397387539970584,0.9967916319816366,0.7865834126456139,16.0,0.002314231665926174,26.0,0.002320485631909532,,,0.949701216438411,0.9194324237704885,,,,,,,,,,,,,,,,
228,other,What brand of shoes is the skateboarder wearing?,none,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,2,120,0.997737006913485,-0.95361328125,N,2,18.0,0.002002871925217808,4.0,0.0019623784026239805,,,,,,,,,,,0.8527924884900406,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,other,What type of clouds are visible in this photo?,cumulus,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,0,46,0.998381214436476,-0.87841796875,C,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,other,What is the man doing?,standing,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,7,214,0.984393787600796,-0.5107421875,The,7,75.0,0.0030747951782184335,45.0,0.003280879502764602,29.0,0.003437916829581922,31.0,0.0031252049120476383,16.0,0.0028429703005918294,18.0,0.0028565451360781486,16.0,0.0029126766644080792,0.9305197288423352,0.9522144583225428,0.9118091828069348,0.9120989045142975,0.9886085007312413,0.937543317539375,0.9414280318460245,,,,,,,,,,,,,,,,,,,,,,,,
231,other,Is the person on the right male or female?,male,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,4,227,0.9207490474468522,-0.0053863525390625,Male,4,30.0,0.007776327872021653,16.0,0.006270842395244308,17.0,0.006115190747895506,46.0,0.005733431674767225,,,,,,,0.8974172849677701,0.9414280318460245,0.92026989330702,0.96608671684951,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,other,What object is painted on the surfboard?,star,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,0,175,0.9969634253638203,-0.79736328125,T,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,other,What does the train ride along?,tracks,http://images.cocodataset.org/train2014/COCO_train2014_000000165859.jpg,7,257,0.9985921618712076,-0.88037109375,Train,7,85.0,0.0019172985951919578,24.0,0.0019186136080485492,67.0,0.0019170327845547282,16.0,0.0019288702158157733,16.0,0.001909822229962356,34.0,0.0019055373566094205,16.0,0.0018922394737899719,0.6473021040826947,0.9553810531234105,0.8597807860268807,0.9886994082884974,0.5435644431995964,0.951208623061982,0.9463946303571862,,,,,,,,,,,,,,,,,,,,,,,,
234,other,What is turned on?,light,http://images.cocodataset.org/train2014/COCO_train2014_000000039288.jpg,9,91,0.9986031935143047,-0.55322265625,L,9,28.0,0.001891846280825429,275.0,0.001886306432197186,31.0,0.0018853614433130223,25.0,0.0018832759506031505,10.0,0.0018814239896290182,15.0,0.0018803951224211676,19.0,0.0018797256203146237,0.9143901321670581,0.8926338934650181,0.9870894389417636,0.931248557542997,0.8812908992306927,0.9877812438119246,0.9649618403823442,12.0,0.001876045820133435,15.0,0.0018803951224211672,,,0.9808340377961403,0.9654013672997089,,,,,,,,,,,,,,,,
235,other,What is the name of the yellow fruit pictured?,banana,http://images.cocodataset.org/train2014/COCO_train2014_000000039288.jpg,7,216,0.9921049863309321,-0.45458984375,Ban,7,51.0,0.0023864385709494416,81.0,0.0023510727093233505,99.0,0.002388308350893779,49.0,0.002394308818164124,24.0,0.002410606265364172,16.0,0.002502509749411174,17.0,0.002384829757224331,0.9014010565843118,0.9716150245143838,0.9339055278829534,0.9483990970746093,0.9745411476764105,1.0,0.9770358764490155,,,,,,,,,,,,,,,,,,,,,,,,
236,other,What shape are the plates?,round,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,5,210,0.9945765168545756,-0.248779296875,Round,5,79.0,0.002047242366368228,221.0,0.002044107880470729,52.0,0.00203998105041299,34.0,0.0020269006031981883,11.0,0.0020238674560179443,,,,,0.9407959679863787,0.8712140522318533,0.9818265185561118,0.945026432916223,0.9056185178648963,,,,,,,,,,,,,,,,,,,,,,,,,,
237,other,What indicates that this is for a party?,many plates,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,6,255,0.9988261054899727,-1.548828125,The,6,20.0,0.0018244040049020746,69.0,0.001828574673537027,85.0,0.0018293624645102267,44.0,0.001821891051727278,20.0,0.0018242989003966644,11.0,0.0018246142139128933,,,0.9763620978123273,0.8976560211188683,0.9383724247278328,0.8411519126954667,0.9835386311891134,0.9456603046006401,,,,,,,,,,,,,,,,,,,,,,,,,
238,other,What two utensils are next to the plate?,fork and knife,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,2,234,0.9996549636963373,-0.888671875,F,2,17.0,0.001873645931373498,26.0,0.0018454275811057978,,,,,,,,,,,0.8919296718389884,0.841235728886631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,other,How lucky is it that no one was walking on the sidewalk at that time?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000524520.jpg,0,127,0.9997097136999866,-1.0595703125,Very,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,other,What traffic light is on?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000524520.jpg,1,204,0.9900071891220583,-1.6298828125,Red,1,108.0,0.003423692878373322,,,,,,,,,,,,,0.9669750688625922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,other,What number does the battery have on his shirt?,11,http://images.cocodataset.org/train2014/COCO_train2014_000000524522.jpg,0,142,0.9912331398564661,-0.17626953125,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,other,What team is the batter from?,yankees,http://images.cocodataset.org/train2014/COCO_train2014_000000524522.jpg,7,104,0.9990993116599273,-2.07421875,The,7,244.0,0.001830245071519152,30.0,0.001825660128436451,111.0,0.0018246376287235366,42.0,0.0018286280618217056,25.0,0.0018284733135440318,24.0,0.0018338248323406345,27.0,0.0018257858774514775,0.9101998651739034,0.8541375180665481,0.9271558646931194,0.9163233080744829,0.9787029057127591,0.9862707094162991,0.8843105939874624,,,,,,,,,,,,,,,,,,,,,,,,
243,other,What objects are directly above the TV set?,pictures,http://images.cocodataset.org/train2014/COCO_train2014_000000131312.jpg,2,218,0.9948610960044845,-1.61328125,Pictures,2,23.0,0.003168482743965403,19.0,0.006077568474819654,,,,,,,,,,,0.9893838764999123,0.8743862973701078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,other,What print is this woman's dress?,dots,http://images.cocodataset.org/train2014/COCO_train2014_000000131315.jpg,1,228,0.9979023534624241,-1.033203125,Pol,1,17.0,0.0031537962020024173,,,,,,,,,,,,,0.8919296718389884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,other,What is on the handlebars?,bird,http://images.cocodataset.org/train2014/COCO_train2014_000000262389.jpg,7,233,0.9995180739815082,-1.4296875,Hel,7,15.0,0.0018321451940627475,6.0,0.0018252574301752939,18.0,0.001849173277006731,26.0,0.001855722539677493,25.0,0.0018459207218376543,31.0,0.001835533529523511,34.0,0.0018399445737588348,0.9709505944546686,0.0,0.8527924884900406,0.7793498372920851,0.8033437314357736,0.7088356733321961,0.8739810481273578,,,,,,,,,,,,,,,,,,,,,,,,
246,other,What bird is on the man's bike?,parrot,http://images.cocodataset.org/train2014/COCO_train2014_000000262389.jpg,5,206,0.9974009026677477,-0.230712890625,Par,5,15.0,0.0018445163571585226,11.0,0.0018481377631673712,16.0,0.00185920988143354,91.0,0.001850290753651704,22.0,0.0018489769934924552,,,,,0.9446232142545791,0.9940302114769565,0.9886994082884974,0.9394341123441695,0.9849226290193991,,,,,,,,,,,,,,,,,,,,,,,,,,
247,other,What is the fence made of?,metal,http://images.cocodataset.org/train2014/COCO_train2014_000000262393.jpg,5,269,0.9989579419601734,-0.257568359375,Metal,5,121.0,0.0019440535110504548,15.0,0.001888080582985026,19.0,0.001915258623656993,24.0,0.001913446675584048,37.0,0.0019415635347425455,,,,,0.9685922046103517,0.9473080736174851,0.9720048748581784,0.9807765320912628,0.986238261487513,,,,,,,,,,,,,,,,,,,,,,,,,,
248,other,What is the name of the street that starts with a color?,greenwich,http://images.cocodataset.org/train2014/COCO_train2014_000000000250.jpg,7,96,0.9775511159467087,-0.0855712890625,Green,7,174.0,0.0026963438447253863,42.0,0.002693785162869338,42.0,0.0026891228575917033,21.0,0.002675847140868946,135.0,0.002659224398210535,38.0,0.002665362152818173,37.0,0.0026666250455007236,0.883987670501877,0.8832403984108125,0.7254060683281442,0.931410723799767,0.8835154238422843,0.8937372840414128,0.9555424108064026,,,,,,,,,,,,,,,,,,,,,,,,
249,other,How can you tell the giraffe is in captivity?,fence,http://images.cocodataset.org/train2014/COCO_train2014_000000131323.jpg,5,323,0.9991699999588636,-1.3251953125,The,5,23.0,0.0019363258525083118,23.0,0.001946611780011676,23.0,0.001944483657079946,24.0,0.0019446166647631793,29.0,0.00194261237657101,,,,,0.9926387952545109,0.9321883810995899,0.941022554068431,0.9591479170272448,0.8890080606705109,,,,,,,,,,,,,,,,,,,,,,,,,,
250,other,What is the name of the store behind the lady?,pike place fish,http://images.cocodataset.org/train2014/COCO_train2014_000000262399.jpg,5,200,0.9993363500069693,-0.64990234375,P,5,15.0,0.00178888437845046,28.0,0.00179027709550534,151.0,0.0017908207339259548,39.0,0.0017910127950667288,19.0,0.0017918054648437937,,,,,0.8830374409547587,0.735406425268768,0.9121070094561866,0.9295868922159748,0.8314743880097293,,,,,,,,,,,,,,,,,,,,,,,,,,
251,other,What does the lady have in her mouth?,fish,http://images.cocodataset.org/train2014/COCO_train2014_000000262399.jpg,11,141,0.9989460455920744,-1.4990234375,A,11,59.0,0.0018141347324069404,22.0,0.0018139313405248257,22.0,0.0018139313405248257,12.0,0.0018135835109293272,16.0,0.0018140617766231378,2.0,0.0018097573853788438,35.0,0.0018135288519928916,0.759966225214106,0.8799053499499169,0.8799053499499169,0.8734790278701756,0.949701216438411,0.0,0.899110345273187,16.0,0.0018159748393983802,23.0,0.0018149975138501587,68.0,0.0018141461764514587,0.954434002924965,0.4262286569981449,0.7655794491775816,20.0,0.0018126269795417063,0.8173454221465103,,,,,,,,,,,,
252,other,What are the popsicle sticks used for?,labels,http://images.cocodataset.org/train2014/COCO_train2014_000000131330.jpg,1,30,0.998474706900491,-2.0703125,"
",1,536.0,0.0018914178455980578,,,,,,,,,,,,,0.936192141923435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,other,What is the structure in the background?,teepee,http://images.cocodataset.org/train2014/COCO_train2014_000000524547.jpg,0,1152,1.0000000000000069,-0.57373046875,T,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,other,What are these people doing?,snowboarding,http://images.cocodataset.org/train2014/COCO_train2014_000000524551.jpg,5,123,0.9992052346408351,-1.5869140625,The,5,176.0,0.0018206144538649876,18.0,0.0018170310407597068,158.0,0.001819486851760739,174.0,0.0018185210113386262,23.0,0.0018180755749168604,,,,,0.5144235566168708,0.8527924884900404,0.7934712969548932,0.771811437773928,0.7553754125614287,,,,,,,,,,,,,,,,,,,,,,,,,,
255,other,What is the white structure behind the ramp?,teepee,http://images.cocodataset.org/train2014/COCO_train2014_000000524551.jpg,0,84,0.9989612143621621,-0.353515625,Te,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,other,What is on the ground?,snow,http://images.cocodataset.org/train2014/COCO_train2014_000000393480.jpg,3,290,0.9276791160455501,-0.10003662109375,Snow,3,23.0,0.011600525386338096,16.0,0.0077297449496029555,18.0,0.009610525798883865,,,,,,,,,0.8950252083920532,0.9248008763572906,0.8826232641893706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,other,What is the man wearing?,shorts,http://images.cocodataset.org/train2014/COCO_train2014_000000131339.jpg,1,110,0.9991630002248557,-1.01171875,Short,1,78.0,0.0019453984531098483,,,,,,,,,,,,,0.9753996413318581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,other,What sport are they playing?,soccer,http://images.cocodataset.org/train2014/COCO_train2014_000000524557.jpg,11,262,0.9835080625949738,-0.030242919921875,Soccer,11,28.0,0.0024454405637970643,25.0,0.002448669028799854,20.0,0.002447476605796312,17.0,0.0024469722476071383,17.0,0.0024447009656956265,20.0,0.0024477605160352508,21.0,0.002448658213171704,0.9417346261113357,0.9224447258666204,0.9835386311891134,0.9127332405984697,0.8739810481273578,0.7219280948873623,0.9803153789223941,17.0,0.0024454357921964093,15.0,0.0024442778837709335,37.0,0.002444329038768942,0.9603948809345499,0.9967916319816366,0.9239236183829735,13.0,0.0024417154118707668,0.99473723787795,,,,,,,,,,,,
259,other,Color is the goaltenders shirt?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000524557.jpg,1,258,0.9237907008591345,-0.6123046875,Y,1,46.0,0.010172774747128464,,,,,,,,,,,,,0.9352219206904244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,other,Are they coworkers or best friends?,best friends,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,1,136,0.9987600355231637,-0.77685546875,Cow,1,16.0,0.0020974469953581733,,,,,,,,,,,,,0.954434002924965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,other,What is in the glass in the lower right?,wine,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,7,222,0.9993161442666216,-0.55224609375,W,7,34.0,0.0018475589067534267,51.0,0.0018449766643464395,29.0,0.0018380133507503742,150.0,0.0018517918890771008,20.0,0.0018611192329347063,17.0,0.0018545949250550336,19.0,0.0018383159502285609,0.9817720041379431,0.9618418438459436,0.9023829360554046,0.9264311507171143,0.9197173235750931,0.8702290979524684,0.9826301639446198,,,,,,,,,,,,,,,,,,,,,,,,
262,other,The wall is made out of?,brick,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,7,202,0.9926006505453564,-0.0267181396484375,Br,7,154.0,0.0023228112564131764,15.0,0.002298859531889858,55.0,0.0022968286955288657,17.0,0.0023170426016336193,58.0,0.0023324713393841766,21.0,0.002318836169737596,17.0,0.002294428363632974,0.957618664674355,1.0,0.9835121748754833,0.9967828263127351,0.9689441146718063,0.9454604967945989,0.9327185526599537,,,,,,,,,,,,,,,,,,,,,,,,
263,other,What does the sign in the background say?,no parking,http://images.cocodataset.org/train2014/COCO_train2014_000000262415.jpg,9,206,0.9932900293211263,-2.103515625,The,9,19.0,0.002330290469602664,15.0,0.0022943157259888427,16.0,0.0023032680806151684,19.0,0.0023099224162330743,15.0,0.002289959960463051,42.0,0.0023196844702599337,118.0,0.002302046215978391,0.9649618403823442,0.8830374409547587,0.8950145145731531,0.9494520153879484,0.9018972358711528,0.9082109162795012,0.975479363529732,25.0,0.0023272855204302155,101.0,0.0023171561263278175,,,0.9607709666679638,0.94036725971473,,,,,,,,,,,,,,,,
264,other,What is behind the mirror?,bus,http://images.cocodataset.org/train2014/COCO_train2014_000000262415.jpg,4,148,0.9975629780620571,-0.896484375,School,4,301.0,0.0019548330423557673,46.0,0.001953226831338961,10.0,0.001950438944466084,15.0,0.0019482696633371386,,,,,,,0.8669402243075117,0.8973867890167153,0.0,0.9664572819896989,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,other,How healthy does this meal look?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000393488.jpg,5,121,0.9832891525658406,-0.333740234375,Very,5,308.0,0.002816489953725561,58.0,0.0027612040587599064,20.0,0.0027091452571039384,44.0,0.0027650411565807533,23.0,0.0026426833501407387,,,,,0.9581929852221752,0.909243120091178,0.9463946303571862,0.953834721281586,0.9766815055062298,,,,,,,,,,,,,,,,,,,,,,,,,,
266,other,What meat is used in the main dish?,beef,http://images.cocodataset.org/train2014/COCO_train2014_000000393488.jpg,15,193,0.9671297819884779,-0.59716796875,Be,15,25.0,0.0032847094226067337,12.0,0.0032649990596200864,154.0,0.003286078224953531,15.0,0.003146887342486364,19.0,0.003308355522999714,26.0,0.0032295539705733418,34.0,0.0032797132394428536,0.9288984057992977,0.9182958340544896,0.9315353581206207,0.9543063494363562,0.8693978806749074,0.9575109456924428,0.9883017096837942,23.0,0.003299997546835008,18.0,0.0032361607422732126,35.0,0.003268223219323465,0.9876197168461962,1.0,0.9974552417883611,42.0,0.0032376832621331406,0.9875870290688521,45.0,0.0032956763421311134,0.9954266078557346,18.0,0.0032278018097089,15.0,0.0032858128017052234,17.0,0.0033205367909812035,0.9915323997298832,0.9967916319816366,0.9975025463691153
267,other,What is the man reaching for?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,5,230,0.9830428427063507,-1.1826171875,The,5,15.0,0.0027798923003185877,9.0,0.0028421868056478557,36.0,0.00309592951054509,15.0,0.0033711530793489684,37.0,0.0034234038293921554,,,,,0.9718495448242642,0.9057125980138372,0.9485239926088822,0.9189900464321514,0.9281707820615837,,,,,,,,,,,,,,,,,,,,,,,,,,
268,other,What language is the text on the sign?,english,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,6,257,0.9994333212803045,-0.150390625,English,6,27.0,0.0017882466539850914,18.0,0.0017984419028675618,25.0,0.0017862470696881445,41.0,0.001779368525375245,12.0,0.0017790544860410594,15.0,0.0017799720584404822,,,0.9863434644379612,0.9910760598382222,0.9470920204059348,0.7567494200078827,0.9808340377961403,0.9446232142545791,,,,,,,,,,,,,,,,,,,,,,,,,
269,other,What is the man holding?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,7,84,0.994440490887581,-0.78662109375,Phone,7,280.0,0.002212934815561484,85.0,0.0022127095629617274,24.0,0.0022155883098798337,85.0,0.0021942332418327984,56.0,0.0022114571211207354,29.0,0.0021968719427696458,28.0,0.0022052603379820864,0.8987603791739808,0.958921427290127,0.6567045482143385,0.9173178082226127,0.878154201921199,0.9705914245664364,0.9963070340085628,,,,,,,,,,,,,,,,,,,,,,,,
270,other,What does this phone case look like?,silver,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,5,297,0.9980620676906434,-1.2470703125,The,5,19.0,0.0018996612014242152,39.0,0.0019061106180455524,20.0,0.0018963495365992057,16.0,0.0018986823025029945,15.0,0.0018964756320534644,,,,,0.9892422967543257,0.942225394219632,0.9780451855744626,0.886859507142915,0.9602297178607612,,,,,,,,,,,,,,,,,,,,,,,,,,
