image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_0_entropy,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_3_n_points,cluster_3_avg_strength,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_10_n_points,cluster_10_avg_strength,cluster_11_n_points,cluster_11_avg_strength,cluster_1_entropy,cluster_2_entropy,cluster_3_entropy,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy,cluster_8_entropy,cluster_9_entropy,cluster_10_entropy,cluster_11_entropy,cluster_12_n_points,cluster_12_avg_strength,cluster_12_entropy,cluster_13_n_points,cluster_13_avg_strength,cluster_13_entropy
212,other,What is the cartoon man presenting to the cartoon woman?,ring,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg,8,218,0.9993639780254261,-1.483894944190979,A,8,20.0,0.0018314030904023094,0.9780451855744626,14.0,0.0018398535794952927,30.0,0.0018419664763016028,25.0,0.0018411161542024959,29.0,0.0018326808981544568,104.0,0.0018429644148362533,18.0,0.0018406555686193782,19.0,0.0018345474189356763,,,,,,,,,0.8920082108960956,0.9730533294331416,0.9249688113716502,0.9797175706304523,0.9706995267998971,0.9915323997298832,0.9656476401164373,,,,,,,,,,
213,other,What does the sign with the white arrow say?,one way,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg,4,248,0.981096327106226,-0.8613737225532532,One,4,27.0,0.0034076121540454122,0.9951546302172383,15.0,0.003955389799767936,17.0,0.003418870088805256,20.0,0.005231836524246003,,,,,,,,,,,,,,,,,0.9609640474436811,0.9936520348079905,0.8713688243068336,,,,,,,,,,,,,,
214,other,"What is above the ""No Left Turn"" sign?",one way,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg,5,275,0.997739109403932,-1.4161932468414307,Billboard,5,110.0,0.0018885405975180448,0.9606323402895476,37.0,0.0018761476497283717,56.0,0.0018975816180639992,16.0,0.001913314304004597,23.0,0.0018769661101485848,,,,,,,,,,,,,,,0.9524840581553867,0.9793708176906217,0.954434002924965,0.9741887370104049,,,,,,,,,,,,,
215,other,What is the sign says?,stop,http://images.cocodataset.org/train2014/COCO_train2014_000000393422.jpg,1,130,0.9815844769461478,-1.0024460554122925,Stop,1,319.0,0.003719153888791038,0.983752987152024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,other,What gender are both of the children likely to be?,female,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg,6,292,0.9959111612268327,-0.48584336042404175,Fem,6,18.0,0.0023310915430627315,0.9656336071428252,25.0,0.0022333474922025228,16.0,0.0021869806154503945,16.0,0.0022683470147409545,52.0,0.002348271110633079,23.0,0.0022871806204080593,,,,,,,,,,,,,0.9372765336772135,0.9681390622295665,0.985056822321508,0.9493882095177815,0.9926387952545109,,,,,,,,,,,,
217,other,What is the one girl doing to the other girl's hair?,brushing,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg,10,154,0.9626097578078631,-0.5665501356124878,The,10,16.0,0.00508873730054487,0.7743974703476992,15.0,0.0037870645777468904,55.0,0.004190342098061845,21.0,0.004073112522362333,43.0,0.004664196402063088,15.0,0.003549276310782883,61.0,0.004091646033555608,16.0,0.004193179583194217,21.0,0.004412724769504301,3.0,0.003708590158574955,,,,,0.9613833012053531,0.9813081494377555,0.9409256218900506,0.9812737679688848,1.0,0.9739180823931083,0.9528195311147832,0.9244658211275739,0.0,,,,,,,,
218,other,Something new to wear with a men's shirt?,tie,http://images.cocodataset.org/train2014/COCO_train2014_000000448671.jpg,9,142,0.9981125799699547,-0.4585719108581543,Yes,9,24.0,0.0020514024668564813,0.9444347946052617,15.0,0.0021001539938312495,58.0,0.00206385694059116,39.0,0.0020581044994425614,21.0,0.002148430010802079,85.0,0.0021086503372046393,39.0,0.002171021615944536,18.0,0.002052020905369637,37.0,0.0021725509548691387,,,,,,,0.9602297178607612,0.9817432549440607,0.9608410173803611,0.8907082013105603,0.9626309630966334,0.9538344698954355,0.9579945435450241,0.9941377481535838,,,,,,,,,
219,other,How much did they pay for the hot dogs?,1,http://images.cocodataset.org/train2014/COCO_train2014_000000393428.jpg,6,277,0.9992970298238116,-1.50449800491333,$,6,18.0,0.001947983822211173,0.8783471047618534,38.0,0.0019659512175352225,28.0,0.0018890176835568693,8.0,0.0018646656593293168,19.0,0.0018952280975270104,15.0,0.0018725938989700018,,,,,,,,,,,,,0.9749288157273484,0.9771025333884774,0.985056822321508,0.9732425514710831,0.9718495448242642,,,,,,,,,,,,
220,other,What is in the man's hand?,tennis racket,http://images.cocodataset.org/train2014/COCO_train2014_000000554301.jpg,13,155,0.997481941714624,-0.289237916469574,Tennis,13,88.0,0.002174585344548645,0.9776080649720137,17.0,0.002230776277898008,19.0,0.0022959130236676908,11.0,0.0023529686493883005,28.0,0.0022052123231277444,6.0,0.0019811739771682622,22.0,0.002169515416611279,26.0,0.0022525748790883722,10.0,0.0022643585275230436,17.0,0.002159083460036723,11.0,0.0022717956485444023,25.0,0.002120701673234297,0.8787419949064399,0.8597769141610625,0.8453509366224364,0.9278998884466353,1.0,0.9530005717699479,0.9147934626534964,0.8812908992306927,0.9519839065438831,0.9456603046006401,0.9719629156972361,14.0,0.0022354816915378236,0.8699155297736259,,,
221,other,What silverware is on the table?,knife and fork,http://images.cocodataset.org/train2014/COCO_train2014_000000262359.jpg,5,223,0.9973983260286354,-0.5906121730804443,F,5,56.0,0.0019797218197411333,0.957358003884601,77.0,0.0019702204102944373,88.0,0.001979247962755611,29.0,0.001974493265366839,15.0,0.0019557349489117905,,,,,,,,,,,,,,,0.9715140462868707,0.9621908965800772,0.9365895140018886,0.982798115178801,,,,,,,,,,,,,
222,other,What type of animal is it?,cat,http://images.cocodataset.org/train2014/COCO_train2014_000000393432.jpg,6,240,0.9972295919311662,-0.015283738262951374,Cat,6,15.0,0.002378783086082803,0.9500685975366211,49.0,0.0023524335719876215,16.0,0.0025196261739251157,21.0,0.0022882820455845795,18.0,0.002274445089157329,15.0,0.002196950809077288,,,,,,,,,,,,,0.9793468295542782,0.8387794678549646,0.9507271636456953,0.9736669121131954,0.9859247724121322,,,,,,,,,,,,
223,other,What is the man standing on?,sand,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,1,317,0.9956992312667435,-0.17968511581420898,Sand,1,18.0,0.0023470761263100553,0.872009434056298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,other,What are these men standing in front of?,ocean,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,4,319,0.9991107010353886,-0.8914170861244202,Sur,4,17.0,0.001960371937622892,0.9664022887695614,33.0,0.0020379677243686977,21.0,0.0019873843175474727,15.0,0.0019458624325685491,,,,,,,,,,,,,,,,,0.8981453887957246,0.9849500113113598,0.9543063494363562,,,,,,,,,,,,,,
225,other,What is the temperature outside?,cold,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,7,203,0.9938743300508851,-0.9625611305236816,Cold,7,20.0,0.002546174323750229,1.0,30.0,0.002843567398021452,82.0,0.0026035897427761218,90.0,0.0027050506850124986,16.0,0.002474974340010503,16.0,0.00261901361475483,18.0,0.002610463157131663,,,,,,,,,,,0.9286028014534383,0.9831927481473963,0.9769321671271118,0.9618974703476992,0.985056822321508,0.9206250851407773,,,,,,,,,,,
226,other,What is lying on the ground?,surfboard,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,8,224,0.9993412710378538,-0.3811224102973938,Sur,8,23.0,0.0019355285625724205,0.9718864326999251,24.0,0.0020563221298888295,18.0,0.0019183708565307818,5.0,0.001851609826505895,15.0,0.0019520933571365894,37.0,0.001948767047947505,11.0,0.0019296640550126758,16.0,0.0019096812376702228,,,,,,,,,0.9642934129442273,0.9955380299191111,0.9709505944546686,1.0,0.9604577391067886,0.9056185178648963,0.9618974703476992,,,,,,,,,,
227,other,What is flying in the air?,kites,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,2,337,0.9989505458102489,-0.14447644352912903,K,2,160.0,0.0019826892139468235,0.9792689556982694,24.0,0.0019945367961442598,,,,,,,,,,,,,,,,,,,,,0.9795739585136223,,,,,,,,,,,,,,,,
228,other,What brand of shoes is the skateboarder wearing?,none,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,4,223,0.9987651470291824,-1.0143624544143677,N,4,16.0,0.0020966105333663325,0.9248008763572907,25.0,0.002037114043418138,23.0,0.00205444160557012,22.0,0.002258551266198922,,,,,,,,,,,,,,,,,0.9612922645609548,0.9484695748748555,0.8383685150260662,,,,,,,,,,,,,,
229,other,What type of clouds are visible in this photo?,cumulus,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,3,281,0.9947649995933437,-0.9486436247825623,C,3,18.0,0.00287093113313138,0.9342064019134054,19.0,0.002516056098076205,42.0,0.0023431445624991767,,,,,,,,,,,,,,,,,,,0.9418071986717287,0.987384469573918,,,,,,,,,,,,,,,
230,other,What is the man doing?,standing,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,7,247,0.9942214046752101,-0.6132104992866516,The,7,37.0,0.0026544430375610596,0.9334676731527766,8.0,0.0025708632613750467,23.0,0.003188563451555006,24.0,0.003099875856999452,16.0,0.002672589912480069,17.0,0.0025193496730081776,19.0,0.0026147729743333584,,,,,,,,,,,0.954434002924965,0.9932927654933185,0.8920795639257109,0.9056390622295665,0.9856676426534905,0.9279081769370418,,,,,,,,,,,
231,other,Is the person on the right male or female?,male,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,4,195,0.9955112487339476,-0.004398408345878124,Male,4,102.0,0.0022862411102133953,0.9707503618220846,29.0,0.0023258229663575313,19.0,0.0022079988886020475,30.0,0.0022144389276660165,,,,,,,,,,,,,,,,,0.8990660057201914,0.9863924063933985,0.981436625418185,,,,,,,,,,,,,,
232,other,What object is painted on the surfboard?,star,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,12,151,0.9926668457526822,-0.37937870621681213,T,12,43.0,0.0025802520232232843,0.9897576653599951,73.0,0.002992009534242123,11.0,0.002570827702661062,11.0,0.0024701663885116558,9.0,0.002522380032448235,7.0,0.002565273621389236,31.0,0.0025069587978531374,8.0,0.0025801240473209367,2.0,0.002374163045951623,8.0,0.002409846097010501,10.0,0.002538650520219752,15.0,0.002629580829806859,0.940015728085516,0.9431887805255736,0.9681300137657637,0.9656336071428251,0.9852281360342515,0.9790777081558828,1.0,0.0,0.985056822321508,0.9602297178607612,0.982798115178801,,,,,,
233,other,What does the train ride along?,tracks,http://images.cocodataset.org/train2014/COCO_train2014_000000165859.jpg,2,274,0.9990713837771805,-0.9582738280296326,Train,2,15.0,0.002001037210626592,0.982798115178801,131.0,0.002133801435245299,,,,,,,,,,,,,,,,,,,,,0.9757132154167828,,,,,,,,,,,,,,,,
234,other,What is turned on?,light,http://images.cocodataset.org/train2014/COCO_train2014_000000039288.jpg,10,93,0.9984102482855635,-0.433454692363739,L,10,48.0,0.0019093664666709126,0.9657350729774723,52.0,0.0019056187309731824,24.0,0.0018953952434120252,18.0,0.0018984897529186458,63.0,0.0019010435089534868,145.0,0.0019023617390913903,13.0,0.001903396559217705,16.0,0.0019053134105860017,8.0,0.001893661498884118,24.0,0.001911090370274304,,,,,0.9859295712758741,0.9776902310822042,0.9955380299191111,0.978220348716783,0.9807027584273191,0.8956403056385981,0.9965119062478288,0.954434002924965,0.9745411476764105,,,,,,,,
235,other,What is the name of the yellow fruit pictured?,banana,http://images.cocodataset.org/train2014/COCO_train2014_000000039288.jpg,4,315,0.9977696493616542,-0.7792483568191528,Ban,4,31.0,0.0021889345979771288,0.9794708216161814,15.0,0.002116666268120886,15.0,0.0022270935564808235,15.0,0.0024279043692680144,,,,,,,,,,,,,,,,,0.9949490477321437,1.0,0.9182958340544896,,,,,,,,,,,,,,
236,other,What shape are the plates?,round,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,2,108,0.9990114197103966,-0.22695431113243103,Round,2,16.0,0.0019640773635352677,0.9755307720176266,399.0,0.0019719692481501043,,,,,,,,,,,,,,,,,,,,,0.9768282691159053,,,,,,,,,,,,,,,,
237,other,What indicates that this is for a party?,many plates,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,9,239,0.9993445059492443,-1.1934651136398315,The,9,16.0,0.0018453218933787584,0.9414280318460244,45.0,0.0018629350288763998,16.0,0.001843455337714467,27.0,0.0018477797698533331,15.0,0.001875774242169407,16.0,0.0018672566023640173,15.0,0.0018520932759666872,15.0,0.0018517537451753332,16.0,0.0018656933721094412,,,,,,,0.9490932462689142,0.9414280318460245,0.9743163353697013,0.7835807040488099,0.9320201587042914,0.9654013672997089,0.9654013672997089,0.8950145145731531,,,,,,,,,
238,other,What two utensils are next to the plate?,fork and knife,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,4,204,0.9975035604810579,-0.8538505434989929,F,4,17.0,0.001915335162250588,0.9967828263127351,264.0,0.0019184199013951061,17.0,0.0019145625947067045,37.0,0.0019119758833825683,,,,,,,,,,,,,,,,,0.9874401817810362,0.9770358764490155,0.9902507729536278,,,,,,,,,,,,,,
239,other,How lucky is it that no one was walking on the sidewalk at that time?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000524520.jpg,9,168,0.9965828520708498,-0.8938307166099548,Very,9,27.0,0.0021324969277609204,0.9765154326329551,18.0,0.0022169308533385584,60.0,0.002211893956915315,30.0,0.0022198494363824548,119.0,0.00223981833306045,35.0,0.002230690446502009,15.0,0.002189697310197699,8.0,0.002143732130445982,21.0,0.0022236278865492265,,,,,,,0.9915323997298832,0.9486108113491777,0.9450887699778394,0.9783327578340815,0.9737828754457829,0.9500685975366211,0.954434002924965,0.9517619850443704,,,,,,,,,
240,other,What traffic light is on?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000524520.jpg,2,266,0.9826451680465839,-1.2691251039505005,Red,2,41.0,0.004085400878956016,0.9899896736889607,16.0,0.004222946669018557,,,,,,,,,,,,,,,,,,,,,0.9248008763572906,,,,,,,,,,,,,,,,
241,other,What number does the battery have on his shirt?,11,http://images.cocodataset.org/train2014/COCO_train2014_000000524522.jpg,7,157,0.9986741802204544,-0.15393859148025513,,7,157.0,0.0019585595021065477,0.9769649200393896,50.0,0.0019877021191198876,15.0,0.0019451593410150414,29.0,0.001966404085636961,17.0,0.0019708368892802767,15.0,0.001965894350625515,15.0,0.0019410499201735945,,,,,,,,,,,0.970596337030723,0.9543063494363562,0.9725650377082804,0.8787419949064401,0.9500685975366211,0.9664572819896988,,,,,,,,,,,
242,other,What team is the batter from?,yankees,http://images.cocodataset.org/train2014/COCO_train2014_000000524522.jpg,4,234,0.9992722262584922,-1.9551703929901123,San,4,62.0,0.001900212568913517,0.9788570292341863,15.0,0.0018957042425962495,32.0,0.0019124432177548057,28.0,0.0019718617593375365,,,,,,,,,,,,,,,,,0.982798115178801,0.9465059592732575,0.8936914553520411,,,,,,,,,,,,,,
243,other,What objects are directly above the TV set?,pictures,http://images.cocodataset.org/train2014/COCO_train2014_000000131312.jpg,8,295,0.9920254861783122,-1.7201632261276245,Pictures,8,17.0,0.0026016530856871212,0.9507532012507529,26.0,0.002651358344654108,4.0,0.002487589136972906,15.0,0.002831552651625353,17.0,0.0025069557574645116,15.0,0.002448382898839712,15.0,0.0025403595080661346,15.0,0.0027100740090681827,,,,,,,,,0.982565040412523,0.0,0.9967916319816366,0.9503435562077924,0.9859247724121322,0.9446232142545791,0.9018972358711528,,,,,,,,,,
244,other,What print is this woman's dress?,dots,http://images.cocodataset.org/train2014/COCO_train2014_000000131315.jpg,8,291,0.9940972168824886,-1.1707024574279785,St,8,16.0,0.0020247903310556883,0.9886994082884974,22.0,0.0020054962155218094,75.0,0.002013441121292599,18.0,0.0019966738978921426,27.0,0.0020037925825167114,27.0,0.002007391719633126,16.0,0.0020100177952468547,16.0,0.002009923627179495,,,,,,,,,0.9849226290193991,0.9514790376931122,0.9101415926479804,0.9637298207225217,0.9531154893608909,0.9463946303571862,0.886859507142915,,,,,,,,,,
245,other,What is on the handlebars?,bird,http://images.cocodataset.org/train2014/COCO_train2014_000000262389.jpg,3,141,0.9978679220289817,-1.2227414846420288,Hel,3,326.0,0.0022528071310640146,0.9857785892067737,10.0,0.0021986609539001523,12.0,0.002157422285847081,,,,,,,,,,,,,,,,,,,0.9709505944546686,0.9358932809493993,,,,,,,,,,,,,,,
246,other,What bird is on the man's bike?,parrot,http://images.cocodataset.org/train2014/COCO_train2014_000000262389.jpg,8,314,0.9992433711950982,-0.12581157684326172,Par,8,16.0,0.0019476404572254659,0.8957541375001011,19.0,0.001909106201108687,15.0,0.001913068655747288,17.0,0.0019265197600834038,16.0,0.0018976370399493214,15.0,0.0019029885364886929,27.0,0.0019566313174403075,12.0,0.0019117224979456008,,,,,,,,,0.968715212846104,0.944623214254579,0.903881788208597,0.9822177815287605,0.9949490477321437,0.9683688186345034,0.9463946303571862,,,,,,,,,,
247,other,What is the fence made of?,metal,http://images.cocodataset.org/train2014/COCO_train2014_000000262393.jpg,5,103,0.9983339793035279,-0.31888940930366516,Metal,5,285.0,0.0021074953821216443,0.9828177179054868,8.0,0.002055776659795714,15.0,0.0020425440156505124,49.0,0.0020769453036732573,10.0,0.0020397799425602293,,,,,,,,,,,,,,,1.0,0.9664572819896989,0.9638175835497782,0.9372305632161296,,,,,,,,,,,,,
248,other,What is the name of the street that starts with a color?,greenwich,http://images.cocodataset.org/train2014/COCO_train2014_000000000250.jpg,2,277,0.9928533509017581,-0.07032617181539536,Green,2,15.0,0.0024184763426506567,0.9161314485121342,22.0,0.002591786669094587,,,,,,,,,,,,,,,,,,,,,0.9643787017331664,,,,,,,,,,,,,,,,
249,other,How can you tell the giraffe is in captivity?,fence,http://images.cocodataset.org/train2014/COCO_train2014_000000131323.jpg,6,331,0.9988327832694349,-1.2986387014389038,The,6,18.0,0.002031985810705997,0.9435794406736079,13.0,0.001984862272933437,11.0,0.00203542235666031,25.0,0.0020358273890933995,28.0,0.00199035383740237,23.0,0.0020250615432289717,,,,,,,,,,,,,0.9629470156266078,0.8453509366224364,0.9551541663346148,0.9278998884466353,0.9321883810995899,,,,,,,,,,,,
250,other,What is the name of the store behind the lady?,pike place fish,http://images.cocodataset.org/train2014/COCO_train2014_000000262399.jpg,6,235,0.9981651010381914,-0.6259305477142334,P,6,18.0,0.002706874464642588,0.9656336071428252,19.0,0.0025022620335678524,26.0,0.0025995594588942455,14.0,0.0023058830609508324,26.0,0.0029665810979741802,18.0,0.002758041835293635,,,,,,,,,,,,,0.94841021822029,0.9020756323913421,0.9211854965885542,0.9162116854111507,0.8588801260706667,,,,,,,,,,,,
251,other,What does the lady have in her mouth?,fish,http://images.cocodataset.org/train2014/COCO_train2014_000000262399.jpg,5,175,0.9988142089132287,-1.691676139831543,A,5,15.0,0.0018893119003274422,0.9609640474436811,16.0,0.0018965382587746084,179.0,0.0019025169580852031,18.0,0.001886176146021752,8.0,0.0018853274330002717,,,,,,,,,,,,,,,0.9528195311147832,0.9781440649308788,0.9649450424307694,1.0,,,,,,,,,,,,,
252,other,What are the popsicle sticks used for?,labels,http://images.cocodataset.org/train2014/COCO_train2014_000000131330.jpg,4,215,0.9985326148897293,-1.9836101531982422,Ident,4,48.0,0.0018361487934986022,0.9686420845771988,86.0,0.0018340622264726627,31.0,0.0018411610042315658,16.0,0.0018258768121678101,,,,,,,,,,,,,,,,,0.9807978532963956,0.9391415609170413,0.9618974703476992,,,,,,,,,,,,,,
253,other,What is the structure in the background?,teepee,http://images.cocodataset.org/train2014/COCO_train2014_000000524547.jpg,9,233,0.9950223835974673,-0.5827150940895081,T,9,17.0,0.0022727914608472836,0.9967828263127351,15.0,0.002308817045324281,21.0,0.0023055366552560837,19.0,0.0022824774613643983,47.0,0.002230328520142615,78.0,0.002244587268464631,22.0,0.0021977972350857755,17.0,0.00219855951175294,20.0,0.0022636365462065876,,,,,,,0.9967916319816366,0.9937866610055328,0.9894975386227151,0.9769940718590234,0.9884603627273917,0.995226686335856,0.9595784770480079,0.9416915491145067,,,,,,,,,
254,other,What are these people doing?,snowboarding,http://images.cocodataset.org/train2014/COCO_train2014_000000524551.jpg,12,158,0.9914266262575987,-1.6671597957611084,Snow,12,18.0,0.0029391124284028486,0.9656336071428251,20.0,0.0029865114051864454,18.0,0.002880446792879045,37.0,0.0028689895085271346,96.0,0.0028482866795579032,19.0,0.0028949299184389834,12.0,0.0026200066000082543,26.0,0.0029792412977099622,33.0,0.0025757061671653576,13.0,0.0027598095292105853,99.0,0.003006469940023277,39.0,0.0030423602588491683,0.9976834773764093,0.9758159039662214,0.96547114339208,0.9684639101401115,0.9119149038015315,0.9808340377961404,0.9892410142019504,0.9654471232646913,0.8956403056385981,0.9663249419601048,0.9618691046313586,,,,,,
255,other,What is the white structure behind the ramp?,teepee,http://images.cocodataset.org/train2014/COCO_train2014_000000524551.jpg,5,229,0.9986294659719661,-0.3817112147808075,Te,5,184.0,0.0021328996806238938,0.9859178253862088,18.0,0.0020221880968179983,15.0,0.002102470156644853,17.0,0.001998737355966556,37.0,0.0020772717850561,,,,,,,,,,,,,,,0.9375433175393748,0.9189900464321514,0.9719977955078913,0.9589730811213784,,,,,,,,,,,,,
256,other,What is on the ground?,snow,http://images.cocodataset.org/train2014/COCO_train2014_000000393480.jpg,1,309,0.9973687587259749,-0.06353937834501266,Snow,1,30.0,0.002719741772479302,0.8977939257449984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,other,What is the man wearing?,shorts,http://images.cocodataset.org/train2014/COCO_train2014_000000131339.jpg,1,236,0.998414633710367,-0.9679453372955322,Short,1,27.0,0.002208372373461428,0.9425559093157337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,other,What sport are they playing?,soccer,http://images.cocodataset.org/train2014/COCO_train2014_000000524557.jpg,5,268,0.9865015192697904,-0.02428290992975235,Soccer,5,20.0,0.0026555929595293596,1.0,30.0,0.002681021781972206,22.0,0.0026442565931724693,43.0,0.0026905652562266087,17.0,0.0028018946653026147,,,,,,,,,,,,,,,0.9740853231175152,0.9513590473032969,0.9609990990172882,0.8726389366057714,,,,,,,,,,,,,
259,other,Color is the goaltenders shirt?,white,http://images.cocodataset.org/train2014/COCO_train2014_000000524557.jpg,2,210,0.9271625605725524,-0.4436805844306946,Y,2,60.0,0.013873590303332423,0.9427448770193387,15.0,0.009245394186497906,,,,,,,,,,,,,,,,,,,,,0.9949490477321437,,,,,,,,,,,,,,,,
260,other,Are they coworkers or best friends?,best friends,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,8,154,0.9975052560831812,-0.666093647480011,Cow,8,74.0,0.002050330725912765,0.9784081940184227,46.0,0.002026490791544855,20.0,0.002021297830772308,20.0,0.0020226737666888496,40.0,0.002022781300947042,12.0,0.002019775760457748,15.0,0.002025194795422894,6.0,0.002008554307419048,,,,,,,,,0.9883551217975578,1.0,0.9921503172858166,0.9765225384543693,1.0,0.9609640474436811,0.9182958340544896,,,,,,,,,,
261,other,What is in the glass in the lower right?,wine,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,4,228,0.9996036445822669,-0.5067470073699951,W,4,37.0,0.0018081732570028684,0.9887640435424178,28.0,0.0018077062934650355,200.0,0.001807168537237344,15.0,0.0017991789560139137,,,,,,,,,,,,,,,,,0.9511036173003944,0.9757702114939979,0.9543063494363562,,,,,,,,,,,,,,
262,other,The wall is made out of?,brick,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg,2,289,0.9957910711931719,-0.018756315112113953,Br,2,15.0,0.0020500059461571636,1.0,16.0,0.0020536660946525826,,,,,,,,,,,,,,,,,,,,,0.9954133073923868,,,,,,,,,,,,,,,,
263,other,What does the sign in the background say?,no parking,http://images.cocodataset.org/train2014/COCO_train2014_000000262415.jpg,7,202,0.9972822569384068,-2.3530924320220947,The,7,34.0,0.0022226867907578084,0.9520470987133598,44.0,0.002268025817237075,16.0,0.00221016124049955,36.0,0.0021962722209746014,66.0,0.0024007980652185506,22.0,0.00225097830743704,15.0,0.002267509062254217,,,,,,,,,,,0.950406494385812,0.9618974703476992,0.9846771176582444,0.9436217333859338,0.9666425652015439,0.9877812438119246,,,,,,,,,,,
264,other,What is behind the mirror?,bus,http://images.cocodataset.org/train2014/COCO_train2014_000000262415.jpg,3,293,0.9979804645481483,-0.9135974645614624,School,3,37.0,0.002135402795163449,0.9739883444851981,57.0,0.0023125408797319267,16.0,0.002138001150542474,,,,,,,,,,,,,,,,,,,0.9787664348858497,0.9618974703476992,,,,,,,,,,,,,,,
265,other,How healthy does this meal look?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000393488.jpg,6,165,0.9979104776728874,-0.26458078622817993,Very,6,21.0,0.002072442372726533,0.9763945235672327,157.0,0.0020920958874082658,71.0,0.0021167784875304936,15.0,0.002160560123791864,16.0,0.0021002356923541356,26.0,0.0020783610359127974,,,,,,,,,,,,,0.9820183666012876,0.9717756729456262,0.9967916319816366,0.875,0.9295213490544723,,,,,,,,,,,,
266,other,What meat is used in the main dish?,beef,http://images.cocodataset.org/train2014/COCO_train2014_000000393488.jpg,6,185,0.9981697250247289,-0.3542903959751129,Be,6,51.0,0.00204346735928814,0.9506471248002003,181.0,0.0020636466335430723,16.0,0.0020694964231289053,22.0,0.002077882373786784,43.0,0.002084302031120272,55.0,0.0020859782294410036,,,,,,,,,,,,,0.9834145707033171,0.886859507142915,0.9389433656943027,0.9723142174148802,0.9657524894739749,,,,,,,,,,,,
267,other,What is the man reaching for?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,5,229,0.9939330772883086,-0.8088328838348389,The,5,37.0,0.0023895199981955584,0.9814950788891824,18.0,0.002416122496084086,31.0,0.002674869273376675,24.0,0.002597576694462041,37.0,0.0028330831223283078,,,,,,,,,,,,,,,0.9941181381188445,0.9679315953057996,0.8890357678451779,0.9521416308533424,,,,,,,,,,,,,
268,other,What language is the text on the sign?,english,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,7,215,0.999023274483242,-0.09699317812919617,English,7,66.0,0.0019385942869776644,0.949236483025071,23.0,0.0019364540251623305,15.0,0.0019561218968951436,38.0,0.0019347819220169118,15.0,0.0019127246876204068,11.0,0.0019081013684955324,15.0,0.001897463688097318,,,,,,,,,,,0.9160773047093677,0.7835807040488099,0.9802851003502316,0.9543063494363562,0.9713067383178076,0.9859247724121322,,,,,,,,,,,
269,other,What is the man holding?,phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg,9,221,0.991880823831589,-0.8324583768844604,Phone,9,60.0,0.002725318900340124,0.969960528307206,32.0,0.0031141387573856484,16.0,0.0029170357170929216,35.0,0.00350858263483029,16.0,0.003097867878718695,40.0,0.003173950435076421,11.0,0.0029928842745276444,17.0,0.002811338222095965,15.0,0.002935499259691492,,,,,,,0.9498938332381361,0.8980898459737487,0.9158089756158103,0.985056822321508,0.9834767071059948,0.9940302114769565,0.9771236998460402,1.0,,,,,,,,,
