image_id,question_type,question,ground_truth,image_url,n_clusters,n_noise,attention_entropy,token_confidence,predicted_token,cluster_count,cluster_0_n_points,cluster_0_avg_strength,cluster_1_n_points,cluster_1_avg_strength,cluster_2_n_points,cluster_2_avg_strength,cluster_0_entropy,cluster_1_entropy,cluster_2_entropy,cluster_3_n_points,cluster_3_avg_strength,cluster_4_n_points,cluster_4_avg_strength,cluster_5_n_points,cluster_5_avg_strength,cluster_6_n_points,cluster_6_avg_strength,cluster_7_n_points,cluster_7_avg_strength,cluster_8_n_points,cluster_8_avg_strength,cluster_9_n_points,cluster_9_avg_strength,cluster_10_n_points,cluster_10_avg_strength,cluster_11_n_points,cluster_11_avg_strength,cluster_3_entropy,cluster_4_entropy,cluster_5_entropy,cluster_6_entropy,cluster_7_entropy,cluster_8_entropy,cluster_9_entropy,cluster_10_entropy,cluster_11_entropy,cluster_12_n_points,cluster_12_avg_strength,cluster_13_n_points,cluster_13_avg_strength,cluster_12_entropy,cluster_13_entropy
189,other,What ICING IS USED ON THIS CAKE?,vanilla,http://images.cocodataset.org/train2014/COCO_train2014_000000262308.jpg,5,277,0.9987897145295266,-1.4554846286773682,Van,5,16.0,0.002010666188438154,95.0,0.0020258519196547677,15.0,0.0019853296989497267,0.875,0.9691345640747003,0.9609640474436811,15.0,0.0019780502954686962,16.0,0.002053819852127189,,,,,,,,,,,,,,,0.944623214254579,0.8620485698650454,,,,,,,,,,,,,
190,other,What is the figure on the cupcake?,soldier,http://images.cocodataset.org/train2014/COCO_train2014_000000262308.jpg,9,250,0.9889292650168211,-0.9037292003631592,Sold,9,30.0,0.002777204071861726,12.0,0.0026583301551209837,19.0,0.002731429902808612,0.9645574599350535,1.0,0.9892422967543257,9.0,0.002672087807995656,58.0,0.0027796411973198976,56.0,0.002920597613957613,46.0,0.002800314257420857,34.0,0.0028018515902240725,9.0,0.002820970816423079,,,,,,,0.9910760598382222,0.9721510085112305,0.9673049929681166,0.9550823466427757,0.9598263543421176,0.7642045065086203,,,,,,,,,
191,other,What flavor is the cupcake?,vanilla,http://images.cocodataset.org/train2014/COCO_train2014_000000262308.jpg,6,195,0.9937389844328735,-0.6003377437591553,Ch,6,30.0,0.0024060298966139607,32.0,0.002300069772829399,25.0,0.0023683764031501436,0.9272055711883544,0.9893796874098554,0.8921203485466429,36.0,0.0022518476818324897,18.0,0.0022590991301908903,9.0,0.0022200600694558485,,,,,,,,,,,,,0.9884230482327897,0.9941181381188445,1.0,,,,,,,,,,,,
192,other,What is the woman doing?,cutting tie,http://images.cocodataset.org/train2014/COCO_train2014_000000000165.jpg,6,306,0.9826092417663806,-0.7419081330299377,The,6,16.0,0.003279074539778771,21.0,0.003197569687091658,23.0,0.002855045562976322,0.9463946303571862,0.9751060324573733,0.9643533288260141,15.0,0.002874000900419916,16.0,0.002837212371268207,17.0,0.0032606879115477344,,,,,,,,,,,,,0.9543063494363562,0.9592101522724052,0.9878171319090819,,,,,,,,,,,,
193,other,What room is this?,living room,http://images.cocodataset.org/train2014/COCO_train2014_000000415089.jpg,8,165,0.9988530919270892,-0.27810415625572205,Living,8,94.0,0.0019710089617786357,11.0,0.00191349936444435,43.0,0.0019241241239194937,0.9683553999124869,0.9431887805255736,0.9777050984176259,24.0,0.0019729760049026863,35.0,0.001923503574586755,16.0,0.0019070988574980082,38.0,0.001925800346195889,17.0,0.00197429924238356,,,,,,,,,0.8936586862414604,0.9705180867246013,0.9592101522724052,0.9664276767886498,0.9603948809345499,,,,,,,,,,
194,other,What is the boy doing?,herding,http://images.cocodataset.org/train2014/COCO_train2014_000000131245.jpg,5,270,0.9853436104578673,-0.5420791506767273,The,5,25.0,0.003845865647533793,15.0,0.0035900576398489284,2.0,0.002342059878888726,0.9551541663346148,0.8830374409547587,0.0,21.0,0.00306030141897693,20.0,0.003275090157247256,,,,,,,,,,,,,,,0.96279369278381,0.9927376486136672,,,,,,,,,,,,,
195,other,What animal is on the walls?,fish,http://images.cocodataset.org/train2014/COCO_train2014_000000393394.jpg,2,300,0.992496785402509,-0.6983914971351624,Fish,2,15.0,0.003221572917583556,9.0,0.0035230765599948855,,,0.9949490477321437,0.9910760598382222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,other,Sunny or overcast?,overcast,http://images.cocodataset.org/train2014/COCO_train2014_000000393396.jpg,4,243,0.9945046301314796,-0.19004079699516296,Over,4,39.0,0.001968026618147232,16.0,0.001965175429911752,38.0,0.001991678342885061,0.977903853995925,0.9618974703476992,0.9251280850490593,20.0,0.001964702703237251,,,,,,,,,,,,,,,,,0.9596390821693784,,,,,,,,,,,,,,
197,other,What is the color of the roof shingles?,gray,http://images.cocodataset.org/train2014/COCO_train2014_000000393396.jpg,1,311,0.9978518178568787,-0.7176325917243958,Brown,1,16.0,0.0023748027801445398,,,,,0.9042492561839792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,other,What symbol sits atop the tower?,cross,http://images.cocodataset.org/train2014/COCO_train2014_000000393396.jpg,3,283,0.994772618875398,-0.15923042595386505,Cross,3,26.0,0.002489465966247051,22.0,0.0024010818461647847,18.0,0.003113729728712235,0.941231701051615,0.9428673519422247,0.9910760598382222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,other,What is the grate for?,toaster oven,http://images.cocodataset.org/train2014/COCO_train2014_000000524471.jpg,8,256,0.9987462103244834,-1.7872402667999268,Cook,8,62.0,0.0019489107243681047,42.0,0.0019577591304980597,35.0,0.0019549963928939275,0.969895992992774,0.9724778001261087,0.9654088223310497,26.0,0.0019326194504241745,15.0,0.0019420880743365792,29.0,0.0019414198391178555,47.0,0.001969530289545904,16.0,0.001943583899725992,,,,,,,,,0.9870271094132725,1.0,0.9774277505035682,0.9779508796518873,0.985056822321508,,,,,,,,,,
200,other,What time is it?,11:55,http://images.cocodataset.org/train2014/COCO_train2014_000000262329.jpg,4,348,0.9992293475935727,-0.22700060904026031,,4,40.0,0.0019012531982342622,23.0,0.0018974108062089095,18.0,0.0019038534442188467,0.9617059297180831,0.9810145480662167,0.9524375025776289,18.0,0.0019192377563971763,,,,,,,,,,,,,,,,,0.9728825026363701,,,,,,,,,,,,,,
201,other,What is the brown object with a clock on it?,birdhouse,http://images.cocodataset.org/train2014/COCO_train2014_000000262329.jpg,3,301,0.9982263201665724,-0.9665508270263672,C,3,15.0,0.002070122467111781,15.0,0.0021904618069954872,41.0,0.0021288984468131873,0.9949490477321437,0.9654013672997089,0.9887434006371401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,other,What number bus is this?,892,http://images.cocodataset.org/train2014/COCO_train2014_000000393403.jpg,0,261,0.998369224213117,-0.25784432888031006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,other,What is the woman holding?,hair dryer,http://images.cocodataset.org/train2014/COCO_train2014_000000524476.jpg,7,202,0.9970236819985772,-0.9495357275009155,H,7,49.0,0.0020915788212454087,26.0,0.002170210943523437,17.0,0.0020801716029155734,0.9521379233481633,0.9892410142019503,0.9771236998460402,17.0,0.002091472653079682,34.0,0.0020684602958480126,29.0,0.0020526734416031274,24.0,0.0020673553992727476,,,,,,,,,,,0.9327185526599537,0.9717701207194065,0.9684167629380332,0.983566009043177,,,,,,,,,,,
204,other,What shape is at the bottom of the pole?,rectangle,http://images.cocodataset.org/train2014/COCO_train2014_000000257513.jpg,11,182,0.9984010730576363,-1.22868812084198,Round,11,26.0,0.001926952018496286,22.0,0.001930893751968063,16.0,0.0019391791440657182,0.960968854230661,0.9538197181912221,0.985056822321508,70.0,0.0019338474476039765,15.0,0.0019279435247893328,15.0,0.0019327442054620288,10.0,0.0019473007301611463,15.0,0.0019497746263001797,34.0,0.0019556102884395092,18.0,0.0019558644762493454,80.0,0.0019512426314389135,,,0.9575854761948555,0.9877812438119247,0.9877812438119246,0.7219280948873623,0.8443536850036224,0.9274080901417541,0.9206198357143051,0.9668745812233214,,,,,,,
205,other,What type of bed is in the picture?,bunk bed,http://images.cocodataset.org/train2014/COCO_train2014_000000257513.jpg,10,165,0.9908525014063059,-0.1622338891029358,B,10,23.0,0.0025883722324821982,30.0,0.0026436385556768997,60.0,0.0025747336591742994,0.9765762937075553,0.9485118582263627,0.9490232266862558,88.0,0.0026539518976074054,71.0,0.002575397237381022,26.0,0.0025882167515201577,5.0,0.0023224226677222093,56.0,0.002692264140955729,19.0,0.002671268206023103,19.0,0.0027024408709963497,,,,,0.9697434148708274,0.9632105783785768,0.9281183057049376,0.9709505944546686,0.9427850254098212,0.9223172148184832,0.9223172148184832,,,,,,,,
206,other,What is he cooking?,hot dogs,http://images.cocodataset.org/train2014/COCO_train2014_000000524486.jpg,5,228,0.9934094191588226,-0.2838592827320099,Hot,5,26.0,0.002601463968511961,16.0,0.0025737764869271512,15.0,0.002548147288244643,0.8767754053876623,0.9320201587042914,0.9602297178607612,19.0,0.0024668185414187184,37.0,0.002545103285385156,,,,,,,,,,,,,,,0.9056841333772504,0.9773023724486426,,,,,,,,,,,,,
207,other,Is this a new or ancient clock?,ancient,http://images.cocodataset.org/train2014/COCO_train2014_000000458785.jpg,4,220,0.9409983755375797,-0.03958065062761307,An,4,15.0,0.007949436291188279,31.0,0.0052590005241687525,41.0,0.006310386301949199,0.9967916319816366,0.961732474565328,0.9654229496430746,138.0,0.006932518367582085,,,,,,,,,,,,,,,,,0.979107757785399,,,,,,,,,,,,,,
208,other,What time does the clock read?,12:55,http://images.cocodataset.org/train2014/COCO_train2014_000000458785.jpg,10,254,0.9988412059383248,-0.37894806265830994,,10,32.0,0.0019438216143974685,35.0,0.0019493347623704364,23.0,0.0019377765802104398,0.9879171970544534,0.9355535908738857,0.9619234050874884,21.0,0.0019382811150224475,15.0,0.0019312621080891823,33.0,0.0019546623051801115,28.0,0.001953645570491973,17.0,0.0019853572592717396,17.0,0.0019521727282920157,23.0,0.0019363520889579388,,,,,0.9907017951253161,1.0,0.9562433184174151,0.9545730628886677,0.9975025463691152,0.9603948809345499,0.9359550701662825,,,,,,,,
209,other,What mountain was this taken at?,lookout,http://images.cocodataset.org/train2014/COCO_train2014_000000000201.jpg,9,273,0.9963289073118513,-1.3161773681640625,M,9,22.0,0.0020802196532244068,17.0,0.0020465646791408727,17.0,0.0020767914546482545,0.9609557933859342,0.9595784770480081,0.9363348190250749,18.0,0.0020848133290696153,28.0,0.0021130128028740325,33.0,0.0021170256980955443,17.0,0.0021060568263023866,18.0,0.0022019502615130224,19.0,0.0020765857682671688,,,,,,,0.952437502577629,0.9674317817828602,0.9483447403737116,0.9967828263127351,0.9910760598382222,0.9796494552648447,,,,,,,,,
210,other,What is the black thing he is wearing?,apron,http://images.cocodataset.org/train2014/COCO_train2014_000000393418.jpg,6,163,0.996436376835804,-0.12066289782524109,A,6,28.0,0.002181564497799573,159.0,0.002125980562854209,31.0,0.002135701014449869,0.9620871761502205,0.9825651221702589,0.9817010974521608,15.0,0.002127923188912232,45.0,0.0021188756630883343,18.0,0.0020986968445729794,,,,,,,,,,,,,0.9877812438119247,0.9657750722895903,0.9853962684364186,,,,,,,,,,,,
211,other,What is the man doing in the picture?,cooking,http://images.cocodataset.org/train2014/COCO_train2014_000000393418.jpg,2,370,0.9832788835812383,-0.6984109282493591,The,2,18.0,0.0033451840938071684,18.0,0.003119826854282668,,,0.9342064019134054,0.9388201415867106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,other,What is the cartoon man presenting to the cartoon woman?,ring,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg,9,202,0.9993575127750649,-1.483894944190979,A,9,19.0,0.0018303662736907542,13.0,0.0018396476132086247,30.0,0.0018414172489662646,0.9621305296911875,0.8420887815606471,0.9730533294331416,33.0,0.00184064540673396,31.0,0.0018343155080589061,106.0,0.001843198268015856,18.0,0.0018407673606487876,15.0,0.0018294576951162144,19.0,0.0018354906831407037,,,,,,,0.9677369496751524,0.9761328838624836,0.9742363693204781,0.9915323997298832,0.9949490477321437,0.9656476401164373,,,,,,,,,
213,other,What does the sign with the white arrow say?,one way,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg,2,270,0.9819561897794766,-0.8613737225532532,One,2,31.0,0.0032607964861424274,21.0,0.0050194855038534015,,,0.9933589108967058,0.8667775371761242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,other,"What is above the ""No Left Turn"" sign?",one way,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg,4,145,0.9979712816717304,-1.4161932468414307,Billboard,4,291.0,0.001848019488836233,17.0,0.0018360370392206543,33.0,0.0018343886262206866,0.9816447393609801,0.9771236998460402,0.9781900528174539,16.0,0.0018441920474836985,,,,,,,,,,,,,,,,,0.985056822321508,,,,,,,,,,,,,,
215,other,What is the sign says?,stop,http://images.cocodataset.org/train2014/COCO_train2014_000000393422.jpg,1,133,0.9799983617049952,-1.0024460554122925,Stop,1,318.0,0.003799927691458081,,,,,0.9837299332984668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,other,What gender are both of the children likely to be?,female,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg,6,270,0.9931247595340115,-0.48584336042404175,Fem,6,15.0,0.0024585614696930745,16.0,0.0023807692267131093,52.0,0.0025638066286409406,0.9500685975366211,0.9414280318460245,0.9466680467894555,28.0,0.002337117557069239,33.0,0.0025291756928002684,29.0,0.002513985627837032,,,,,,,,,,,,,0.9547567364410264,0.9483447403737116,0.9281962690133062,,,,,,,,,,,,
217,other,What is the one girl doing to the other girl's hair?,brushing,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg,10,154,0.9626040154364544,-0.5665501356124878,The,10,16.0,0.005088951607133486,15.0,0.003786691873986672,55.0,0.004190365840846873,0.7743974703476992,0.9613833012053531,0.9813081494377555,21.0,0.004073126338658507,43.0,0.004664598007701446,15.0,0.0035492441211190987,61.0,0.004091801584704286,16.0,0.004193245690636552,21.0,0.004412682172102142,3.0,0.00370846095005581,,,,,0.9409256218900506,0.9812737679688848,1.0,0.9739180823931083,0.9528195311147832,0.9244658211275739,0.0,,,,,,,,
218,other,Something new to wear with a men's shirt?,tie,http://images.cocodataset.org/train2014/COCO_train2014_000000448671.jpg,7,226,0.9983346666763755,-0.4585719108581543,Yes,7,140.0,0.0020119120015474417,15.0,0.0020072716623760257,22.0,0.0020139868460099654,0.9830334469742777,0.9877812438119247,0.9538197181912221,15.0,0.001991679338692235,13.0,0.0020208671096078952,17.0,0.002036734499322065,27.0,0.0020238947454064974,,,,,,,,,,,0.9446232142545791,0.8956403056385981,0.9878171319090819,0.9823887817956214,,,,,,,,,,,
219,other,How much did they pay for the hot dogs?,1,http://images.cocodataset.org/train2014/COCO_train2014_000000393428.jpg,4,339,0.9987504507929754,-1.50449800491333,$,4,33.0,0.0020849930642294697,16.0,0.0019870479964539892,16.0,0.0019836728788585603,0.9827744952751618,0.9528195311147832,0.9681390622295665,16.0,0.0019755601791737586,,,,,,,,,,,,,,,,,0.9886085007312413,,,,,,,,,,,,,,
220,other,What is in the man's hand?,tennis racket,http://images.cocodataset.org/train2014/COCO_train2014_000000554301.jpg,13,153,0.9973534584410233,-0.289237916469574,Tennis,13,92.0,0.0021886151241511374,17.0,0.002249111454316034,19.0,0.0023115310739657362,0.974405906047065,0.8787419949064399,0.8597769141610625,11.0,0.0023602105430574473,30.0,0.002206757192928003,6.0,0.0019944255902810044,23.0,0.00217849720502347,26.0,0.0022539566487449415,10.0,0.002282798698562355,18.0,0.0021642929735057183,11.0,0.0022930805051703247,25.0,0.0021358471778721846,0.8453509366224364,0.9444147390354649,1.0,0.9619234050874884,0.9147934626534964,0.8812908992306927,0.9535998353544739,0.9456603046006401,0.9719629156972361,13.0,0.002265856709406997,,,0.8420887815606471,
221,other,What silverware is on the table?,knife and fork,http://images.cocodataset.org/train2014/COCO_train2014_000000262359.jpg,5,224,0.997399034192296,-0.5906121730804443,F,5,56.0,0.001979612961332333,76.0,0.0019700274722074793,86.0,0.0019802460093768684,0.957358003884601,0.9725919838639391,0.9670450794121223,29.0,0.001974392774339488,15.0,0.001955613100660189,,,,,,,,,,,,,,,0.9365895140018886,0.982798115178801,,,,,,,,,,,,,
222,other,What type of animal is it?,cat,http://images.cocodataset.org/train2014/COCO_train2014_000000393432.jpg,5,240,0.9945047797684073,-0.015283738262951374,Cat,5,15.0,0.0026881965795691972,56.0,0.0026128426716495,16.0,0.0029103670359228876,0.9500685975366211,0.9699990780553384,0.8387794678549646,25.0,0.0025237369103216474,19.0,0.0025507506497417917,,,,,,,,,,,,,,,0.9612922645609548,0.9880900585356664,,,,,,,,,,,,,
223,other,What is the man standing on?,sand,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,3,286,0.993426116843435,-0.17968511581420898,Sand,3,17.0,0.0024754632597110055,23.0,0.00234062924178418,18.0,0.0025386635168305974,0.8846148739279865,0.9504416045240514,0.8527924884900406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,other,What are these men standing in front of?,ocean,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,2,294,0.9991305618146572,-0.8914170861244202,Sur,2,15.0,0.0019340710906602878,21.0,0.0020145050121293537,,,0.9877812438119247,0.8559631658263386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,other,What is the temperature outside?,cold,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,5,211,0.9936696187759203,-0.9625611305236816,Cold,5,28.0,0.002834904467453904,80.0,0.0026265475459751374,119.0,0.002692753214664304,0.9360652220417258,0.9828905337421093,0.9738358615570818,19.0,0.0028362178707516217,19.0,0.0026907400184127007,,,,,,,,,,,,,,,0.9649618403823442,0.9064726381299402,,,,,,,,,,,,,
226,other,What is lying on the ground?,surfboard,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,9,208,0.9989308516395246,-0.3811224102973938,Sur,9,26.0,0.0020554495109437665,25.0,0.002187217112695786,47.0,0.002030491527497733,0.9737515929092135,0.9801625908629509,0.9810718753689287,20.0,0.0020319742143198724,7.0,0.001971022110700379,30.0,0.0020554081210087723,17.0,0.001982299833302125,15.0,0.0019652042514398437,8.0,0.001988440084908116,,,,,,,0.9927376486136672,0.9852281360342515,0.9724998319497862,0.9856676426534905,0.9949490477321437,0.954434002924965,,,,,,,,,
227,other,What is flying in the air?,kites,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,5,326,0.9982012849608373,-0.14447644352912903,K,5,169.0,0.0020505079162438954,15.0,0.002035135310736721,32.0,0.002064753785677577,0.9810888628715148,1.0,0.9850011108227404,28.0,0.0020308184149174526,16.0,0.0020503478626825175,,,,,,,,,,,,,,,0.9789770621982029,0.949701216438411,,,,,,,,,,,,,
228,other,What brand of shoes is the skateboarder wearing?,none,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,3,248,0.998565320513561,-1.0143624544143677,N,3,45.0,0.002026146711340281,35.0,0.0020735662081001723,21.0,0.0022346004614625025,0.961434250399498,0.947318682913247,0.8420928684542169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,other,What type of clouds are visible in this photo?,cumulus,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,3,282,0.994773023674778,-0.9486436247825623,C,3,18.0,0.0028695896644586496,19.0,0.002515316059866269,42.0,0.002342225276394614,0.9342064019134054,0.9418071986717287,0.987384469573918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,other,What is the man doing?,standing,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,6,265,0.9893869546753241,-0.6132104992866516,The,6,38.0,0.0029611894471363812,8.0,0.0028629635844956832,23.0,0.0036646474860337896,0.9399292898626755,0.954434002924965,0.9932927654933185,24.0,0.0035592646583688116,17.0,0.0027917300404742347,19.0,0.002900503725543905,,,,,,,,,,,,,0.8920795639257109,0.9856676426534905,0.9279081769370418,,,,,,,,,,,,
231,other,Is the person on the right male or female?,male,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,2,205,0.9935842059155862,-0.004398408345878124,Male,2,144.0,0.002466453713543539,28.0,0.0024542418561987263,,,0.9672117424650093,0.9247366404479429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,other,What object is painted on the surfboard?,star,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg,10,158,0.992619400047164,-0.37937870621681213,T,10,45.0,0.0025925472813116512,73.0,0.002998006498678363,16.0,0.002492576317641307,0.9865853755747892,0.940015728085516,0.9822177815287605,9.0,0.002523773806878087,11.0,0.0026103133258366436,31.0,0.0025133203995726166,8.0,0.0026018733853062016,8.0,0.002412173545001193,10.0,0.002540310638797669,16.0,0.0026272467345527695,,,,,0.9656336071428251,0.9922150607220183,0.9790777081558828,1.0,0.985056822321508,0.9602297178607612,0.9886085007312413,,,,,,,,
233,other,What does the train ride along?,tracks,http://images.cocodataset.org/train2014/COCO_train2014_000000165859.jpg,1,288,0.9968524082564448,-0.9582738280296326,Train,1,133.0,0.002555204630019304,,,,,0.9779906234033551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,other,What is turned on?,light,http://images.cocodataset.org/train2014/COCO_train2014_000000039288.jpg,11,104,0.9984037882009458,-0.433454692363739,L,11,43.0,0.0019074536384764988,15.0,0.001908575997267481,17.0,0.0018982095633521708,0.9702524175514526,0.9500685975366211,0.9856676426534905,58.0,0.0019008080774019804,34.0,0.0019021391857271617,119.0,0.0019037651207455862,18.0,0.001895143560405972,13.0,0.0019027734383202433,15.0,0.0019056390491815854,6.0,0.0018936663293022723,33.0,0.0019083359246738253,,,0.971940100891384,0.9955508920914201,0.9785015684647852,0.9736669121131954,0.9194324237704885,0.9877812438119246,0.9182958340544896,0.9455060008494699,,,,,,,
235,other,What is the name of the yellow fruit pictured?,banana,http://images.cocodataset.org/train2014/COCO_train2014_000000039288.jpg,5,216,0.997307368050485,-0.7792483568191528,Ban,5,17.0,0.002355053720111355,9.0,0.00222650822254503,15.0,0.0022342418073463314,0.9770358764490155,0.9910760598382222,0.9161314485121343,68.0,0.0022711730029186077,20.0,0.002347341367767029,,,,,,,,,,,,,,,0.9501183309814047,0.9197455351500672,,,,,,,,,,,,,
236,other,What shape are the plates?,round,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,4,99,0.9984619288216776,-0.22695431113243103,Round,4,15.0,0.002029763175473783,15.0,0.002026548439861082,16.0,0.0019982316932995164,0.9877812438119247,0.9877812438119247,1.0,357.0,0.0020369830586694426,,,,,,,,,,,,,,,,,0.9845260609569046,,,,,,,,,,,,,,
237,other,What indicates that this is for a party?,many plates,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,8,242,0.9992906692910014,-1.1934651136398315,The,8,24.0,0.0018595302838302944,27.0,0.0018582835071246679,51.0,0.0018676194699267343,0.9398009074013692,0.9889836699098602,0.9530338058039679,29.0,0.0018556523332578822,17.0,0.0018715506037478202,17.0,0.0018802505031802659,15.0,0.0018560504651432695,23.0,0.0018542663144741802,,,,,,,,,0.9785463292474802,0.8091970544181966,0.8702290979524684,0.9654013672997089,0.9603532512498222,,,,,,,,,,
238,other,What two utensils are next to the plate?,fork and knife,http://images.cocodataset.org/train2014/COCO_train2014_000000524518.jpg,4,204,0.9975037461887049,-0.8538505434989929,F,4,17.0,0.0019153245828146272,264.0,0.0019183460150137496,17.0,0.0019145386689904417,0.9967828263127351,0.9874401817810362,0.9770358764490155,37.0,0.0019118861767891296,,,,,,,,,,,,,,,,,0.9902507729536278,,,,,,,,,,,,,,
239,other,How lucky is it that no one was walking on the sidewalk at that time?,very,http://images.cocodataset.org/train2014/COCO_train2014_000000524520.jpg,11,169,0.9922225375142407,-0.8938307166099548,Very,11,49.0,0.0024269194626326,62.0,0.0024229745413750273,17.0,0.0024295892967412993,0.9691441606514662,0.9702732545045504,0.9770358764490155,125.0,0.0024675642332843825,30.0,0.002433037514697377,46.0,0.0024301144610882155,25.0,0.0023971232583368286,18.0,0.002490733639018586,9.0,0.0023788472516383793,15.0,0.0023813121319209204,21.0,0.002421575663406495,,,0.9785667568619869,0.9340666504173057,0.9553987526249139,0.9303382354917419,0.872009434056298,0.9182958340544896,0.8983958159908183,0.9420864622689729,,,,,,,
240,other,What traffic light is on?,red,http://images.cocodataset.org/train2014/COCO_train2014_000000524520.jpg,2,264,0.9820627522798451,-1.2691251039505005,Red,2,40.0,0.004128936483131182,15.0,0.004339975845498062,,,0.9920072226350961,0.8983958159908183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,other,What number does the battery have on his shirt?,11,http://images.cocodataset.org/train2014/COCO_train2014_000000524522.jpg,6,268,0.9981474385477506,-0.15393859148025513,,6,25.0,0.0020171844346765395,54.0,0.0020400912086062477,25.0,0.002015233875695857,0.9555371569586555,0.9594128539440187,0.9598206673056707,15.0,0.0020474876578091905,26.0,0.0019993546552651304,15.0,0.002013677262748411,,,,,,,,,,,,,0.9967916319816366,0.9446382758194373,0.9654013672997089,,,,,,,,,,,,
242,other,What team is the batter from?,yankees,http://images.cocodataset.org/train2014/COCO_train2014_000000524522.jpg,6,107,0.9993447581350485,-1.9551703929901123,San,6,125.0,0.0018855734960924755,123.0,0.001876345403059767,30.0,0.0018601893034530272,0.9668179229103779,0.9815343943412627,0.9925823876369816,55.0,0.001872134928259212,20.0,0.0018742503784622395,27.0,0.0019063252782704624,,,,,,,,,,,,,0.9897691050996664,0.9927376486136672,0.8997598005436134,,,,,,,,,,,,
243,other,What objects are directly above the TV set?,pictures,http://images.cocodataset.org/train2014/COCO_train2014_000000131312.jpg,4,326,0.9834144465637766,-1.7201632261276245,Pictures,4,36.0,0.003020908458346021,17.0,0.002949679067567245,16.0,0.003332067574335288,0.9777597878241788,0.9507532012507529,0.9886994082884974,23.0,0.0028685058038061427,,,,,,,,,,,,,,,,,0.9428752442570708,,,,,,,,,,,,,,
244,other,What print is this woman's dress?,dots,http://images.cocodataset.org/train2014/COCO_train2014_000000131315.jpg,8,320,0.994086532070875,-1.1707024574279785,St,8,15.0,0.002019829507643114,20.0,0.0020034705853341954,18.0,0.0020017521663575643,0.9709505944546686,0.9794359242226801,0.9524375025776289,26.0,0.0020029388894951244,49.0,0.002014590937645906,24.0,0.0020098177876542596,16.0,0.0020089834707269485,16.0,0.0020097742859954124,,,,,,,,,0.9572692011644617,0.9603097645132231,0.9856259180022331,0.9463946303571862,0.886859507142915,,,,,,,,,,
245,other,What is on the handlebars?,bird,http://images.cocodataset.org/train2014/COCO_train2014_000000262389.jpg,2,148,0.9937621357971552,-1.2227414846420288,Hel,2,188.0,0.002724074496027083,167.0,0.002616848946788642,,,0.9759988248808756,0.9810046011825335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,other,What bird is on the man's bike?,parrot,http://images.cocodataset.org/train2014/COCO_train2014_000000262389.jpg,2,151,0.9991087721068669,-0.12581157684326172,Par,2,273.0,0.0019904522679472106,15.0,0.0019200643201238428,,,0.9839922712134741,0.9718495448242642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,other,What is the fence made of?,metal,http://images.cocodataset.org/train2014/COCO_train2014_000000262393.jpg,5,145,0.9980037354360232,-0.31888940930366516,Metal,5,15.0,0.002129963339214186,239.0,0.002142828937460032,24.0,0.0021241697242914033,0.9602297178607612,0.9841612208135158,0.9829829070554724,16.0,0.002077783159734213,4.0,0.001982034955207276,,,,,,,,,,,,,,,0.9362025230160499,1.0,,,,,,,,,,,,,
